Iteration,M2,D2,Loss,Time,Gradient Norm
0,0.6186646819114685,0.5033142566680908,4.889754109171918e-06,0.06199812889099121,4.1713929022080265e-07
0,1.112506628036499,0.9983682632446289,0.0009312623296864331,0.13054800033569336,1.0806568752741441e-05
0,1.464712381362915,1.3504433631896973,7.130574886105023e-08,0.1890270709991455,1.081102618627483e-05
0,1.7692424058914185,1.651487946510315,0.00012633537699002773,0.24760127067565918,1.1539327715581749e-05
0,1.2710344791412354,2.1512913703918457,0.023932453244924545,0.3062620162963867,0.0008152139489538968
0,0.9172385334968567,2.5056493282318115,1.4419991885006311e-06,0.36420106887817383,0.0008151948568411171
0,0.6274653673171997,2.7957258224487305,9.000018508231733e-08,0.42203617095947266,0.000815197650808841
0,0.37612396478652954,3.0477547645568848,5.5331853218376637e-05,0.4795100688934326,0.0008159736171364784
0,0.15068183839321136,3.2737154960632324,3.8130999655550113e-06,0.5377421379089355,0.0008159936405718327
0,0.10000000149011612,3.482001304626465,0.0008734389557503164,0.5981481075286865,0.0008232280379161239
0,0.6000000238418579,2.982001304626465,4.7626981540815905e-05,0.6870152950286865,8090.5712890625
0,0.9544406533241272,2.627560615539551,5.831111138832057e-06,0.7512640953063965,8090.5712890625
0,1.2445652484893799,2.3374361991882324,0.0010421187616884708,0.8147311210632324,8090.5712890625
0,1.4964488744735718,2.08555269241333,0.1199839636683464,0.873183012008667,8090.56884765625
0,1.7223029136657715,1.8596986532211304,6.448812200687826e-06,0.9325282573699951,8090.56884765625
0,1.9289923906326294,1.6530091762542725,0.00046547892270609736,0.9934341907501221,8090.56884765625
0,2.12082576751709,1.461175799369812,6.565331887031789e-07,1.0522191524505615,8090.56884765625
0,2.300715208053589,1.2812862396240234,0.0001986543065868318,1.1122112274169922,8090.56884765625
0,2.4707372188568115,1.1112642288208008,0.0003132493875455111,1.1708993911743164,8090.56884765625
0,2.6324336528778076,0.9495678544044495,4.284096064566256e-07,1.2293701171875,8090.56884765625
1,2.6324336528778076,0.9495678544044495,1.934934346081718e-07,8.236658334732056,3.1413898149423858e-09
1,2.6324336528778076,0.9495678544044495,3.304978122287139e-07,8.295120239257812,2.312257052494715e-09
1,2.6324336528778076,0.9495678544044495,1.1149654710607138e-06,8.352689266204834,1.3238000917681347e-08
1,2.6324336528778076,0.9495678544044495,0.016594208776950836,8.410057067871094,0.0003737351216841489
1,2.6324336528778076,0.9495678544044495,1.4993943295849022e-06,8.467207193374634,0.000373833259800449
1,2.6324336528778076,0.9495678544044495,2.0583314835675992e-05,8.525057077407837,0.00037436088314279914
1,2.6324336528778076,0.9495678544044495,3.196208490408026e-05,8.58311128616333,0.000374563125660643
1,2.6324336528778076,0.9495678544044495,8.910747055779211e-06,8.640611171722412,0.00037488382076844573
1,2.6324336528778076,0.9495678544044495,2.068561343548936e-06,8.697570085525513,0.0003748812305275351
1,2.6324336528778076,0.9495678544044495,0.004344879649579525,8.755569219589233,0.0006085607456043363
1,2.6324336528778076,0.9495678544044495,0.007828418165445328,8.813077211380005,0.0007816139259375632
1,2.6324336528778076,0.9495678544044495,0.0003841872385237366,8.870773077011108,0.0007833651616238058
1,2.6324336528778076,0.9495678544044495,3.878057555084524e-07,8.928705215454102,0.0007833734271116555
1,2.6324336528778076,0.9495679140090942,0.10446228832006454,8.987285137176514,0.00312442728318274
1,2.6324336528778076,0.949567973613739,0.031809113919734955,9.044576168060303,0.0031926897354424
1,2.6324336528778076,0.9495680332183838,0.019204067066311836,9.102334260940552,0.004075502045452595
1,2.6324336528778076,0.9495680928230286,1.7738462702254765e-05,9.159972190856934,0.0040756710804998875
1,2.6324336528778076,0.9495681524276733,0.0006985196378082037,9.217956304550171,0.004080794285982847
1,2.6324336528778076,0.9495682716369629,0.08002681285142899,9.276511192321777,0.004487751983106136
1,2.6324336528778076,0.9495683908462524,5.560624671829828e-08,9.334226369857788,0.004487751051783562
2,2.6324336528778076,0.9495683908462524,2.7103786237603344e-07,9.392818212509155,8.127598150053927e-09
2,2.6324336528778076,0.9495683908462524,3.861014192807488e-05,9.450475215911865,3.8317216422001366e-07
2,2.6324336528778076,0.9495683908462524,0.01394784078001976,9.50807809829712,2.7257281089987373e-06
2,2.6324336528778076,0.9495683908462524,8.424586894761887e-07,9.566139221191406,2.6994368909072364e-06
