Iteration,M2,D2,V2,B,G,Pmech2,Loss
5,8.398385047912598,6.219008445739746,-0.22008022665977478,-0.36540013551712036,-0.545867919921875,0.05682758241891861,0.011878970079123974
6,8.398627281188965,6.218744277954102,-0.21724185347557068,-0.36831697821617126,-0.544884443283081,0.06127547845244408,0.013488470576703548
6,8.399470329284668,6.218961238861084,-0.20752209424972534,-0.3778446614742279,-0.5415575504302979,0.07717954367399216,0.03397781774401665
6,8.400687217712402,6.219482898712158,-0.19244618713855743,-0.39228555560112,-0.5364692211151123,0.10196597874164581,0.02280757948756218
6,8.40206527709961,6.2201247215271,-0.1736878901720047,-0.40969011187553406,-0.530245840549469,0.13272684812545776,0.013438391499221325
6,8.40376091003418,6.219925403594971,-0.1430041790008545,-0.4310981035232544,-0.5208959579467773,0.1824478805065155,0.07597093284130096
7,8.40392017364502,6.220117568969727,-0.14599457383155823,-0.42821231484413147,-0.5216730833053589,0.1760101318359375,0.01390890870243311
7,8.404247283935547,6.220721244812012,-0.15263593196868896,-0.4215160310268402,-0.5234284400939941,0.16168928146362305,0.01849612593650818
7,8.404614448547363,6.221363067626953,-0.16053102910518646,-0.413308709859848,-0.5255406498908997,0.14434736967086792,0.007244086358696222
7,8.40493392944336,6.224527359008789,-0.17018365859985352,-0.4024333953857422,-0.528198778629303,0.12271590530872345,0.014900600537657738
7,8.405263900756836,6.226403713226318,-0.18258117139339447,-0.3873080611228943,-0.5317413210868835,0.09475485980510712,0.016546808183193207
8,8.406785011291504,6.217808723449707,-0.16097867488861084,-0.38923099637031555,-0.526134192943573,0.12740692496299744,0.2112705409526825
8,8.409364700317383,6.192107200622559,-0.1514485627412796,-0.35484081506729126,-0.5251664519309998,0.12433602660894394,0.2705256938934326
8,8.412252426147461,6.162024974822998,-0.1312071830034256,-0.3235691487789154,-0.5217519998550415,0.13827964663505554,0.059334076941013336
8,8.415173530578613,6.131860733032227,-0.11172369122505188,-0.29125964641571045,-0.5185200572013855,0.15018495917320251,0.005863070487976074
8,8.418339729309082,6.102014064788818,-0.09770627319812775,-0.25447648763656616,-0.5163387060165405,0.15109936892986298,0.029179535806179047
9,8.418231964111328,6.102412223815918,-0.09506569057703018,-0.25519275665283203,-0.5159417390823364,0.15517102181911469,0.00570833683013916
9,8.418303489685059,6.102999687194824,-0.09585218131542206,-0.2539953589439392,-0.5160820484161377,0.15263861417770386,0.012514764443039894
9,8.418553352355957,6.103772163391113,-0.10022307187318802,-0.2507478892803192,-0.5167895555496216,0.14319658279418945,0.013242765329778194
9,8.418891906738281,6.104610443115234,-0.10673149675130844,-0.24619007110595703,-0.5178507566452026,0.12947916984558105,0.0075353956781327724
9,8.419300079345703,6.10612154006958,-0.11654958128929138,-0.23930960893630981,-0.5194981098175049,0.10926519334316254,0.012809324078261852
10,8.419295310974121,6.106237888336182,-0.11523847281932831,-0.23971784114837646,-0.5192657709121704,0.11101482808589935,0.0048640756867825985
10,8.419291496276855,6.106359004974365,-0.11384129524230957,-0.23985716700553894,-0.5190280079841614,0.11237341165542603,0.00465916283428669
10,8.41928768157959,6.106481075286865,-0.11221233755350113,-0.23981612920761108,-0.5187582969665527,0.11359751969575882,0.004503140226006508
10,8.41916561126709,6.109679222106934,-0.1017623096704483,-0.24210704863071442,-0.5169910192489624,0.12884840369224548,0.03641771152615547
10,8.419095039367676,6.112936019897461,-0.09302520751953125,-0.2432309240102768,-0.5155127048492432,0.1405389904975891,0.00673597352579236
11,8.419238090515137,6.113059997558594,-0.09635412693023682,-0.24135379493236542,-0.5160230994224548,0.13409969210624695,0.011562218889594078
11,8.41936206817627,6.11297082901001,-0.09852878004312515,-0.2397102564573288,-0.5163651704788208,0.12917271256446838,0.0038921202067285776
11,8.419547080993652,6.112931251525879,-0.10261505842208862,-0.23685333132743835,-0.5170189142227173,0.12034925818443298,0.006888754200190306
11,8.419761657714844,6.112917900085449,-0.10798916965723038,-0.23304668068885803,-0.5178937911987305,0.10872066766023636,0.005737779662013054
11,8.420104026794434,6.110893726348877,-0.1186426505446434,-0.22489242255687714,-0.519727885723114,0.08669674396514893,0.02491920441389084
12,8.42016887664795,6.110523223876953,-0.11512520909309387,-0.22638481855392456,-0.5190837383270264,0.09215178340673447,0.008983735926449299
12,8.420225143432617,6.110156059265137,-0.11225684732198715,-0.22708159685134888,-0.5185714364051819,0.09585623443126678,0.005815650802105665
12,8.420283317565918,6.10978364944458,-0.10866665840148926,-0.22784514725208282,-0.5179405212402344,0.10024238377809525,0.004680773708969355
12,8.420342445373535,6.109409332275391,-0.1045585349202156,-0.22856824100017548,-0.5172296166419983,0.10496149957180023,0.0044820611365139484
12,8.420403480529785,6.109041690826416,-0.10050465166568756,-0.22896063327789307,-0.5165369510650635,0.10901960730552673,0.004497400484979153
13,8.420414924621582,6.109048366546631,-0.10114126652479172,-0.22835929691791534,-0.5166482329368591,0.10735547542572021,0.004821856506168842
13,8.420433044433594,6.109251022338867,-0.10262016952037811,-0.22702817618846893,-0.5169053077697754,0.10365071147680283,0.005239531863480806
13,8.420449256896973,6.109449863433838,-0.10353313386440277,-0.22568900883197784,-0.5170789361000061,0.10037418454885483,0.004196311812847853
13,8.420467376708984,6.1096510887146,-0.10448525846004486,-0.2240222841501236,-0.5172685384750366,0.09645280987024307,0.0045262170024216175
13,8.420555114746094,6.107837200164795,-0.10145210474729538,-0.22362077236175537,-0.5168193578720093,0.09871324151754379,0.010619690641760826
14,8.420557022094727,6.107838153839111,-0.1015196293592453,-0.2232879102230072,-0.5168395042419434,0.09802459925413132,0.004508195444941521
14,8.419844627380371,6.139042377471924,-0.06420516222715378,-0.21355052292346954,-0.5116633772850037,0.1521400809288025,0.44525837898254395
14,8.419153213500977,6.170577526092529,-0.027058560401201248,-0.20357418060302734,-0.5064908862113953,0.205380380153656,0.0033853603526949883
14,8.419801712036133,6.203372478485107,-0.00018611736595630646,-0.1920159012079239,-0.5017536282539368,0.24002322554588318,0.05501779541373253
14,8.422801971435547,6.238290309906006,0.01304597221314907,-0.18038859963417053,-0.4969969093799591,0.2500987648963928,0.09233825653791428
15,8.42566204071045,6.2406206130981445,-0.0022207805886864662,-0.18149632215499878,-0.49666738510131836,0.2225574105978012,0.11310353130102158
15,8.431069374084473,6.279179096221924,-0.03821857273578644,-0.18219715356826782,-0.4964165985584259,0.15443050861358643,0.2552390396595001
15,8.437121391296387,6.318488121032715,-0.08130137622356415,-0.18137583136558533,-0.49661386013031006,0.07408728450536728,0.027786364778876305
15,8.443204879760742,6.357895851135254,-0.12558132410049438,-0.17977051436901093,-0.49697524309158325,-0.008114367723464966,0.005494719371199608
15,8.44980239868164,6.398242473602295,-0.16372764110565186,-0.1818949580192566,-0.4960450530052185,-0.07981691509485245,0.020659666508436203
16,8.452003479003906,6.400211334228516,-0.1495123654603958,-0.19247165322303772,-0.4921979308128357,-0.05636816471815109,0.0887010395526886
16,8.455709457397461,6.403482913970947,-0.12377380579710007,-0.21112968027591705,-0.48545271158218384,-0.013805601745843887,0.06025892123579979
16,8.459235191345215,6.408927917480469,-0.0988844633102417,-0.2276415228843689,-0.47892746329307556,0.025985613465309143,0.016086461022496223
16,8.462965965270996,6.414579391479492,-0.06924125552177429,-0.24626538157463074,-0.4715636670589447,0.07357363402843475,0.01306712906807661
16,8.466733932495117,6.420326232910156,-0.040673691779375076,-0.2642771005630493,-0.4643216133117676,0.11845892667770386,0.005191153846681118
17,8.46705150604248,6.420598983764648,-0.045013245195150375,-0.2631200850009918,-0.46465957164764404,0.10967045277357101,0.015096563845872879
17,8.467670440673828,6.4208173751831055,-0.053912367671728134,-0.2605394721031189,-0.4653931260108948,0.0915713757276535,0.01667705364525318
17,8.469916343688965,6.4214677810668945,-0.08137429505586624,-0.2330511212348938,-0.46877339482307434,0.01576908677816391,0.5237355828285217
17,8.472294807434082,6.4222941398620605,-0.10548640787601471,-0.2067466676235199,-0.4716644883155823,-0.05399124324321747,0.008819802664220333
17,8.475061416625977,6.424657821655273,-0.1255306899547577,-0.18282054364681244,-0.47377586364746094,-0.11665631085634232,0.01359839178621769
18,8.474736213684082,6.425820350646973,-0.1265762448310852,-0.18020646274089813,-0.4740610122680664,-0.11974088102579117,0.013810957781970501
18,8.4766845703125,6.428962707519531,-0.11382411420345306,-0.18609116971492767,-0.47128409147262573,-0.09974141418933868,0.08485467731952667
18,8.480936050415039,6.438478946685791,-0.08392879366874695,-0.19914191961288452,-0.4651123583316803,-0.051572710275650024,0.12248529493808746
18,8.485856056213379,6.448623180389404,-0.04669836536049843,-0.21529164910316467,-0.45780473947525024,0.008729945868253708,0.026718473061919212
18,8.489636421203613,6.484941482543945,-0.022351406514644623,-0.22235795855522156,-0.4517967104911804,0.03857545927166939,0.15797077119350433
19,8.489657402038574,6.484959125518799,-0.023298384621739388,-0.22216914594173431,-0.4518395662307739,0.03632331266999245,0.004007414914667606
19,8.489526748657227,6.484208106994629,-0.008887069299817085,-0.22232545912265778,-0.45125821232795715,0.059151288121938705,0.09406764060258865
19,8.489480972290039,6.483555793762207,0.003784583881497383,-0.2223699539899826,-0.4507054388523102,0.07829570025205612,0.004927869886159897
19,8.489790916442871,6.483853340148926,0.011138207279145718,-0.22255733609199524,-0.45010989904403687,0.0869252160191536,0.019759444519877434
19,8.489950180053711,6.484246253967285,0.020658867433667183,-0.22267581522464752,-0.4495546221733093,0.09903071820735931,0.002840195782482624
20,8.490547180175781,6.484689712524414,0.014575314708054066,-0.22348469495773315,-0.44930964708328247,0.08725355565547943,0.022619331255555153
20,8.491653442382812,6.4854631423950195,0.002519829198718071,-0.22488704323768616,-0.4488932490348816,0.0637933537364006,0.022303754463791847
20,8.493220329284668,6.493291854858398,-0.020569656044244766,-0.22658036649227142,-0.4484167993068695,0.017091084271669388,0.08315475285053253
20,8.494804382324219,6.500905513763428,-0.04395351558923721,-0.2281820923089981,-0.4479488134384155,-0.030566196888685226,0.004187145736068487
20,8.496543884277344,6.508512496948242,-0.06445714831352234,-0.23045189678668976,-0.4472275674343109,-0.07332076132297516,0.007286290638148785
21,8.4972505569458,6.50911808013916,-0.05716325715184212,-0.2329626977443695,-0.44631892442703247,-0.0604330450296402,0.026991700753569603
21,8.498469352722168,6.510124206542969,-0.04365845397114754,-0.2373664528131485,-0.4447211027145386,-0.036620840430259705,0.02009894885122776
21,8.500167846679688,6.511443614959717,-0.021627185866236687,-0.24335578083992004,-0.44240909814834595,0.001994047313928604,0.0325186625123024
21,8.501935005187988,6.512644290924072,0.005212955176830292,-0.24981220066547394,-0.4398882985115051,0.048775508999824524,0.01143544539809227
21,8.503602027893066,6.513807773590088,0.03484799712896347,-0.2562495768070221,-0.43738192319869995,0.1000521183013916,0.00438245153054595
22,8.504344940185547,6.514438629150391,0.028262732550501823,-0.25780677795410156,-0.4369073808193207,0.08694962412118912,0.026237737387418747
22,8.505594253540039,6.5153913497924805,0.01652105525135994,-0.2603357136249542,-0.436131089925766,0.06355056166648865,0.016843555495142937
22,8.507079124450684,6.516574859619141,0.001453670673072338,-0.2632509171962738,-0.43523818254470825,0.033351924270391464,0.00873008742928505
22,8.508627891540527,6.517823219299316,-0.015304564498364925,-0.26620015501976013,-0.43433570861816406,-0.0005799047648906708,0.00474622193723917
22,8.5101900100708,6.519118785858154,-0.031180549412965775,-0.2692076861858368,-0.43340039253234863,-0.03331836313009262,0.0033672023564577103
23,8.510351181030273,6.519343376159668,-0.027538549154996872,-0.2698074281215668,-0.43316900730133057,-0.02687901258468628,0.008767218329012394
23,8.510744094848633,6.5196332931518555,-0.018019109964370728,-0.2711730897426605,-0.432611346244812,-0.009929070249199867,0.01694832742214203
23,8.511165618896484,6.519946575164795,-0.006882162764668465,-0.2726660370826721,-0.4319942891597748,0.00956927239894867,0.003973767161369324
23,8.51163387298584,6.519372940063477,0.0013307947665452957,-0.2739734947681427,-0.4314199388027191,0.022445980459451675,0.010150445625185966
23,8.512124061584473,6.518850803375244,0.008828196674585342,-0.27529799938201904,-0.430840402841568,0.03337471932172775,0.0033876770175993443
24,8.512423515319824,6.522765636444092,-0.001339266076683998,-0.2763863801956177,-0.43062761425971985,0.009703297168016434,0.07789520174264908
24,8.512728691101074,6.526699066162109,-0.01180122047662735,-0.2774737775325775,-0.4304146468639374,-0.015099968761205673,0.003129188437014818
24,8.512946128845215,6.552489280700684,0.011865200474858284,-0.27773115038871765,-0.42950597405433655,0.013354774564504623,0.3576176166534424
24,8.513219833374023,6.578426837921143,0.03310393542051315,-0.2782512903213501,-0.4285259544849396,0.036265887320041656,0.007318385876715183
24,8.513725280761719,6.620069980621338,0.04242057725787163,-0.2839891314506531,-0.4265698790550232,0.030477164313197136,0.11083041876554489
25,8.513917922973633,6.620251178741455,0.03916791453957558,-0.2850411534309387,-0.4262661337852478,0.023484641686081886,0.008534779772162437
25,8.514238357543945,6.620471954345703,0.03347780182957649,-0.2868354022502899,-0.42575111985206604,0.01113834511488676,0.005923019722104073
25,8.514230728149414,6.623775005340576,0.03500162437558174,-0.2878779172897339,-0.4257165789604187,0.01156589575111866,0.02089969627559185
25,8.51423168182373,6.6271891593933105,0.036439817398786545,-0.28903916478157043,-0.4256703555583954,0.011323396116495132,0.002348017878830433
25,8.514315605163574,6.630644798278809,0.03575613349676132,-0.29084983468055725,-0.4254496693611145,0.006262295413762331,0.005389067344367504
26,8.51434326171875,6.630588531494141,0.03515622019767761,-0.29108574986457825,-0.425398588180542,0.0045600817538797855,0.0026773461140692234
26,8.514410972595215,6.630545139312744,0.0333537831902504,-0.2917080521583557,-0.4252506196498871,-8.620275184512138e-05,0.0035197956021875143
26,8.514381408691406,6.630066394805908,0.036847785115242004,-0.2916536033153534,-0.4254615008831024,0.004749706014990807,0.011608796194195747
26,8.514435768127441,6.629640102386475,0.037674181163311005,-0.29244551062583923,-0.42544952034950256,0.0035574156790971756,0.007058707997202873
26,8.514470100402832,6.640102386474609,0.02680680900812149,-0.29958993196487427,-0.4243120551109314,-0.027090856805443764,0.1053302213549614
27,8.514472961425781,6.640106201171875,0.027536602690815926,-0.2995501756668091,-0.42435020208358765,-0.026213105767965317,0.002768587786704302
27,8.515003204345703,6.6256184577941895,0.06657207757234573,-0.3025802969932556,-0.426187127828598,0.03349141776561737,0.38951218128204346
27,8.51660442352295,6.616481781005859,0.09129422903060913,-0.3205075263977051,-0.425495445728302,0.05612516403198242,0.1620885133743286
27,8.51895523071289,6.608206272125244,0.1096327155828476,-0.34281325340270996,-0.42346978187561035,0.06522519886493683,0.022527627646923065
27,8.522387504577637,6.600925445556641,0.1202402338385582,-0.3716423511505127,-0.4194628596305847,0.0576162226498127,0.03263138607144356
28,8.523398399353027,6.6018385887146,0.11293835937976837,-0.37836772203445435,-0.41738414764404297,0.04152238368988037,0.029918169602751732
28,8.524112701416016,6.602733135223389,0.10840034484863281,-0.384194552898407,-0.4159529209136963,0.030407831072807312,0.00308278133161366
28,8.525381088256836,6.604103088378906,0.0986068844795227,-0.3945346772670746,-0.4131409525871277,0.007365349680185318,0.01693575829267502
28,8.526662826538086,6.605609893798828,0.08879979699850082,-0.40515559911727905,-0.41030532121658325,-0.016144806519150734,0.001914789667353034
28,8.528050422668457,6.613544464111328,0.06755003333091736,-0.4508689045906067,-0.4030006527900696,-0.0906420648097992,0.2922530174255371
29,8.528193473815918,6.613675117492676,0.07048608362674713,-0.4495912492275238,-0.40349239110946655,-0.0845150575041771,0.0062079960480332375
29,8.528436660766602,6.613883972167969,0.07589086145162582,-0.44722723960876465,-0.4044119417667389,-0.07334934175014496,0.004856023006141186
29,8.528739929199219,6.615230083465576,0.0851798802614212,-0.4431634545326233,-0.40604254603385925,-0.05418546125292778,0.008336041122674942
29,8.529045104980469,6.616582870483398,0.09491398185491562,-0.4391123950481415,-0.40774497389793396,-0.034662939608097076,0.002077039796859026
29,8.52938175201416,6.6179656982421875,0.10375437140464783,-0.43604201078414917,-0.40920498967170715,-0.017804643139243126,0.002740586642175913
30,8.52961540222168,6.6192755699157715,0.09827364981174469,-0.4424918591976166,-0.40761032700538635,-0.032217226922512054,0.024175286293029785
30,8.529898643493652,6.62062931060791,0.09139588475227356,-0.45036351680755615,-0.40563759207725525,-0.05045159533619881,0.003408363088965416
30,8.530183792114258,6.621993064880371,0.08451884984970093,-0.45856785774230957,-0.40363746881484985,-0.06932853162288666,0.002035778947174549
30,8.530137062072754,6.624370098114014,0.07157693803310394,-0.4760293960571289,-0.39987048506736755,-0.10810529440641403,0.04474134370684624
30,8.530386924743652,6.627040386199951,0.06297877430915833,-0.4914609491825104,-0.3968897759914398,-0.13742496073246002,0.01111593097448349
31,8.530990600585938,6.627575397491455,0.06854955106973648,-0.48891764879226685,-0.39781638979911804,-0.12477727234363556,0.017925528809428215
31,8.53101921081543,6.628724575042725,0.0709584653377533,-0.49094775319099426,-0.39790478348731995,-0.1240680068731308,0.019657673314213753
31,8.531670570373535,6.629082202911377,0.08026310801506042,-0.48995786905288696,-0.3992346227169037,-0.10827407240867615,0.02362450771033764
31,8.534132957458496,6.607141971588135,0.1211947500705719,-0.4915655553340912,-0.40537694096565247,-0.040835872292518616,0.262296587228775
31,8.536733627319336,6.585135459899902,0.15833303332328796,-0.49874192476272583,-0.4101376235485077,0.015756893903017044,0.013842251151800156
32,8.537431716918945,6.585731029510498,0.15278339385986328,-0.5063673853874207,-0.4077622592449188,0.0022949082776904106,0.018988048657774925
32,8.537834167480469,6.588282108306885,0.14954929053783417,-0.5128669142723083,-0.40617766976356506,-0.006873616948723793,0.003429172094911337
32,8.538483619689941,6.589812755584717,0.1442374736070633,-0.5219273567199707,-0.40375009179115295,-0.021236974745988846,0.0038602142594754696
32,8.539846420288086,6.584883213043213,0.13175204396247864,-0.5479131937026978,-0.39769408106803894,-0.058622147887945175,0.054463595151901245
32,8.541231155395508,6.580077171325684,0.11805705726146698,-0.5759351849555969,-0.3911097049713135,-0.09974998980760574,0.003106286283582449
33,8.541343688964844,6.579977035522461,0.12066680938005447,-0.573757529258728,-0.3919694721698761,-0.09380076825618744,0.004935890436172485
33,8.54151439666748,6.5799336433410645,0.12509223818778992,-0.5701112151145935,-0.3934301435947418,-0.08390803635120392,0.0031267947051674128
33,8.540780067443848,6.580268383026123,0.12416848540306091,-0.5953536033630371,-0.3904895782470703,-0.10760457068681717,0.11163919419050217
33,8.539209365844727,6.581233024597168,0.1190590113401413,-0.6379229426383972,-0.3845500946044922,-0.15385940670967102,0.052572544664144516
33,8.53799057006836,6.581960201263428,0.11657821387052536,-0.6775810718536377,-0.37959831953048706,-0.19324062764644623,0.006756789516657591
34,8.539144515991211,6.583149433135986,0.122670978307724,-0.6709234714508057,-0.38195788860321045,-0.17621643841266632,0.028120407834649086
34,8.54118824005127,6.585109233856201,0.13444848358631134,-0.65807044506073,-0.3865683972835541,-0.1438598334789276,0.02275857888162136
34,8.543411254882812,6.58506441116333,0.14770564436912537,-0.6443291306495667,-0.3916996121406555,-0.1087084487080574,0.006049329414963722
34,8.545713424682617,6.5850629806518555,0.16268128156661987,-0.6287683844566345,-0.3975660502910614,-0.06974338740110397,0.0027819862589240074
34,8.548047065734863,6.58502721786499,0.176669180393219,-0.6155006289482117,-0.4028424620628357,-0.034292761236429214,0.0026600316632539034
35,8.548257827758789,6.585173606872559,0.17401903867721558,-0.6202142834663391,-0.40138810873031616,-0.04162771254777908,0.0059477598406374454
35,8.548433303833008,6.5855793952941895,0.17192107439041138,-0.6248224377632141,-0.4001363217830658,-0.048235367983579636,0.0015220462810248137
35,8.548662185668945,6.586173057556152,0.16897405683994293,-0.6311003565788269,-0.39840248227119446,-0.057525165379047394,0.0016388415824621916
35,8.548917770385742,6.586761474609375,0.1656152307987213,-0.6384764313697815,-0.39640167355537415,-0.06846936047077179,0.00129513640422374
35,8.548638343811035,6.591575622558594,0.1716771125793457,-0.6410354375839233,-0.3981052339076996,-0.060818467289209366,0.02990437112748623
36,8.548666954040527,6.592218399047852,0.17042824625968933,-0.6437106728553772,-0.3973599672317505,-0.06486117094755173,0.00277428119443357
36,8.548724174499512,6.592889785766602,0.1683838963508606,-0.648259162902832,-0.3961200714111328,-0.07171604037284851,0.0018912127707153559
36,8.54879093170166,6.5935750007629395,0.16598159074783325,-0.6539966464042664,-0.394616037607193,-0.08025206625461578,0.001479579252190888
36,8.548855781555176,6.594287872314453,0.16416019201278687,-0.6594663262367249,-0.3933391571044922,-0.08796388655900955,0.001248506479896605
36,8.548910140991211,6.595048904418945,0.16205352544784546,-0.6662063002586365,-0.39181095361709595,-0.0973704606294632,0.0017573077930137515
37,8.547642707824707,6.592418193817139,0.19988219439983368,-0.6790559887886047,-0.40269988775253296,-0.041360173374414444,0.2561796009540558
37,8.545378684997559,6.566146373748779,0.2553737759590149,-0.6933382153511047,-0.4205242693424225,0.04246282950043678,0.07212135940790176
37,8.545159339904785,6.541511058807373,0.30184659361839294,-0.7298065423965454,-0.4313104748725891,0.10273024439811707,0.04667103663086891
37,8.549461364746094,6.520509719848633,0.3349112272262573,-0.8047515153884888,-0.42961663007736206,0.12865082919597626,0.10128994286060333
37,8.559823036193848,6.498692989349365,0.35500022768974304,-0.9429208040237427,-0.41011306643486023,0.10985603928565979,0.17063283920288086
38,8.563868522644043,6.5022478103637695,0.34548288583755493,-0.9840569496154785,-0.3961121141910553,0.07718531787395477,0.09104646742343903
38,8.570494651794434,6.508037567138672,0.3291868567466736,-1.0563504695892334,-0.37120330333709717,0.018675070255994797,0.057575587183237076
38,8.57628059387207,6.514047145843506,0.3162881135940552,-1.1270707845687866,-0.348951131105423,-0.03295285999774933,0.004380199126899242
38,8.582159996032715,6.520137310028076,0.3028212785720825,-1.2016041278839111,-0.32514405250549316,-0.08843102306127548,0.0015361765399575233
38,8.581425666809082,6.526283264160156,0.33329421281814575,-1.3198508024215698,-0.3204858601093292,-0.09230513870716095,0.23154737055301666
39,8.581143379211426,6.527873992919922,0.33424022793769836,-1.323846697807312,-0.3199271261692047,-0.09404798597097397,0.002224866533651948
39,8.581185340881348,6.529842376708984,0.3358565866947174,-1.318214774131775,-0.3232104480266571,-0.08659205585718155,0.007352763321250677
39,8.58146858215332,6.5320143699646,0.33811575174331665,-1.3042361736297607,-0.3298344314098358,-0.07119504362344742,0.005402612499892712
39,8.581853866577148,6.534283638000488,0.34089791774749756,-1.2847812175750732,-0.3386773467063904,-0.05060422420501709,0.002317714039236307
39,8.582244873046875,6.536649227142334,0.3438829779624939,-1.2643187046051025,-0.34800612926483154,-0.028986401855945587,0.0002050909388344735
40,8.580530166625977,6.542313575744629,0.351322203874588,-1.2621850967407227,-0.3545796871185303,-0.013660948723554611,0.019733259454369545
40,8.578537940979004,6.552027225494385,0.35915133357048035,-1.2776062488555908,-0.35631683468818665,-0.009860401041805744,0.011400100775063038
40,8.576684951782227,6.561672687530518,0.36634182929992676,-1.2998387813568115,-0.35551539063453674,-0.011841416358947754,0.00275966408662498
40,8.574911117553711,6.571625232696533,0.37310323119163513,-1.3245182037353516,-0.35360994935035706,-0.01624147780239582,0.0004796383436769247
40,8.573198318481445,6.581678867340088,0.3794943392276764,-1.3546541929244995,-0.3496845066547394,-0.02506721392273903,0.0015641892096027732
41,8.573224067687988,6.581503391265869,0.3793455958366394,-1.3566508293151855,-0.34891417622566223,-0.02672937884926796,0.00023347220849245787
41,8.571793556213379,6.593864440917969,0.3827187418937683,-1.385489821434021,-0.34258678555488586,-0.041109055280685425,0.01377046387642622
41,8.57036018371582,6.606288433074951,0.3862210810184479,-1.4130275249481201,-0.3367999792098999,-0.05437644198536873,0.00011549934424692765
41,8.568974494934082,6.6192450523376465,0.3899368643760681,-1.4359838962554932,-0.3328004479408264,-0.0639384537935257,0.001116508268751204
41,8.56772232055664,6.632379055023193,0.3939741849899292,-1.451380968093872,-0.33181577920913696,-0.06728294491767883,0.003012845292687416
42,8.56791877746582,6.632424354553223,0.3942037522792816,-1.4426982402801514,-0.3351927101612091,-0.060374755412340164,0.003632540348917246
