Iteration,M2,D2,V2,B,G,Pmech2,Loss,Time,Gradient Norm
0,0.10000000149011612,0.10000000149011612,0.5199471712112427,-0.055829137563705444,-0.05003339424729347,0.10000000149011612,0.056654322892427444,0.04960942268371582,0.0012978512095287442
0,0.5999805331230164,0.10000000149011612,1.014304280281067,-0.10576392710208893,-0.0339769572019577,0.14978280663490295,0.06149045750498772,0.07315826416015625,0.01382084283977747
0,0.9374120235443115,0.10000000149011612,1.5066628456115723,-0.15470494329929352,-0.08387856930494308,0.12232762575149536,0.02407301589846611,0.09709429740905762,0.009074422530829906
0,1.199034333229065,0.10000000149011612,1.8836451768875122,-0.1914801299571991,-0.12382380664348602,0.10144694149494171,0.0004792753024958074,0.12030911445617676,0.00755740562453866
0,1.6765248775482178,0.10000000149011612,1.4220554828643799,-0.1501379758119583,-0.07533687353134155,0.11689984798431396,0.18851116299629211,0.14362812042236328,0.005851344671100378
0,2.016908645629883,0.10000000149011612,1.1045631170272827,-0.12030158936977386,-0.043630145490169525,0.14767494797706604,0.003148007672280073,0.1681373119354248,0.014711691066622734
0,2.288119077682495,0.10000000149011612,0.8806135654449463,-0.09879449009895325,-0.025497756898403168,0.1901654303073883,0.01996874064207077,0.19255924224853516,0.03834329545497894
0,2.517845392227173,0.10000000149011612,0.7210862040519714,-0.08393029123544693,-0.018529940396547318,0.2299131453037262,0.03305160254240036,0.22014522552490234,0.05882690101861954
0,2.72074294090271,0.10000000149011612,0.6139016151428223,-0.07496248930692673,-0.02095125801861286,0.2649043798446655,0.04171495884656906,0.24515938758850098,0.07213589549064636
0,2.9093821048736572,0.10000000149011612,0.5092427730560303,-0.06631570309400558,-0.022986920550465584,0.29375511407852173,0.0024292010348290205,0.270632266998291,0.0724579393863678
0,3.0848283767700195,0.10000000149011612,0.4521489441394806,-0.062228038907051086,-0.031216783449053764,0.319672554731369,0.045773379504680634,0.2986772060394287,0.07573327422142029
0,3.2508559226989746,0.10000000149011612,0.4465453028678894,-0.06232369691133499,-0.044367097318172455,0.34286585450172424,0.04609698802232742,0.3235032558441162,0.07611803710460663
0,3.41035532951355,0.10000000149011612,0.501270055770874,-0.06668040156364441,-0.06140783056616783,0.36345556378364563,0.04575371369719505,0.3494582176208496,0.07378065586090088
0,3.5637526512145996,0.10000000149011612,0.541211724281311,-0.07077755779027939,-0.07618294656276703,0.3822980225086212,0.003714387770742178,0.3761281967163086,0.07252834737300873
0,3.715198516845703,0.10000000149011612,0.6539697647094727,-0.07964375615119934,-0.0942218080163002,0.3983416259288788,0.036828119307756424,0.40331315994262695,0.06487587839365005
0,3.866722822189331,0.10000000149011612,0.8317940831184387,-0.09340761601924896,-0.11466538906097412,0.4112924635410309,0.029339293017983437,0.43047618865966797,0.053948163986206055
0,4.020016193389893,0.10000000149011612,1.0525591373443604,-0.11154083907604218,-0.1364225149154663,0.4207612872123718,0.01880805566906929,0.4569742679595947,0.0399690717458725
0,4.181166648864746,0.10000000149011612,1.289196491241455,-0.13329780101776123,-0.15779930353164673,0.42433953285217285,0.016376705840229988,0.48355937004089355,0.01506716012954712
0,4.339119911193848,0.10000000149011612,1.511744737625122,-0.1545991450548172,-0.17776843905448914,0.4261561632156372,0.0009383101132698357,0.5093591213226318,0.007616053335368633
0,4.488848686218262,0.10000000149011612,1.727126955986023,-0.17483189702033997,-0.19753235578536987,0.42897215485572815,0.004452367313206196,0.536013126373291,0.011765343137085438
1,4.471539497375488,0.10000000149011612,1.658526062965393,-0.1661299765110016,-0.19385899603366852,0.4361036419868469,0.016515588387846947,4.5154571533203125,0.029952462762594223
1,4.441275596618652,0.10000000149011612,1.5401986837387085,-0.15164490044116974,-0.18722815811634064,0.4480615556240082,0.010864890180528164,4.5440990924835205,0.051465392112731934
1,4.407367706298828,0.10000000149011612,1.405179738998413,-0.1358257532119751,-0.17921283841133118,0.4609251618385315,0.002629303839057684,4.569326162338257,0.05700474604964256
1,4.375284194946289,0.10000000149011612,1.2695473432540894,-0.12069525569677353,-0.17062905430793762,0.4727354943752289,0.0009848529007285833,4.594293117523193,0.05359126254916191
1,4.35010290145874,0.10000000149011612,1.146872639656067,-0.10767341405153275,-0.16234780848026276,0.4819280207157135,0.001823947997763753,4.620136260986328,0.0422232449054718
1,4.335132122039795,0.10000000149011612,1.04654860496521,-0.09756950289011002,-0.1550680696964264,0.4875167906284332,0.005181196145713329,4.6446373462677,0.025702740997076035
1,4.329446792602539,0.10000000149011612,0.9686912298202515,-0.09005369991064072,-0.14897288382053375,0.4898749589920044,0.005929536186158657,4.668564319610596,0.010802851058542728
1,4.3357720375061035,0.10054314136505127,0.9215840697288513,-0.08591160178184509,-0.14456194639205933,0.4879898428916931,0.012548881582915783,4.692565202713013,0.008598578162491322
1,4.353831768035889,0.11070428043603897,0.9077633023262024,-0.08522532880306244,-0.14203108847141266,0.4819244146347046,0.014889131300151348,4.717281103134155,0.027732502669095993
1,4.376622676849365,0.1244531124830246,0.9071201682090759,-0.08580626547336578,-0.14028550684452057,0.47426271438598633,0.0026978212408721447,4.740416049957275,0.03527210280299187
1,4.403611660003662,0.1413193941116333,0.9206812381744385,-0.08765751868486404,-0.13943706452846527,0.46522897481918335,0.0026201868895441294,4.764007329940796,0.04207246005535126
1,4.443765640258789,0.16692592203617096,0.9951573610305786,-0.0959426537156105,-0.14205679297447205,0.4514472484588623,0.04092789441347122,4.788029193878174,0.06643682718276978
