Iteration,M2,D2,V2,Pmech2,Loss
0,6.470395088195801,5.257861137390137,0.5013619065284729,0.7394601702690125,0.000740819436032325
0,6.970395088195801,5.7578582763671875,1.0013618469238281,0.23946118354797363,0.9698083996772766
0,7.324405670166016,6.114211082458496,1.354369878768921,-0.11214172840118408,0.0007319510914385319
0,7.664541721343994,6.438906669616699,1.5609686374664307,-0.27740222215652466,0.33534857630729675
0,8.01917552947998,6.7685747146606445,1.6011948585510254,-0.21519505977630615,0.682817816734314
1,8.10019302368164,6.822693347930908,1.4707446098327637,-0.0366777628660202,0.522834837436676
1,8.211806297302246,6.899170398712158,1.2723829746246338,0.2174239605665207,0.21823462843894958
1,8.322582244873047,6.9748382568359375,1.0730534791946411,0.46056610345840454,0.011788792908191681
1,8.435945510864258,7.018346309661865,0.9507484436035156,0.6391637325286865,0.0816909596323967
1,8.577244758605957,7.0857648849487305,0.9150569438934326,0.7319823503494263,0.23716530203819275
2,8.62278938293457,7.121610164642334,1.0437456369400024,0.6276362538337708,0.3929767608642578
2,8.692980766296387,7.178236961364746,1.231188178062439,0.4609614908695221,0.1893480271100998
2,8.767317771911621,7.237914085388184,1.4294850826263428,0.2781967520713806,0.03539265692234039
2,8.843827247619629,7.2982707023620605,1.6038334369659424,0.11391164362430573,0.005265932064503431
2,8.93246841430664,7.3520684242248535,1.7373007535934448,-0.0076780542731285095,0.0903395265340805
3,8.957484245300293,7.371671676635742,1.6904585361480713,0.0500909760594368,0.20984062552452087
3,8.995922088623047,7.455389499664307,1.6084729433059692,0.1539178490638733,0.144232377409935
3,9.039998054504395,7.535180568695068,1.5063892602920532,0.284218430519104,0.06050286814570427
3,9.084959983825684,7.615013599395752,1.3974847793579102,0.41999003291130066,0.007176950108259916
3,9.133443832397461,7.693337917327881,1.2917691469192505,0.5445947051048279,0.004459344316273928
4,9.141250610351562,7.699105739593506,1.320225715637207,0.5158392190933228,0.06433581560850143
4,9.15461254119873,7.7085700035095215,1.3729307651519775,0.4627547264099121,0.0464613251388073
4,9.170516967773438,7.720011234283447,1.4411001205444336,0.39385494589805603,0.020686501637101173
4,9.18758773803711,7.738452911376953,1.5104093551635742,0.3212563991546631,0.0014003633987158537
4,9.201356887817383,7.764948844909668,1.5808802843093872,0.2543684244155884,0.0024315593764185905
5,9.203592300415039,7.766570568084717,1.5674324035644531,0.26897987723350525,0.01770152896642685
5,9.205135345458984,7.768698215484619,1.5471200942993164,0.29579997062683105,0.012142985127866268
5,9.207316398620605,7.771084308624268,1.5189749002456665,0.3315597474575043,0.006526925601065159
5,9.20928955078125,7.774162769317627,1.487818956375122,0.37134891748428345,0.0013840858591720462
5,9.21152400970459,7.7756171226501465,1.4576902389526367,0.40980473160743713,0.00028154675965197384
6,9.212175369262695,7.775954723358154,1.4642677307128906,0.40275537967681885,0.004129903856664896
6,9.213988304138184,7.787531852722168,1.4727712869644165,0.3908214271068573,0.0019028779352083802
6,9.215989112854004,7.799264907836914,1.4858052730560303,0.3743349313735962,0.0017829716671258211
6,9.21751880645752,7.815269470214844,1.502166509628296,0.3553315997123718,0.0007723625167272985
6,9.219045639038086,7.831420421600342,1.5181403160095215,0.3369132876396179,0.0002040673280134797
7,9.21915054321289,7.831505298614502,1.515158772468567,0.3402576744556427,0.0010210070759057999
7,9.21939754486084,7.8318657875061035,1.5095258951187134,0.34645208716392517,0.000795257743448019
7,9.219676971435547,7.832248210906982,1.5021860599517822,0.3546385169029236,0.0004607848823070526
7,9.219758987426758,7.832329273223877,1.4942407608032227,0.3639949858188629,0.00016229628818109632
7,9.219854354858398,7.832287788391113,1.487024188041687,0.37274688482284546,0.00021494360407814384
