Iteration,M2,D2,V2,Loss
0,10.899965286254883,9.099318504333496,1.8999993801116943,0.0018707922426983714
0,10.97783374786377,9.175183296203613,1.9830639362335205,0.0004540533700492233
0,11.043371200561523,9.241584777832031,2.0502302646636963,3.879024006891996e-05
0,11.12308406829834,9.143580436706543,2.0942184925079346,0.00031676271464675665
0,11.222861289978027,9.242157936096191,2.004281997680664,0.01186980027705431
1,11.267707824707031,9.207104682922363,1.9557713270187378,0.0028043645434081554
1,11.308867454528809,9.173884391784668,1.9141113758087158,8.439013618044555e-05
1,11.347478866577148,9.146626472473145,1.8795665502548218,0.0003400190034881234
1,11.383618354797363,9.122201919555664,1.8531142473220825,0.00062981789233163
1,11.418302536010742,9.098798751831055,1.834923505783081,0.0009146665106527507
2,11.421915054321289,9.105575561523438,1.8397154808044434,0.0008468583109788597
2,11.426270484924316,9.112775802612305,1.8531423807144165,0.001084849238395691
2,11.430590629577637,9.119585037231445,1.8748918771743774,0.0009565310901962221
2,11.436711311340332,9.128544807434082,1.9009220600128174,0.0006035233964212239
2,11.443400382995605,9.137435913085938,1.9305131435394287,0.00040733470814302564
3,11.443379402160645,9.136985778808594,1.9339672327041626,0.00019348584464751184
3,11.44348430633545,9.136582374572754,1.940651535987854,0.00018144339264836162
3,11.44354248046875,9.13621997833252,1.9502806663513184,0.00014017295325174928
3,11.443833351135254,9.135581016540527,1.962268352508545,0.00010926889081019908
3,11.446122169494629,9.122076034545898,1.9753892421722412,9.533086995361373e-05
4,11.446136474609375,9.122101783752441,1.9765796661376953,2.4938932256191038e-05
4,11.446106910705566,9.122055053710938,1.9787956476211548,1.6626152500975877e-05
4,11.445930480957031,9.123011589050293,1.981896996498108,1.1204865586478263e-05
4,11.445758819580078,9.123973846435547,1.9858897924423218,1.3183956980356015e-05
4,11.447075843811035,9.129358291625977,1.9867634773254395,6.771417247364298e-05
5,11.447081565856934,9.129356384277344,1.9874179363250732,7.23284802006674e-06
5,11.44728946685791,9.129201889038086,1.9890360832214355,2.0244820916559547e-05
5,11.447534561157227,9.129020690917969,1.9913148880004883,7.56324971007416e-06
5,11.447835922241211,9.12887191772461,1.9942423105239868,7.533134066761704e-06
5,11.448139190673828,9.1287260055542,1.997470736503601,1.3474890465658973e-06
6,11.449359893798828,9.140190124511719,1.9937957525253296,0.00010809052764670923
6,11.45058822631836,9.15163516998291,1.9904232025146484,1.6298977243422996e-06
6,11.451828002929688,9.163058280944824,1.9875333309173584,3.959451987611828e-06
6,11.453048706054688,9.174394607543945,1.9850151538848877,2.1034115889051463e-06
6,11.454280853271484,9.18571949005127,1.9832514524459839,9.1041383711854e-06
7,11.4542818069458,9.185751914978027,1.9841065406799316,1.1126492609037086e-05
7,11.454277038574219,9.185757637023926,1.985746145248413,9.034926733875182e-06
7,11.454303741455078,9.185376167297363,1.9880974292755127,7.723791895841714e-06
7,11.45434284210205,9.185037612915039,1.9911259412765503,6.783587195968721e-06
7,11.454337120056152,9.185772895812988,1.9946484565734863,5.0774438022926915e-06
8,11.455239295959473,9.188911437988281,1.995968222618103,6.377634417731315e-05
8,11.456188201904297,9.192061424255371,1.9977521896362305,3.475769290162134e-06
8,11.45778751373291,9.197408676147461,1.9974348545074463,3.7568875995930284e-05
8,11.459474563598633,9.203022003173828,1.9976966381072998,6.071602001611609e-06
8,11.461170196533203,9.208656311035156,1.998095989227295,2.644552523634047e-07
9,11.461170196533203,9.208656311035156,1.9981931447982788,1.3194177483910607e-07
9,11.46117115020752,9.20865535736084,1.9984112977981567,2.0388370103319176e-07
9,11.48117446899414,9.249737739562988,1.9918030500411987,0.0011572056682780385
9,11.500877380371094,9.287900924682617,1.9855517148971558,1.8892947082349565e-06
9,11.520305633544922,9.323718070983887,1.9800621271133423,8.358090781257488e-06
10,11.520318031311035,9.323702812194824,1.9811522960662842,1.6108189811347984e-05
10,11.520331382751465,9.323709487915039,1.983273983001709,1.3979741197545081e-05
10,11.520362854003906,9.32371997833252,1.9863499402999878,1.2068810974597e-05
