Iteration,M2,D2,V2,Loss
0,13.249703407287598,10.950029373168945,2.15000057220459,0.00125557417050004
0,13.29892635345459,10.915055274963379,2.1058526039123535,0.0007094208849593997
0,13.34466552734375,10.896502494812012,2.067762851715088,0.00025198564981110394
0,13.379746437072754,10.87830924987793,2.0345466136932373,0.00014958440442569554
0,13.409306526184082,10.86077880859375,2.006471633911133,3.4575225527078146e-06
1,13.409335136413574,10.860779762268066,2.006124973297119,1.180654749077803e-06
1,13.359390258789062,10.8537015914917,2.048358678817749,0.006610270123928785
1,13.323988914489746,10.846735000610352,2.0800607204437256,7.01968019711785e-05
1,13.295056343078613,10.840049743652344,2.1057653427124023,0.0002001802931772545
1,13.269964218139648,10.835037231445312,2.1271603107452393,0.00036502088187262416
2,13.27006721496582,10.835412979125977,2.1248273849487305,0.0005229969974607229
2,13.268843650817871,10.81624698638916,2.1207847595214844,0.0007710198988206685
2,13.26782512664795,10.798667907714844,2.114509105682373,0.0004501726070884615
2,13.267147064208984,10.771536827087402,2.1062581539154053,0.00039476342499256134
2,13.265838623046875,10.749211311340332,2.096294641494751,0.0005114529631100595
3,13.265960693359375,10.749393463134766,2.0945396423339844,0.00028932117857038975
3,13.26630973815918,10.75030517578125,2.091069459915161,0.00024851030320860445
3,13.266729354858398,10.751323699951172,2.0859296321868896,0.00026968400925397873
3,13.267242431640625,10.752516746520996,2.0792441368103027,0.00023244567273650318
3,13.267881393432617,10.754185676574707,2.071199417114258,0.00018282227392774075
4,13.26819896697998,10.749585151672363,2.070415735244751,4.875554077443667e-05
4,13.268579483032227,10.745068550109863,2.0683412551879883,0.00015670600987505168
4,13.268915176391602,10.740419387817383,2.0649502277374268,0.00017956843657884747
4,13.269404411315918,10.736001014709473,2.0604684352874756,9.731062891660258e-05
4,13.269956588745117,10.732335090637207,2.0549020767211914,0.00010771481174742803
5,13.270010948181152,10.732378959655762,2.0539090633392334,8.958093530964106e-05
5,13.270099639892578,10.732871055603027,2.051913022994995,9.126551594818011e-05
5,13.26957893371582,10.728074073791504,2.050936222076416,5.417142892838456e-05
5,13.269204139709473,10.720573425292969,2.049251079559326,4.244561932864599e-05
5,13.268872261047363,10.713207244873047,2.0466551780700684,7.18187729944475e-05
6,13.264494895935059,10.682478904724121,2.0464351177215576,0.001111405435949564
6,13.26014518737793,10.656232833862305,2.0453405380249023,6.638476770604029e-05
6,13.255815505981445,10.63293170928955,2.04337477684021,6.532289262395352e-05
6,13.251505851745605,10.611736297607422,2.0405709743499756,5.9537869674386457e-05
6,13.24048137664795,10.578511238098145,2.0384650230407715,0.0015645531238988042
7,13.240504264831543,10.578519821166992,2.0377259254455566,4.5840555685572326e-05
7,13.240530967712402,10.578481674194336,2.0362155437469482,5.085270095150918e-05
7,13.24057388305664,10.578459739685059,2.0339856147766113,4.235139203956351e-05
7,13.240635871887207,10.578458786010742,2.0310912132263184,3.523482519085519e-05
7,13.240702629089355,10.578457832336426,2.0275518894195557,3.3928990887943655e-05
8,13.240711212158203,10.578466415405273,2.02700138092041,2.4645578378112987e-05
8,13.240660667419434,10.57887077331543,2.0257575511932373,4.2499126720940694e-05
8,13.24055004119873,10.579301834106445,2.024707317352295,3.3608555440878263e-06
8,13.240456581115723,10.579753875732422,2.0232043266296387,1.5303226973628625e-05
8,13.240226745605469,10.580455780029297,2.020930051803589,5.7230583479395136e-05
9,13.239027976989746,10.582433700561523,2.019770622253418,0.0002762778021860868
9,13.237826347351074,10.584427833557129,2.018190383911133,1.3319778190634679e-05
9,13.236616134643555,10.586441040039062,2.0161917209625244,1.3188466255087405e-05
9,13.23540210723877,10.588476181030273,2.013838768005371,9.094436791201588e-06
9,13.234137535095215,10.590547561645508,2.0109915733337402,2.007450530072674e-05
10,13.233907699584961,10.591241836547852,2.010268211364746,5.503767533809878e-05
10,13.233162879943848,10.592382431030273,2.010850429534912,7.704040763201192e-05
10,13.232355117797852,10.593583106994629,2.010948419570923,2.022648732236121e-05
10,13.231389045715332,10.594874382019043,2.010387659072876,4.182371776551008e-05
10,13.20913314819336,10.615303039550781,2.030083656311035,0.004172977060079575
11,13.209152221679688,10.615303993225098,2.029981851577759,1.3151968687452609e-06
11,13.2091703414917,10.61530590057373,2.0292530059814453,3.332581036374904e-05
11,13.209178924560547,10.61610221862793,2.028003215789795,2.3309043172048405e-05
11,13.209198951721191,10.61690902709961,2.026197671890259,2.4419114197371528e-05
11,13.204916954040527,10.62470531463623,2.0295777320861816,0.0006169303087517619
12,13.204916954040527,10.624646186828613,2.0289478302001953,3.2692249078536406e-05
12,13.204924583435059,10.624593734741211,2.027719497680664,2.824859257088974e-05
12,13.204941749572754,10.624547004699707,2.0259227752685547,2.486007724655792e-05
12,13.204302787780762,10.626470565795898,2.0230350494384766,0.0001692275400273502
12,13.203293800354004,10.628597259521484,2.021028518676758,3.818308323388919e-05
13,13.203304290771484,10.628606796264648,2.0206217765808105,1.2407824215188157e-05
13,13.203337669372559,10.628426551818848,2.019946336746216,5.8423634072823916e-06
13,13.203374862670898,10.628251075744629,2.0188419818878174,1.3644432328874245e-05
13,13.203422546386719,10.628039360046387,2.0173721313476562,9.48741399042774e-06
13,13.20347785949707,10.627833366394043,2.015559673309326,8.162347512552515e-06
14,13.201767921447754,10.628695487976074,2.014439344406128,0.0003612215514294803
14,13.200055122375488,10.629570007324219,2.013026237487793,5.889139629289275e-06
14,13.195940971374512,10.626402854919434,2.0106515884399414,0.0005167611525394022
14,13.191825866699219,10.623222351074219,2.008117914199829,1.5472159020646359e-06
14,13.180779457092285,10.641467094421387,2.013359785079956,0.001138026244007051
15,13.180770874023438,10.641490936279297,2.0130035877227783,9.25827680475777e-06
15,13.180768966674805,10.641522407531738,2.012543201446533,7.277914733094804e-07
15,13.173768997192383,10.629323959350586,2.0212326049804688,0.0012658591149374843
15,13.166810989379883,10.617420196533203,2.029412031173706,1.3596722965303343e-05
15,13.15981388092041,10.6058988571167,2.036756753921509,5.1660535973496735e-05
16,13.159832954406738,10.605902671813965,2.035982131958008,4.33061650255695e-05
16,13.159869194030762,10.605928421020508,2.034440517425537,4.1705341573106125e-05
16,13.159927368164062,10.60600757598877,2.0321760177612305,3.590358392102644e-05
16,13.147894859313965,10.61153793334961,2.032240390777588,0.002197075868025422
16,13.136152267456055,10.617072105407715,2.0316078662872314,3.3805841667344794e-05
17,13.135499954223633,10.615129470825195,2.033017873764038,6.869791104691103e-05
17,13.13485050201416,10.613201141357422,2.033695936203003,3.768380338442512e-05
17,13.13364028930664,10.612027168273926,2.0331947803497314,0.00016545761900488287
17,13.132486343383789,10.610910415649414,2.032259464263916,1.0490028216736391e-05
17,13.131319046020508,10.609843254089355,2.0305557250976562,4.00705830543302e-05
18,13.130688667297363,10.60957145690918,2.0293824672698975,0.0001773111871443689
18,13.127789497375488,10.614494323730469,2.0313773155212402,0.00024415450752712786
18,13.122943878173828,10.614818572998047,2.036642074584961,0.0002358209021622315
18,13.118168830871582,10.615270614624023,2.0415008068084717,8.850452104525175e-06
18,13.110759735107422,10.614968299865723,2.045323610305786,0.0005707365344278514
19,13.095104217529297,10.614195823669434,2.0608770847320557,0.0018951526144519448
19,13.080070495605469,10.613401412963867,2.074608087539673,0.00013948990090284497
19,13.065678596496582,10.612613677978516,2.0865108966827393,0.00017775368178263307
19,13.049286842346191,10.607339859008789,2.100857973098755,0.0001573439803905785
19,13.03376293182373,10.602228164672852,2.11293363571167,0.00032509423908777535
20,13.033927917480469,10.602498054504395,2.1107723712921143,0.00041026025428436697
20,13.031401634216309,10.599123001098633,2.1078224182128906,0.0007576813804917037
20,13.0288724899292,10.595635414123535,2.1028575897216797,0.0003960654139518738
20,13.026456832885742,10.592324256896973,2.0959537029266357,0.00034285217407159507
20,13.024147987365723,10.589081764221191,2.0873069763183594,0.0002973556984215975
21,13.017151832580566,10.597862243652344,2.0883123874664307,0.0012498886790126562
21,13.009540557861328,10.605986595153809,2.087803840637207,0.0003886942577082664
21,13.00192642211914,10.614620208740234,2.085613965988159,0.0002762929361779243
21,12.994461059570312,10.623231887817383,2.0817694664001465,0.0002352940646233037
21,12.98711109161377,10.631793975830078,2.076352596282959,0.00021934203687123954
22,12.987542152404785,10.632197380065918,2.0754077434539795,3.8435398892033845e-05
22,12.987560272216797,10.635308265686035,2.072974681854248,0.0002676179283298552
22,12.98759937286377,10.634967803955078,2.06915283203125,0.00020221566956024617
22,12.987711906433105,10.634313583374023,2.0639889240264893,0.00015435933892149478
22,12.98609733581543,10.625054359436035,2.0580098628997803,0.0005062317941337824
23,12.986161231994629,10.625140190124512,2.0568888187408447,0.00010323294554837048
23,12.986281394958496,10.625300407409668,2.0546555519104004,0.00010090315481647849
23,12.986441612243652,10.625490188598633,2.051340103149414,9.667450649430975e-05
23,12.986629486083984,10.625655174255371,2.0470006465911865,8.792688458925113e-05
23,12.986876487731934,10.625762939453125,2.0417697429656982,6.380087870638818e-05
24,12.98400592803955,10.632736206054688,2.0410425662994385,0.0005684326752088964
24,12.980570793151855,10.640239715576172,2.0392348766326904,0.0001823526108637452
24,12.977140426635742,10.647727012634277,2.036625623703003,5.1920862460974604e-05
24,12.973715782165527,10.65519905090332,2.0332701206207275,4.4263470044825226e-05
24,12.970292091369629,10.66263484954834,2.0292298793792725,3.745405774679966e-05
25,12.968878746032715,10.662257194519043,2.031552314758301,0.0001523361133877188
