Iteration,M2,M3,D2,D3,V2,V3,Loss,Time,Gradient Norm
0,16.150020599365234,10.849980354309082,8.950397491455078,9.049803733825684,2.2260549068450928,1.8953293561935425,0.012796984985470772,0.044602155685424805,0.040531788021326065
0,16.10698127746582,10.89240550994873,8.90678596496582,9.091376304626465,2.269543170928955,1.9388864040374756,0.007656232453882694,0.08772802352905273,0.0715477466583252
0,16.069982528686523,10.927755355834961,8.869231224060059,9.126774787902832,2.3071465492248535,1.9765561819076538,0.004148025996983051,0.1295778751373291,0.09362822771072388
0,16.038423538208008,10.957728385925293,8.8350830078125,9.152411460876465,2.3403398990631104,2.0099103450775146,0.002277221530675888,0.17164325714111328,0.11072252690792084
0,16.010791778564453,10.984320640563965,8.805924415588379,9.176203727722168,2.3697609901428223,2.0394678115844727,0.0009288151049986482,0.2142012119293213,0.12104100733995438
0,15.986262321472168,11.008091926574707,8.78040885925293,9.19804573059082,2.396016836166382,2.065835475921631,0.0002647681685630232,0.25612592697143555,0.12644903361797333
0,15.964154243469238,11.029703140258789,8.75757122039795,9.218183517456055,2.4195499420166016,2.089454174041748,1.803633313102182e-05,0.29811716079711914,0.12786388397216797
0,15.943684577941895,11.048053741455078,8.73698902130127,9.23963451385498,2.440516471862793,2.1103389263153076,6.169437256176025e-05,0.34004998207092285,0.12381453812122345
0,15.924407005310059,11.065495491027832,8.717619895935059,9.259599685668945,2.4592647552490234,2.128986358642578,0.0002679480821825564,0.38201284408569336,0.1185499057173729
0,15.90577507019043,11.082353591918945,8.69890022277832,9.27860164642334,2.4759209156036377,2.1455001831054688,0.0006116230506449938,0.42405200004577637,0.11066950112581253
0,15.887309074401855,11.098908424377441,8.680313110351562,9.297035217285156,2.4905614852905273,2.159935474395752,0.0010274164378643036,0.4667201042175293,0.10053670406341553
0,15.86860179901123,11.115334510803223,8.6616849899292,9.315478324890137,2.503206729888916,2.1722848415374756,0.0014920675894245505,0.5085728168487549,0.08831251412630081
0,15.849106788635254,11.130302429199219,8.643120765686035,9.33410930633545,2.513759136199951,2.1823737621307373,0.002045468660071492,0.5499720573425293,0.07329447567462921
0,15.827925682067871,11.149515151977539,8.618071556091309,9.35168170928955,2.5224928855895996,2.1905429363250732,0.0021036299876868725,0.5923781394958496,0.05985470861196518
0,15.805636405944824,11.168291091918945,8.593452453613281,9.367045402526855,2.5290231704711914,2.196298599243164,0.0028848908841609955,0.6348071098327637,0.042241066694259644
0,15.783567428588867,11.188420295715332,8.57079029083252,9.38447380065918,2.533446788787842,2.1997897624969482,0.003014778718352318,0.6765320301055908,0.025554565712809563
0,15.759791374206543,11.208528518676758,8.547183990478516,9.394420623779297,2.535276174545288,2.2003538608551025,0.003760232124477625,0.718562126159668,0.004109399393200874
0,15.73766803741455,11.229286193847656,8.52543830871582,9.404648780822754,2.5351030826568604,2.1988422870635986,0.0029720906168222427,0.7600300312042236,0.010959429666399956
0,15.714296340942383,11.258563995361328,8.51103401184082,9.433014869689941,2.531503677368164,2.1933062076568604,0.0053393421694636345,0.8020391464233398,0.040185634046792984
0,15.691910743713379,11.28444766998291,8.495711326599121,9.458600044250488,2.525789976119995,2.1855151653289795,0.002984978724271059,0.8438661098480225,0.05696675181388855
1,15.690709114074707,11.285116195678711,8.494319915771484,9.459566116333008,2.523775815963745,2.183342933654785,0.0026711674872785807,3.851579189300537,0.015817895531654358
1,15.690069198608398,11.287301063537598,8.49359130859375,9.45942211151123,2.5200536251068115,2.179518222808838,0.0022637539077550173,3.8964478969573975,0.027794115245342255
1,15.691937446594238,11.290749549865723,8.495492935180664,9.45638656616211,2.514826536178589,2.1743695735931396,0.002025212626904249,3.9417850971221924,0.03742527961730957
1,15.69281005859375,11.295502662658691,8.497206687927246,9.455304145812988,2.507737398147583,2.1672213077545166,0.002286262111738324,3.9866790771484375,0.052236832678318024
1,15.692792892456055,11.300718307495117,8.497930526733398,9.454922676086426,2.4989984035491943,2.158298969268799,0.0019447989761829376,4.028902053833008,0.06593293696641922
1,15.692098617553711,11.30638313293457,8.497910499572754,9.455155372619629,2.4888525009155273,2.147880792617798,0.0016119284555315971,4.070935964584351,0.0783190131187439
1,15.690832138061523,11.312349319458008,8.497237205505371,9.455848693847656,2.4775540828704834,2.1362428665161133,0.0012826137244701385,4.11220908164978,0.08950960636138916
1,15.689130783081055,11.318516731262207,8.49609661102295,9.456893920898438,2.4653797149658203,2.123687744140625,0.0009548816597089171,4.15398097038269,0.0992586612701416
1,15.688176155090332,11.32405948638916,8.493630409240723,9.457754135131836,2.452805519104004,2.110781192779541,0.0005461911205202341,4.195387125015259,0.10508689284324646
1,15.687047004699707,11.329686164855957,8.49096393585205,9.458752632141113,2.4398820400238037,2.097522258758545,0.0003934709820896387,4.2378411293029785,0.11140357702970505
1,15.685818672180176,11.335322380065918,8.48823356628418,9.45987606048584,2.42684268951416,2.084155559539795,0.00019787174824159592,4.279242992401123,0.11596623808145523
1,15.684574127197266,11.340968132019043,8.48544692993164,9.46101188659668,2.413905620574951,2.070913791656494,6.614676385652274e-05,4.32096004486084,0.11853940039873123
1,15.683308601379395,11.346656799316406,8.482736587524414,9.462385177612305,2.4012327194213867,2.057957887649536,7.18515002517961e-06,4.362574100494385,0.11947992444038391
1,15.682022094726562,11.352340698242188,8.480021476745605,9.46377944946289,2.3889951705932617,2.045464038848877,1.1575956705200952e-05,4.404090166091919,0.11839727312326431
1,15.680697441101074,11.358016014099121,8.477192878723145,9.465095520019531,2.37734317779541,2.0335845947265625,8.675949356984347e-05,4.446259021759033,0.11531247943639755
