Iteration,M2,M3,D2,D3,V2,V3,Pmech2,Pmech3,Loss,Time,Gradient Norm
0,19.89999008178711,13.299991607666016,11.099479675292969,11.099967002868652,2.759622097015381,2.3554024696350098,-3.316352128982544,0.5029686093330383,0.07223430275917053,0.1584169864654541,0.5983989834785461
0,19.985734939575195,13.386503219604492,10.999979019165039,11.185087203979492,2.804948568344116,2.437258005142212,-3.3075947761535645,0.5117444396018982,0.05802679434418678,0.30130600929260254,1.0898816585540771
0,19.969402313232422,13.417271614074707,10.912217140197754,11.268017768859863,2.7352490425109863,2.499614715576172,-3.2999765872955322,0.5193960666656494,0.05308108031749725,0.4478638172149658,1.4685282707214355
0,19.966890335083008,13.4619140625,10.82951545715332,11.336348533630371,2.6502795219421387,2.552443027496338,-3.2930705547332764,0.5263339281082153,0.04233184829354286,0.58890700340271,1.8396377563476562
0,20.0550537109375,13.520495414733887,10.805187225341797,11.401117324829102,2.5774412155151367,2.605067729949951,-3.286592483520508,0.5328259468078613,0.0388321690261364,0.7340879440307617,2.2518529891967773
0,20.12297821044922,13.586644172668457,10.751069068908691,11.453296661376953,2.498638391494751,2.6419119834899902,-3.2807042598724365,0.5387451648712158,0.03036055527627468,0.8769679069519043,2.534613609313965
0,20.161706924438477,13.56113338470459,10.693378448486328,11.496562957763672,2.4155385494232178,2.6411595344543457,-3.2753896713256836,0.5441282391548157,0.03514338284730911,1.021986961364746,2.721419334411621
0,20.199079513549805,13.541365623474121,10.639644622802734,11.537796974182129,2.3500101566314697,2.646881341934204,-3.27030348777771,0.5492574572563171,0.019958121702075005,1.1780900955200195,3.005549430847168
0,20.23590087890625,13.52634048461914,10.590423583984375,11.576828002929688,2.295161724090576,2.6622049808502197,-3.265424966812134,0.5541589856147766,0.016726674512028694,1.3202571868896484,3.278583288192749
0,20.272415161132812,13.515362739562988,10.546452522277832,11.613924026489258,2.2482850551605225,2.6885242462158203,-3.2607386112213135,0.5588523149490356,0.01412818394601345,1.4661190509796143,3.5373826026916504
0,20.300127029418945,13.501700401306152,10.513227462768555,11.651625633239746,2.2083494663238525,2.7262277603149414,-3.2562201023101807,0.5633646845817566,0.013288740068674088,1.6103858947753906,3.791952133178711
0,20.326377868652344,13.488618850708008,10.484865188598633,11.68761157989502,2.1739437580108643,2.7711422443389893,-3.2518768310546875,0.5676930546760559,0.01002667285501957,1.7545349597930908,4.01461935043335
0,20.352977752685547,13.47694206237793,10.45948600769043,11.721612930297852,2.1439852714538574,2.819398880004883,-3.247706413269043,0.571843147277832,0.00770570058375597,1.896543025970459,4.20965576171875
0,20.39797592163086,13.461512565612793,10.441557884216309,11.755813598632812,2.1136350631713867,2.8620705604553223,-3.243741750717163,0.5757911801338196,0.004020740743726492,2.0445380210876465,4.336939811706543
0,20.43472671508789,13.445674896240234,10.432658195495605,11.789790153503418,2.087099075317383,2.9069149494171143,-3.2399098873138428,0.5796023607254028,0.005740507505834103,2.2210488319396973,4.505674362182617
0,20.47024154663086,13.43012809753418,10.425813674926758,11.82197093963623,2.063577175140381,2.951721668243408,-3.236224412918091,0.5832648873329163,0.00327854510396719,2.3685379028320312,4.629901885986328
