Iteration,M2,D2,Loss,Time,Gradient Norm
0,11.40217113494873,9.501215934753418,1.1427673030084406e-08,0.0639948844909668,1.3844080548608417e-08
0,11.41145133972168,9.494970321655273,3.198955198513431e-07,0.11099481582641602,1.6731176799567038e-07
0,11.418190956115723,9.489984512329102,1.8939412260721156e-09,0.1589956283569336,1.6797123691958404e-07
0,11.428186416625977,9.499892234802246,6.973262497922406e-05,0.20499491691589355,1.1058781637984794e-05
0,11.435283660888672,9.506978034973145,2.3678140337324294e-07,0.2539951801300049,1.1193569662282243e-05
0,11.44109058380127,9.512772560119629,5.283907426184564e-12,0.300994873046875,1.1193574209755752e-05
0,11.446130752563477,9.517802238464355,1.3079390348558206e-10,0.35399508476257324,1.1193671525688842e-05
0,11.45064926147461,9.522311210632324,2.0881567308617122e-10,0.40300631523132324,1.1193843420187477e-05
0,11.454789161682129,9.526432037353516,9.131015588081937e-08,0.4519925117492676,1.1174734936503228e-05
0,11.45866870880127,9.53022289276123,7.084614139785117e-07,0.5010268688201904,1.10584769572597e-05
0,11.462301254272461,9.533782958984375,6.75379335790538e-11,0.5500338077545166,1.1058475138270296e-05
0,11.468852043151855,9.540843963623047,9.164030780084431e-05,0.5989916324615479,3.0862756830174476e-05
0,11.474350929260254,9.546628952026367,1.6191692431277716e-10,0.6470298767089844,3.086252763750963e-05
0,11.479246139526367,9.551605224609375,2.2383537725545466e-06,0.6960303783416748,3.0463843359029852e-05
0,11.483661651611328,9.556078910827637,4.216482807350985e-08,0.7439947128295898,3.047071186301764e-05
0,11.488046646118164,9.561059951782227,1.651191632845439e-05,0.792994499206543,3.893771645380184e-05
0,11.492079734802246,9.565535545349121,4.292492576662976e-12,0.8410124778747559,3.8937712815823033e-05
0,11.49583625793457,9.569637298583984,1.6582746287241434e-10,0.8899950981140137,3.893783286912367e-05
0,11.499368667602539,9.573448181152344,3.271110882163697e-10,0.937995433807373,3.893801840604283e-05
0,11.502714157104492,9.577024459838867,1.1264507104868926e-09,0.9859950542449951,3.8937898352742195e-05
1,11.502714157104492,9.577024459838867,1.155891715676205e-09,5.750880479812622,5.116681522920885e-10
1,11.502714157104492,9.577024459838867,3.0396407613153542e-09,5.797879695892334,9.978939896626571e-11
1,11.504459381103516,9.576875686645508,8.123802399495617e-05,5.848884105682373,1.5923035334708402e-06
1,11.506187438964844,9.576726913452148,6.04465505427143e-11,5.896881580352783,1.5922768170639756e-06
1,11.507898330688477,9.576577186584473,2.6484736626031236e-09,5.945878505706787,1.5929175560813746e-06
1,11.50959300994873,9.576425552368164,4.074450998814427e-09,5.996882438659668,1.6007472822821e-06
1,11.511272430419922,9.576272964477539,1.3749082428127224e-10,6.0448784828186035,1.6009587398002623e-06
1,11.51293659210205,9.576120376586914,4.1784256610277737e-10,6.0948803424835205,1.6008042393877986e-06
1,11.514586448669434,9.575966835021973,7.42134131925809e-12,6.1518871784210205,1.600811856405926e-06
1,11.516225814819336,9.57580852508545,1.8597812356802024e-07,6.206881046295166,1.6409544514317531e-06
1,11.517851829528809,9.57564926147461,5.4456448239648125e-09,6.258880853652954,1.6394111526096822e-06
1,11.519658088684082,9.57534122467041,9.49925924942363e-06,6.3068811893463135,3.1600129659636877e-06
