Iteration,M2,D2,Loss
0,17.999732971191406,15.000081062316895,9.065207473568648e-10
0,17.999473571777344,14.99966812133789,1.7860648515721778e-09
0,17.900156021118164,15.088375091552734,6.11251380178146e-05
0,17.82820701599121,15.150586128234863,2.7910930384678068e-06
0,17.759078979492188,15.100983619689941,2.6040850571007468e-05
1,17.755329132080078,15.106915473937988,4.2312963159929495e-06
1,17.73546600341797,15.191158294677734,1.196859830088215e-05
1,17.715190887451172,15.255547523498535,8.500911121700483e-07
1,17.69520378112793,15.309680938720703,2.441505841943581e-08
1,17.595542907714844,15.409518241882324,0.0011327459942549467
2,17.495615005493164,15.507317543029785,0.038363050669431686
2,17.42475128173828,15.577402114868164,1.03601951195742e-06
2,17.36648941040039,15.634552955627441,0.00027440208941698074
2,17.315959930419922,15.684358596801758,2.2168471502936882e-07
2,17.24872589111328,15.764055252075195,0.02668101340532303
3,17.248672485351562,15.758101463317871,0.000456861627753824
3,17.24854850769043,15.752115249633789,6.901641609147191e-05
3,17.24751853942871,15.745024681091309,0.0009573307470418513
3,17.246387481689453,15.732976913452148,0.00042410491732880473
3,17.245210647583008,15.72098159790039,3.760034087463282e-05
4,17.245210647583008,15.72098159790039,1.0848329168311466e-07
4,17.24519920349121,15.720987319946289,1.039378548739478e-05
4,17.24226951599121,15.722465515136719,0.0026853415183722973
4,17.23932647705078,15.723950386047363,7.498688603391201e-08
4,17.23499870300293,15.734254837036133,0.000740020303055644
5,17.234996795654297,15.734262466430664,2.076997589028906e-06
5,17.234994888305664,15.73426628112793,3.9263142070922186e-07
5,17.2349910736084,15.734271049499512,5.005866228202649e-07
5,17.234981536865234,15.734258651733398,7.014144102868158e-06
5,17.23497200012207,15.734246253967285,3.206876613148779e-07
6,17.234838485717773,15.727898597717285,0.0005346156540326774
6,17.23371696472168,15.724802017211914,0.000692133151460439
6,17.232555389404297,15.721381187438965,5.069397229817696e-05
6,17.216676712036133,15.684385299682617,0.015675893053412437
6,17.20090675354004,15.649591445922852,5.933435204497073e-06
7,17.19449806213379,15.65546703338623,0.005411509424448013
7,17.188072204589844,15.661361694335938,5.771062561166218e-08
7,17.154067993164062,15.725798606872559,0.021330203860998154
7,17.121728897094727,15.780156135559082,4.166001588146173e-08
7,17.090818405151367,15.828099250793457,1.240902065546834e-07
8,17.090726852416992,15.828216552734375,7.815552089596167e-05
8,17.090635299682617,15.82833480834961,1.6572565186834254e-07
8,17.08907699584961,15.831297874450684,0.001134689780883491
8,17.08751106262207,15.834275245666504,2.3070474242103955e-07
8,17.0859375,15.837265968322754,1.0268858119388824e-07
9,17.08525276184082,15.837666511535645,0.0006324681453406811
9,17.08441734313965,15.826457023620605,0.0015736690256744623
9,17.083566665649414,15.815267562866211,9.36438846110832e-06
9,17.082712173461914,15.80406379699707,3.874820777127752e-06
9,17.08185386657715,15.792874336242676,1.604225374762791e-08
10,17.081697463989258,15.793171882629395,0.00011666827776934952
10,17.072603225708008,15.803171157836914,0.007500270381569862
10,17.063501358032227,15.813170433044434,1.6750392184405882e-09
10,17.026649475097656,15.834617614746094,0.027793478220701218
10,16.991453170776367,15.857276916503906,0.00036536765401251614
11,16.99009895324707,15.856980323791504,0.0014881944516673684
11,16.987655639648438,15.853836059570312,0.0015097951982170343
11,16.98518943786621,15.850726127624512,6.559613211720716e-06
11,16.982709884643555,15.847601890563965,1.93983623830718e-06
11,16.9802188873291,15.844464302062988,7.912750454863726e-10
12,16.9802188873291,15.844464302062988,3.2845738928699575e-07
12,16.980161666870117,15.844533920288086,4.99721136293374e-05
12,16.980056762695312,15.844673156738281,4.0402552258456126e-05
12,16.979951858520508,15.844812393188477,3.347666961417417e-07
12,16.97984504699707,15.844956398010254,7.880126986492542e-07
13,16.97640609741211,15.832262992858887,0.005030544009059668
13,16.97294807434082,15.819604873657227,3.887643742928049e-06
13,16.962467193603516,15.810257911682129,0.00671411445364356
13,16.951990127563477,15.800909042358398,8.902137551558553e-07
13,16.94091796875,15.792207717895508,0.0005348323029465973
14,16.940858840942383,15.792121887207031,6.945042696315795e-05
14,16.940792083740234,15.791885375976562,2.4964032490970567e-05
14,16.940723419189453,15.791646957397461,6.09843709753477e-07
14,16.926055908203125,15.779118537902832,0.016002733260393143
14,16.910655975341797,15.769134521484375,0.0005502408603206277
15,16.910594940185547,15.769055366516113,7.039886259008199e-05
15,16.91053009033203,15.768973350524902,3.726340310095111e-06
15,16.91046142578125,15.76889419555664,1.7082152226066682e-06
15,16.908510208129883,15.768481254577637,0.0018729704897850752
15,16.90654945373535,15.76806640625,4.939034181639101e-10
16,16.904708862304688,15.770050048828125,0.0015531444223597646
16,16.90285873413086,15.772043228149414,5.52206813608791e-08
16,16.900997161865234,15.7740478515625,1.1830161383841187e-06
16,16.89858627319336,15.775277137756348,0.0006017156410962343
16,16.896163940429688,15.776514053344727,3.0626696911895124e-07
17,16.896163940429688,15.776514053344727,1.0064289313049812e-07
17,16.896163940429688,15.776514053344727,2.963826961632776e-09
17,16.896141052246094,15.776572227478027,1.5592213458148763e-05
17,16.896114349365234,15.776627540588379,2.991576366184745e-06
17,16.896087646484375,15.776680946350098,8.175944117283507e-07
18,16.89608383178711,15.776684761047363,2.3766747290210333e-06
18,16.864255905151367,15.765265464782715,0.03190504014492035
18,16.83349609375,15.754508018493652,0.0002518158289603889
18,16.8039608001709,15.743758201599121,1.918592005267783e-07
18,16.775503158569336,15.733013153076172,1.48458320836653e-06
19,16.775285720825195,15.733067512512207,0.00022149784490466118
19,16.775068283081055,15.733122825622559,1.107858835780462e-07
19,16.77421760559082,15.733445167541504,0.0006269201403483748
19,16.77336311340332,15.733769416809082,2.8745086311232626e-08
19,16.772502899169922,15.73409652709961,7.164334192566457e-07
20,16.75702667236328,15.73957347869873,0.015416787005960941
20,16.735713958740234,15.739232063293457,0.007011447101831436
20,16.714515686035156,15.739249229431152,0.0002449248277116567
20,16.692596435546875,15.74481201171875,0.0006639087805524468
20,16.67108154296875,15.750393867492676,1.0461400634653728e-09
21,16.67108154296875,15.750382423400879,1.7086966863644193e-06
21,16.670106887817383,15.744769096374512,0.001611013081856072
21,16.66771697998047,15.736695289611816,0.001752608921378851
21,16.665315628051758,15.728607177734375,8.217282410072357e-10
21,16.66290283203125,15.720504760742188,2.252276942726894e-08
22,16.661453247070312,15.71864128112793,0.0017082361737266183
22,16.65998649597168,15.71676254272461,1.1416012057452463e-05
22,16.644603729248047,15.739721298217773,0.012137713842093945
22,16.627779006958008,15.745936393737793,0.0033814692869782448
22,16.611095428466797,15.75218677520752,9.3035887402948e-06
23,16.611093521118164,15.752190589904785,1.124108621297637e-06
23,16.606130599975586,15.752669334411621,0.005149575415998697
23,16.601139068603516,15.753151893615723,8.574311323172878e-06
23,16.596101760864258,15.7537260055542,1.9597820937633514e-05
23,16.591007232666016,15.753994941711426,7.096800254657865e-05
24,16.591007232666016,15.753994941711426,5.7669321762432446e-08
24,16.57576560974121,15.744148254394531,0.016716213896870613
24,16.559968948364258,15.737363815307617,0.0004034913727082312
24,16.544252395629883,15.730599403381348,3.476825077086687e-05
24,16.524036407470703,15.723600387573242,0.005007237195968628
25,16.524024963378906,15.723602294921875,1.1193155842192937e-05
25,16.523780822753906,15.723090171813965,0.0002894630597438663
25,16.523517608642578,15.721739768981934,9.886312909657136e-05
25,16.5231990814209,15.720471382141113,4.613101918948814e-05
25,16.522865295410156,15.719197273254395,1.3973044588055927e-05
26,16.52117919921875,15.717548370361328,0.0018639424815773964
26,16.51948356628418,15.7158842086792,1.7436610733057023e-06
26,16.517778396606445,15.714219093322754,1.555340986669762e-06
26,16.516063690185547,15.712541580200195,1.3887525938116596e-06
26,16.51411247253418,15.71108627319336,0.0002048634341917932
27,16.514110565185547,15.711084365844727,2.0785259948752355e-06
27,16.512718200683594,15.710034370422363,0.0014593107625842094
27,16.510488510131836,15.71084213256836,0.0006446274346671999
27,16.50820541381836,15.711737632751465,3.351362101966515e-05
27,16.50583839416504,15.712467193603516,8.650370727991685e-05
28,16.50583839416504,15.712467193603516,1.371624733792487e-07
28,16.50583839416504,15.712467193603516,5.8596970831104045e-08
28,16.505836486816406,15.712465286254883,2.162158580176765e-06
28,16.505834579467773,15.71246337890625,1.5829501265329782e-08
28,16.505828857421875,15.712461471557617,2.3370032522507245e-06
29,16.505586624145508,15.713692665100098,0.00012114402488805354
29,16.50534439086914,15.714930534362793,9.683073898258954e-08
29,16.505098342895508,15.716175079345703,9.741773965288303e-07
29,16.489294052124023,15.74481201171875,0.012108447961509228
29,16.473608016967773,15.772470474243164,3.448629382063473e-09
30,16.473583221435547,15.771554946899414,0.00010760180884972215
30,16.473526000976562,15.770622253417969,3.1901792681310326e-05
30,16.473217010498047,15.769220352172852,0.0002731738204602152
30,16.472904205322266,15.76781177520752,1.2928270507472917e-06
30,16.472591400146484,15.766396522521973,9.222623220672688e-10
31,16.46090316772461,15.768409729003906,0.010489883832633495
31,16.449201583862305,15.762529373168945,0.0007453398429788649
31,16.437519073486328,15.756641387939453,1.3734861568082124e-06
31,16.425594329833984,15.749004364013672,0.0003969363169744611
31,16.41305923461914,15.741461753845215,0.0005746172973886132
32,16.412433624267578,15.73678970336914,0.0009746282012201846
32,16.41179847717285,15.732110023498535,5.50120375919505e-06
32,16.41115951538086,15.727412223815918,8.458862943427903e-09
32,16.409971237182617,15.72350788116455,0.0004145956481806934
32,16.403528213500977,15.723344802856445,0.00431252084672451
33,16.403310775756836,15.723512649536133,0.0001761733874445781
33,16.40204620361328,15.722099304199219,0.0010472380090504885
33,16.400775909423828,15.72067642211914,1.1621661997196497e-06
33,16.380043029785156,15.728191375732422,0.016469137743115425
33,16.359546661376953,15.736254692077637,4.662975698010996e-05
34,16.359546661376953,15.736254692077637,2.5804965275710856e-08
34,16.359546661376953,15.736254692077637,9.979125081827078e-08
34,16.359312057495117,15.736927032470703,0.0001482675434090197
34,16.35907745361328,15.737602233886719,3.00001886444079e-07
34,16.354114532470703,15.747990608215332,0.003288587089627981
35,16.35409927368164,15.7478609085083,2.4119273803080432e-05
35,16.345216751098633,15.745357513427734,0.0078123873099684715
35,16.33632469177246,15.742841720581055,9.960266389441585e-09
35,16.327423095703125,15.740314483642578,9.886877450071552e-08
35,16.318511962890625,15.737773895263672,3.737397946679266e-07
36,16.31294059753418,15.749759674072266,0.0037434184923768044
36,16.307344436645508,15.76169204711914,5.967903234704863e-06
36,16.301727294921875,15.773599624633789,1.1799510275523062e-06
36,16.296091079711914,15.785482406616211,2.7246184686191555e-07
36,16.290435791015625,15.797340393066406,1.7407471020192133e-08
37,16.290239334106445,15.797628402709961,0.00013865386426914483
37,16.290037155151367,15.797927856445312,2.2030199033906683e-06
37,16.28949546813965,15.793593406677246,0.0006540344911627471
37,16.28888702392578,15.789260864257812,4.9375477829016745e-05
37,16.282127380371094,15.76236629486084,0.00686285737901926
38,16.28212547302246,15.762367248535156,9.069756288226927e-07
38,16.26552963256836,15.770106315612793,0.012790248729288578
38,16.24907875061035,15.777860641479492,3.9943859775348756e-08
38,16.23274040222168,15.78568172454834,1.7519327229820192e-05
38,16.216535568237305,15.79351806640625,5.0029310472154975e-08
39,16.216291427612305,15.794193267822266,0.00014265408390201628
39,16.216045379638672,15.794857025146484,2.79665800917428e-06
39,16.215791702270508,15.795526504516602,4.3218246901233215e-06
39,16.21552848815918,15.796201705932617,5.787840564153157e-06
39,16.21526527404785,15.796879768371582,2.794816822415669e-08
40,16.21526527404785,15.796880722045898,1.9596875233673927e-07
40,16.21526527404785,15.796881675720215,4.900462968748798e-08
40,16.21526527404785,15.796880722045898,1.4131005343642755e-07
40,16.21526527404785,15.796879768371582,1.3889145389356372e-09
40,16.215253829956055,15.796886444091797,8.636847269372083e-06
41,16.215253829956055,15.796886444091797,5.414884896026706e-08
41,16.215253829956055,15.79688549041748,7.542021052131531e-08
41,16.21525001525879,15.796841621398926,6.795551144023193e-06
41,16.21524429321289,15.796798706054688,3.1035000347401365e-07
41,16.215238571166992,15.79675579071045,5.479929843232867e-10
42,16.215238571166992,15.796756744384766,1.7028224874593434e-07
42,16.21523666381836,15.796758651733398,5.036238235334167e-07
42,16.214937210083008,15.795839309692383,0.00029089025338180363
42,16.21460723876953,15.79492473602295,2.173609027522616e-05
42,16.214275360107422,15.79400634765625,8.670031803603706e-08
43,16.20728302001953,15.777969360351562,0.006334819830954075
43,16.200159072875977,15.762033462524414,8.486182196065784e-05
43,16.193017959594727,15.74621868133545,1.844853514398892e-08
43,16.185565948486328,15.727811813354492,0.0004260061541572213
43,16.178096771240234,15.70962142944336,4.2918384224321926e-07
44,16.178091049194336,15.709628105163574,2.9475929750333307e-06
44,16.178085327148438,15.709633827209473,4.233703521094867e-07
44,16.17807388305664,15.709607124328613,7.44428734833491e-06
44,16.178014755249023,15.7097749710083,1.795976459106896e-05
44,16.177867889404297,15.709829330444336,6.99051670380868e-05
45,16.177778244018555,15.709735870361328,6.974094867473468e-05
45,16.177688598632812,15.70964241027832,3.099953005403222e-08
45,16.177597045898438,15.709547996520996,8.68571703449561e-08
45,16.177505493164062,15.709427833557129,1.8858365820051404e-06
45,16.177412033081055,15.709296226501465,1.7517440937808715e-06
46,16.17672348022461,15.706785202026367,0.0006513774278573692
46,16.176029205322266,15.704263687133789,1.710012611511047e-06
46,16.167524337768555,15.698914527893066,0.00548756355419755
46,16.159006118774414,15.693547248840332,8.59070723890909e-07
46,16.15032386779785,15.688555717468262,7.465404632966965e-05
47,16.15030860900879,15.688576698303223,8.94838922249619e-06
47,16.150293350219727,15.688597679138184,3.242161739080984e-08
47,16.150278091430664,15.688617706298828,9.368510234253336e-08
47,16.1502628326416,15.688637733459473,1.9834689446440734e-09
47,16.14933967590332,15.69143009185791,0.00040052374242804945
48,16.14933967590332,15.69143009185791,2.082792160962299e-09
48,16.128780364990234,15.637497901916504,0.01799091510474682
48,16.107084274291992,15.59292984008789,0.0006683548563160002
48,16.08486557006836,15.551895141601562,0.0006668008863925934
48,16.063072204589844,15.513769149780273,3.240701573758997e-08
49,16.063072204589844,15.513768196105957,1.91194573062603e-07
49,16.060422897338867,15.522171974182129,0.0009399112896062434
49,16.057754516601562,15.53058910369873,4.142732905165758e-06
49,16.054988861083984,15.537524223327637,0.00021111364185344428
49,16.050643920898438,15.545954704284668,0.0008901330875232816
50,16.050643920898438,15.545954704284668,3.3505455121485284e-07
50,16.0501708984375,15.545304298400879,0.00037568353582173586
50,16.049692153930664,15.54463005065918,4.732501565740677e-06
50,16.048770904541016,15.544163703918457,0.00026479290681891143
50,16.04784393310547,15.543696403503418,1.2187189213364036e-06
51,16.04784393310547,15.543696403503418,6.758683213092809e-08
51,16.018922805786133,15.559670448303223,0.01775609329342842
51,15.990997314453125,15.575515747070312,1.0146831300517078e-05
51,15.963678359985352,15.591530799865723,0.0001960385707207024
51,15.937177658081055,15.607444763183594,1.6439973478554748e-05
52,15.93712329864502,15.607307434082031,5.2998111641500145e-05
52,15.900191307067871,15.573436737060547,0.03181099519133568
52,15.86529541015625,15.541524887084961,4.992605317966081e-05
52,15.832186698913574,15.51073932647705,4.420953700901009e-05
52,15.800613403320312,15.481181144714355,1.4776612999867211e-07
53,15.800494194030762,15.478262901306152,0.00045038090320304036
53,15.800373077392578,15.47533130645752,3.8473189079013537e-07
53,15.800253868103027,15.472257614135742,1.3991965715831611e-05
53,15.80013370513916,15.469169616699219,2.2650633013654442e-07
53,15.800012588500977,15.46606731414795,3.133519665965423e-09
54,15.800012588500977,15.46606731414795,1.8462442241684585e-08
54,15.794828414916992,15.453977584838867,0.005700650159269571
54,15.775266647338867,15.435492515563965,0.0129019096493721
54,15.751872062683105,15.422881126403809,0.0029681778978556395
54,15.728983879089355,15.410306930541992,2.4806092824292136e-07
55,15.728974342346191,15.410340309143066,4.22228322349838e-06
55,15.724286079406738,15.417396545410156,0.003171389689669013
55,15.718708038330078,15.424878120422363,0.0006921871099621058
55,15.71311092376709,15.43237590789795,1.176199901919972e-07
55,15.697582244873047,15.428714752197266,0.009741113521158695
56,15.697582244873047,15.428714752197266,1.327030574316268e-08
56,15.697582244873047,15.428714752197266,3.6102036915508506e-08
56,15.662378311157227,15.439366340637207,0.029994675889611244
56,15.629087448120117,15.444160461425781,0.0006087925867177546
56,15.590917587280273,15.458608627319336,0.0060286507941782475
57,15.59090805053711,15.458626747131348,7.077739610394929e-06
57,15.590885162353516,15.458639144897461,1.3591051356343087e-05
57,15.590851783752441,15.45865535736084,9.781020708032884e-06
