Iteration,M2,M3,D2,D3,V2,V3,Pmech2,Pmech3,Loss,Time,Gradient Norm
0,36.5,24.5,20.0,20.0,4.3356781005859375,4.6007304191589355,-5.997912406921387,0.9463065266609192,4.70799446105957,0.18912792205810547,3.7476179599761963
0,36.941951751708984,24.940444946289062,20.0,20.0,3.8942711353302,5.046340465545654,-5.953424453735352,0.9907997846603394,4.213613986968994,0.32465195655822754,7.273102760314941
0,37.33579635620117,25.330339431762695,20.0,20.0,3.4995663166046143,5.423474311828613,-5.913763046264648,1.030470848083496,3.788982629776001,0.46097898483276367,10.600669860839844
0,37.6978645324707,25.689287185668945,20.0,20.0,3.088226318359375,5.030285835266113,-5.878004550933838,1.0662859678268433,3.462646484375,0.5976450443267822,13.646383285522461
0,38.02267074584961,26.011600494384766,20.0,20.0,2.8352549076080322,5.391445159912109,-5.844707012176514,1.0995391607284546,3.2685012817382812,0.7325708866119385,16.8813419342041
0,38.32046890258789,26.30771827697754,20.0,20.0,2.698653221130371,5.8354597091674805,-5.813606262207031,1.1305584907531738,3.0107107162475586,0.8664798736572266,19.97762107849121
0,38.60121154785156,26.582557678222656,20.0,20.0,2.618403911590576,6.225671291351318,-5.784488201141357,1.1596027612686157,2.6784873008728027,1.0018928050994873,22.865005493164062
0,38.86421585083008,26.8402099609375,20.0,20.0,2.5733437538146973,6.573024272918701,-5.757063388824463,1.1869707107543945,2.513350486755371,1.1495070457458496,25.615345001220703
0,39.11299133300781,27.083232879638672,20.0,20.0,2.522125720977783,6.878989219665527,-5.731119155883789,1.212882161140442,2.3198721408843994,1.2835609912872314,28.214750289916992
0,39.35067367553711,27.31387710571289,20.0,20.0,2.418253183364868,7.144974231719971,-5.706478118896484,1.237517237663269,2.141434669494629,1.4179928302764893,30.67176628112793
0,39.57761001586914,27.533687591552734,20.0,20.0,2.26975154876709,7.3856587409973145,-5.68295431137085,1.2610512971878052,2.010223865509033,1.5522270202636719,33.04315948486328
0,39.79484558105469,27.74433708190918,20.0,20.0,2.091047763824463,7.610020637512207,-5.660402297973633,1.2836213111877441,1.8668807744979858,1.6869487762451172,35.33552551269531
0,40.00302505493164,27.947446823120117,20.0,20.0,2.0,7.827661514282227,-5.638694763183594,1.3053429126739502,1.731726884841919,1.820755958557129,37.56697463989258
0,40.202640533447266,28.143863677978516,20.0,20.0,2.0,8.041448593139648,-5.617741107940674,1.3263028860092163,1.6228680610656738,1.9537327289581299,39.727352142333984
0,40.39552688598633,28.333932876586914,20.0,20.0,2.0,8.242326736450195,-5.597502708435059,1.3465546369552612,1.50153648853302,2.0880730152130127,41.7722282409668
0,40.582210540771484,28.517955780029297,20.0,20.0,2.0,8.42857551574707,-5.5779242515563965,1.3661569356918335,1.4252170324325562,2.222291946411133,43.7308349609375
0,40.76332473754883,28.696199417114258,20.0,20.0,2.0,8.5999755859375,-5.558956146240234,1.3851609230041504,1.343743920326233,2.3572847843170166,45.60617446899414
0,40.93934631347656,28.86896514892578,20.0,20.0,2.0,8.756464958190918,-5.540552616119385,1.4036123752593994,1.273366093635559,2.4921867847442627,47.4041862487793
0,41.11076354980469,29.036571502685547,20.0,20.0,2.0,8.897461891174316,-5.522674560546875,1.4215515851974487,1.2107869386672974,2.6259398460388184,49.12794494628906
0,41.277915954589844,29.19931411743164,20.0,20.0,2.0,9.022828102111816,-5.505284786224365,1.4390150308609009,1.1551331281661987,2.761284828186035,50.78349685668945
1,41.28252410888672,29.202465057373047,20.0,20.0,2.0,9.009258270263672,-5.504763126373291,1.4395651817321777,1.1048963069915771,6.000118970870972,1.591970682144165
1,41.29170227050781,29.20870018005371,20.0,20.0,2.0,8.980867385864258,-5.503714561462402,1.4406726360321045,1.1289045810699463,6.136464834213257,3.1890976428985596
1,41.30583190917969,29.21822738647461,20.0,20.0,2.0,8.937314987182617,-5.502140522003174,1.442336082458496,1.0938712358474731,6.273591995239258,4.7689995765686035
1,41.324180603027344,29.23115348815918,20.0,20.0,2.0,8.885919570922852,-5.500025749206543,1.444562315940857,1.0517256259918213,6.407663106918335,6.356684684753418
1,41.347599029541016,29.247703552246094,20.0,20.0,2.0,8.8163423538208,-5.497386455535889,1.4473469257354736,1.1060664653778076,6.544694900512695,7.923549652099609
1,41.37565994262695,29.267667770385742,20.0,20.0,2.0,8.735099792480469,-5.494211196899414,1.4506940841674805,1.06646728515625,6.683048963546753,9.497821807861328
1,41.40822982788086,29.291080474853516,20.0,20.0,2.0,8.644152641296387,-5.490499496459961,1.4546020030975342,1.0475059747695923,6.8197150230407715,11.067388534545898
1,41.44517517089844,29.317991256713867,20.0,20.0,2.0,8.545394897460938,-5.486253261566162,1.4590665102005005,1.0273959636688232,6.965742111206055,12.630814552307129
1,41.48752975463867,29.349069595336914,20.0,20.0,2.0,8.42961311340332,-5.481510639190674,1.4640601873397827,1.0084114074707031,7.103266000747681,14.127806663513184
1,41.53382110595703,29.383581161499023,20.0,20.0,2.0,8.308684349060059,-5.476243019104004,1.4695976972579956,1.022167444229126,7.243578910827637,15.684367179870605
1,41.583824157714844,29.421798706054688,20.0,20.0,2.0,8.188127517700195,-5.470454216003418,1.475665807723999,0.9491165280342102,7.38071084022522,17.228330612182617
1,41.63752365112305,29.463613510131836,20.0,20.0,2.0,8.066683769226074,-5.464161396026611,1.4822484254837036,0.9449654817581177,7.515944004058838,18.758535385131836
1,41.69717788696289,29.507827758789062,20.0,20.0,2.0,7.941732883453369,-5.457411289215088,1.4892983436584473,0.8011501431465149,7.65097188949585,20.191293716430664
1,41.760032653808594,29.555566787719727,20.0,20.0,2.0,7.818913459777832,-5.450185775756836,1.4968265295028687,0.8992218375205994,7.785522937774658,21.700275421142578
