Iteration,M2,M3,D2,D3,V2,V3,Pmech2,Pmech3,Loss,Time,Gradient Norm
0,16.29998016357422,10.899991035461426,8.900044441223145,9.099963188171387,2.276054859161377,1.945328712463379,-2.731560468673706,0.3933379352092743,0.08529569208621979,0.14548206329345703,0.646347165107727
0,16.39491844177246,10.98383617401123,8.836275100708008,9.18857192993164,2.3179593086242676,1.8538154363632202,-2.740568161010742,0.3843824863433838,0.07399691641330719,0.28798413276672363,1.294304609298706
0,16.352182388305664,10.895729064941406,8.934868812561035,9.280813217163086,2.3438756465911865,1.7673989534378052,-2.7484498023986816,0.3765295445919037,0.050836723297834396,0.431427001953125,1.8239850997924805
0,16.343236923217773,10.835983276367188,9.007710456848145,9.353437423706055,2.355677843093872,1.6887489557266235,-2.7555925846099854,0.36941155791282654,0.049425240606069565,0.5724630355834961,2.3420233726501465
0,16.3522891998291,10.790425300598145,9.066322326660156,9.415019989013672,2.3913331031799316,1.6241145133972168,-2.762097120285034,0.3629143238067627,0.04121987149119377,0.71433424949646,2.7981274127960205
0,16.377342224121094,10.744330406188965,9.121805191040039,9.471733093261719,2.4371283054351807,1.565722107887268,-2.768079996109009,0.3569343090057373,0.032100923359394073,0.8878209590911865,3.197117805480957
0,16.405237197875977,10.705230712890625,9.169549942016602,9.52209758758545,2.499918222427368,1.5168126821517944,-2.7736446857452393,0.35136353969573975,0.028907043859362602,1.0395691394805908,3.568356513977051
0,16.437694549560547,10.67108154296875,9.212618827819824,9.567858695983887,2.561846971511841,1.4717079401016235,-2.778867244720459,0.34613487124443054,0.02358001470565796,1.1853868961334229,3.9094178676605225
0,16.475685119628906,10.640758514404297,9.252838134765625,9.610148429870605,2.617616891860962,1.4274104833602905,-2.7838006019592285,0.3411986827850342,0.01915251649916172,1.3267340660095215,4.222513198852539
0,16.47869873046875,10.60615062713623,9.294134140014648,9.650104522705078,2.667985439300537,1.3840107917785645,-2.7884678840637207,0.3365303874015808,0.013918648473918438,1.4687190055847168,4.492953300476074
0,16.51129722595215,10.579055786132812,9.33354377746582,9.687966346740723,2.7109296321868896,1.3392435312271118,-2.7929177284240723,0.33208411931991577,0.012762989848852158,1.6104161739349365,4.7535247802734375
0,16.551864624023438,10.554631233215332,9.371360778808594,9.723893165588379,2.7492449283599854,1.2948302030563354,-2.7971644401550293,0.32784304022789,0.009729818440973759,1.753432035446167,4.981653213500977
0,16.59171485900879,10.531644821166992,9.407283782958984,9.757757186889648,2.7850069999694824,1.2518494129180908,-2.8012242317199707,0.3237893879413605,0.007605999708175659,1.8961420059204102,5.182537078857422
0,16.636672973632812,10.509370803833008,9.442466735839844,9.790572166442871,2.8181440830230713,1.210041880607605,-2.8051044940948486,0.319915771484375,0.005088207311928272,2.038292169570923,5.344793796539307
0,16.657026290893555,10.484098434448242,9.47714900970459,9.821892738342285,2.8513195514678955,1.1709561347961426,-2.8088126182556152,0.31621262431144714,0.0033832115586847067,2.1830062866210938,5.4730916023254395
0,16.6772518157959,10.459721565246582,9.510259628295898,9.851758003234863,2.8837525844573975,1.133607029914856,-2.8123722076416016,0.31265777349472046,0.0028372230008244514,2.326364040374756,5.592912673950195
0,16.699169158935547,10.435369491577148,9.541383743286133,9.8798828125,2.916214942932129,1.098260760307312,-2.815796136856079,0.3092378079891205,0.002227160846814513,2.47192120552063,5.6972270011901855
0,16.72005844116211,10.41138744354248,9.571453094482422,9.907021522521973,2.9479804039001465,1.0644813776016235,-2.819084882736206,0.30595263838768005,0.000974329945165664,2.616086959838867,5.765240669250488
0,16.73838996887207,10.387858390808105,9.60038948059082,9.933195114135742,2.9788262844085693,1.0320736169815063,-2.8222501277923584,0.30279070138931274,0.0005966065800748765,2.7602431774139404,5.81972599029541
0,16.75983238220215,10.364404678344727,9.628011703491211,9.958100318908691,3.0108261108398438,1.0019193887710571,-2.825300455093384,0.2997422218322754,0.0006758677191101015,2.902898073196411,5.861798286437988
1,16.75987434387207,10.364374160766602,9.628023147583008,9.958065032958984,3.011423349380493,1.0020666122436523,-2.825305700302124,0.29973676800727844,4.464390076464042e-05,5.878700017929077,0.010406097397208214
1,16.756757736206055,10.36405086517334,9.627870559692383,9.957944869995117,3.0112216472625732,1.0018318891525269,-2.825322151184082,0.2997204065322876,0.000321446597808972,6.0493621826171875,0.031151684001088142
1,16.753692626953125,10.36369514465332,9.627730369567871,9.957792282104492,3.0116443634033203,1.001760721206665,-2.8253438472747803,0.2996988892555237,4.3401563743827865e-05,6.201858043670654,0.04077475890517235
1,16.750932693481445,10.363320350646973,9.627595901489258,9.95759105682373,3.013120174407959,1.0020455121994019,-2.8253700733184814,0.29967251420021057,6.964438216527924e-05,6.349923133850098,0.049702346324920654
1,16.748157501220703,10.362915992736816,9.627463340759277,9.957338333129883,3.0150227546691895,1.0023868083953857,-2.8254029750823975,0.29963934421539307,4.3051586544606835e-05,6.493824005126953,0.062201373279094696
1,16.746746063232422,10.362629890441895,9.627201080322266,9.956660270690918,3.022355556488037,1.0052279233932495,-2.8254387378692627,0.29960113763809204,0.0007045267266221344,6.636194944381714,0.0712740570306778
