Epoc,Iter,M2,D2,V2,Pmech2,Loss
548,2740,13.09215069,11.91965485,2.170277834,0.522181213,2.11E-05
548,2741,13.09210968,11.9201231,2.171862841,0.518926144,2.68E-05
548,2742,13.0921011,11.92058659,2.172304153,0.516142309,2.33E-05
548,2743,13.09204578,11.92107582,2.169640303,0.516194403,2.82E-05
548,2744,13.09307098,11.92114353,2.163591862,0.518265367,3.79E-05
549,2745,13.09280777,11.92098236,2.164077044,0.516966462,2.61E-05
549,2746,13.09253979,11.92084122,2.163429737,0.516227901,1.98E-05
549,2747,13.09231281,11.92071342,2.161211491,0.516484797,2.11E-05
549,2748,13.09209061,11.92058563,2.157928467,0.517207384,1.93E-05
549,2749,13.09187317,11.92040443,2.154782534,0.517044306,1.89E-05
550,2750,13.09187984,11.9204092,2.155212164,0.515852213,1.86E-05
550,2751,13.09188366,11.92041302,2.155190706,0.514452696,1.78E-05
550,2752,13.09136009,11.92098904,2.154706955,0.513591707,6.82E-06
550,2753,13.09075642,11.92183018,2.152564287,0.51396668,1.78E-05
550,2754,13.09024429,11.92262554,2.149218082,0.514766812,2.13E-05
551,2755,13.0412035,11.90568066,2.186038733,0.498254091,0.000341883
551,2756,12.99560547,11.88920879,2.204404831,0.502500117,0.000365604
551,2757,12.95307922,11.87317371,2.204106331,0.527564228,0.000376155
551,2758,12.91197872,11.85714245,2.203323603,0.552044094,3.01E-05
551,2759,12.8927803,11.85338306,2.212078094,0.551217735,0.000519133
552,2760,12.89390087,11.8537159,2.22761035,0.532485187,0.000311008
552,2761,12.8950243,11.85404587,2.242153168,0.513932467,3.65E-05
552,2762,12.93063831,11.76249886,2.212094307,0.530667901,0.00107692
552,2763,12.96559048,11.68400669,2.183274746,0.545458913,3.31E-05
552,2764,13.00076485,11.61435318,2.170313358,0.540857494,0.000326717
553,2765,13.00600815,11.61149979,2.18338275,0.522237599,0.000295139
553,2766,13.01141548,11.60864162,2.196329355,0.503215969,1.54E-05
553,2767,13.01970959,11.60692501,2.191224098,0.502854764,0.000315243
553,2768,13.03716469,11.61009979,2.163962841,0.52083385,0.000318673
553,2769,13.05900192,11.61101341,2.136705875,0.536169887,6.08E-06
554,2770,13.0614233,11.61030769,2.15277791,0.515786469,0.000352543
554,2771,13.06385612,11.60959625,2.168748379,0.494913906,1.73E-05
554,2772,13.06741333,11.60921097,2.167539835,0.493689954,0.000340525
554,2773,13.07243443,11.6092329,2.148358822,0.512895226,0.000365055
554,2774,13.07747841,11.60925674,2.12789011,0.53298068,1.67E-05
555,2775,13.07878208,11.60993004,2.143644571,0.513718665,0.000322088
555,2776,13.0757103,11.60770607,2.165962458,0.48864314,6.57E-05
555,2777,13.07450104,11.60575771,2.167413473,0.487448514,0.000507323
555,2778,13.06724262,11.60678101,2.1513834,0.511554956,0.000563413
555,2779,13.0598793,11.60785866,2.132617235,0.538055122,2.21E-05
556,2780,13.06161213,11.60818386,2.151164293,0.516045213,0.00044115
556,2781,13.06338692,11.60853004,2.169847012,0.493317157,1.65E-05
556,2782,13.06560802,11.6122694,2.170907259,0.490552157,0.000379174
556,2783,13.07834721,11.61660862,2.146762371,0.510135174,0.000479562
556,2784,13.09101105,11.62100029,2.119920254,0.532520294,2.27E-05
557,2785,13.09212494,11.62212944,2.136501074,0.512919605,0.000361959
557,2786,13.08897209,11.62770176,2.157031059,0.48974219,4.69E-05
557,2787,13.0870285,11.63394737,2.159555674,0.486930281,0.000403926
557,2788,13.08704376,11.64069366,2.141570091,0.507154167,0.000510803
557,2789,13.08711243,11.6474781,2.11962986,0.531296015,3.02E-05
558,2790,13.05481815,11.63093567,2.162751436,0.502366781,0.000837826
558,2791,13.02605629,11.61406136,2.193760395,0.484665692,0.000145808
558,2792,13.00072193,11.59826183,2.198902369,0.497451305,0.000925925
558,2793,12.97733974,11.5829668,2.185093641,0.531324923,0.000486725
558,2794,12.9542799,11.56771755,2.176126003,0.55843848,6.64E-05
559,2795,12.95729828,11.56839085,2.199927807,0.530606925,0.000831852
559,2796,12.9603281,11.56906509,2.225544691,0.5001176,3.99E-05
559,2797,12.96554756,11.57037926,2.230110407,0.492805541,0.000620429
559,2798,13.03349304,11.60653687,2.166856766,0.524707615,0.001843067
559,2799,13.0957489,11.64193916,2.110722303,0.551904559,4.14E-05
560,2800,13.10273552,11.64278889,2.132843256,0.52090615,0.001155346
560,2801,13.10989952,11.64362335,2.159913063,0.483691067,7.54E-05
560,2802,13.12119484,11.63788605,2.168241978,0.468757808,0.000648303
560,2803,13.1367321,11.63337517,2.150131941,0.486790121,0.001402612
560,2804,13.15452385,11.62792778,2.117417336,0.522115767,0.000436686
561,2805,13.15330887,11.62890911,2.126586676,0.511186719,0.000170804
561,2806,13.15196705,11.63001442,2.136904478,0.498421222,1.70E-05
561,2807,13.15089798,11.63131714,2.140228987,0.49394089,0.000105292
561,2808,13.15764523,11.60292721,2.13018465,0.503087163,0.000264954
561,2809,13.16450119,11.57491779,2.116305828,0.516570389,3.68E-05
562,2810,13.16423512,11.57492733,2.116312981,0.516679943,3.19E-06
562,2811,13.13976383,11.57616901,2.120305777,0.527900279,0.000160684
562,2812,13.11631107,11.57753181,2.134633064,0.525713861,0.000240619
562,2813,13.09359264,11.57913876,2.15608263,0.513798356,0.000132218
562,2814,13.07057667,11.57521248,2.179441929,0.499095351,3.74E-05
563,2815,13.07290268,11.57573128,2.166475058,0.51390636,0.0003023
563,2816,13.0784483,11.57318878,2.148393393,0.531838894,6.23E-05
563,2817,13.08098602,11.57002544,2.141831875,0.53685993,0.000233256
563,2818,13.06998634,11.51043415,2.164855957,0.517746389,0.00076944
563,2819,13.05896091,11.454813,2.187157154,0.49883458,1.98E-05
564,2820,13.04617691,11.46033669,2.182194233,0.513647676,0.000283583
564,2821,13.05194569,11.4437933,2.15953517,0.53843075,0.000218898
564,2822,13.05413151,11.42718601,2.150266886,0.548308074,0.000311949
564,2823,13.09276867,11.40938282,2.135225296,0.541911244,0.000339983
564,2824,13.12528515,11.37496567,2.143343687,0.512288213,0.000732873
565,2825,13.12512779,11.37495899,2.143455267,0.511577785,2.02E-05
565,2826,13.12500572,11.37496281,2.142712593,0.511340261,1.67E-05
565,2827,13.12487316,11.37495136,2.140766382,0.512109518,1.58E-05
565,2828,13.12381744,11.37555313,2.140064955,0.511029184,2.84E-05
565,2829,13.06741905,11.35430145,2.157671928,0.529185176,0.000487635
566,2830,13.06768894,11.3543539,2.164099455,0.52055192,0.000111409
566,2831,13.06674862,11.35447502,2.170621395,0.51266849,8.43E-07
566,2832,13.06590843,11.35459328,2.173084736,0.509223282,4.61E-05
566,2833,13.06513119,11.3545475,2.169355869,0.513035297,8.58E-05
566,2834,13.0646925,11.35494709,2.161811829,0.520675957,4.11E-05
567,2835,13.06413651,11.35497665,2.163714886,0.51791364,3.40E-05
567,2836,13.06193638,11.35376549,2.167320967,0.512846351,5.24E-05
567,2837,13.05978394,11.3525629,2.167310715,0.511676848,3.85E-05
567,2838,13.0568924,11.34391689,2.162689209,0.517109692,6.46E-05
567,2839,13.05397701,11.33525372,2.157389879,0.522804737,1.84E-05
568,2840,13.05556679,11.33437538,2.156956673,0.522115111,5.86E-06
568,2841,13.05679512,11.33378029,2.159706593,0.51704067,4.19E-05
568,2842,13.05802345,11.3331852,2.162158489,0.511698484,1.92E-05
568,2843,13.05928326,11.33250713,2.160928488,0.510366678,3.70E-05
568,2844,13.06089687,11.33211136,2.155357838,0.513553441,4.32E-05
569,2845,13.06090069,11.33213425,2.153649807,0.515084982,2.01E-05
569,2846,13.05932903,11.33296394,2.153014898,0.514857292,4.54E-05
569,2847,13.05774879,11.33380508,2.151783705,0.514760911,1.71E-05
569,2848,13.05616093,11.33465099,2.150006056,0.514732122,1.68E-05
569,2849,13.05454636,11.33547211,2.147608519,0.514950871,1.46E-05
570,2850,13.05379391,11.33540058,2.14905405,0.512777448,2.94E-05
570,2851,13.05259514,11.33135033,2.147905588,0.514114201,2.41E-05
570,2852,13.0513649,11.3272686,2.14656806,0.515048265,1.75E-05
570,2853,13.05012989,11.32317638,2.145584822,0.514934063,1.68E-05
570,2854,13.04888153,11.31903267,2.145107746,0.513580084,1.72E-05
571,2855,13.04888153,11.31903458,2.144789696,0.513379812,1.53E-05
571,2856,13.04888058,11.31903553,2.144111633,0.513020277,1.54E-05
571,2857,13.04887867,11.31903553,2.143006802,0.512569308,1.56E-05
571,2858,13.04887486,11.31899929,2.141139984,0.512477696,1.48E-05
571,2859,13.04884624,11.31863403,2.139508009,0.511472642,1.67E-05
572,2860,13.04885483,11.31863022,2.138859272,0.511648953,1.51E-05
572,2861,13.04379082,11.3183527,2.143869162,0.506758034,6.39E-05
572,2862,13.03859329,11.31826019,2.144569635,0.506812394,3.71E-05
572,2863,13.03346062,11.3181715,2.140795231,0.511851668,3.78E-05
572,2864,13.02830887,11.31808376,2.136291504,0.517184556,1.47E-05
573,2865,13.0288105,11.31791019,2.139095545,0.512855887,2.85E-05
573,2866,13.02931786,11.31773663,2.142050743,0.50772959,1.46E-05
573,2867,13.02986813,11.31757545,2.141429901,0.506458461,2.78E-05
573,2868,13.03044701,11.31760311,2.136522293,0.509947956,3.42E-05
573,2869,13.03103065,11.31763077,2.130262375,0.514519453,1.45E-05
574,2870,13.03104305,11.31767559,2.132918119,0.510631561,2.53E-05
574,2871,13.0310173,11.31774426,2.13549304,0.506218374,1.43E-05
574,2872,13.03110313,11.31780529,2.13447094,0.505636871,2.61E-05
574,2873,13.03120041,11.31790161,2.129575491,0.50933063,2.81E-05
574,2874,13.03129864,11.31800461,2.124059677,0.513202369,1.23E-05
575,2875,13.01481056,11.31408787,2.143281937,0.49961558,0.000188876
575,2876,12.99876308,11.31076145,2.15329957,0.496887982,0.000111669
575,2877,12.98259258,11.30858707,2.15106988,0.509498358,0.000205456
575,2878,12.96649361,11.30644798,2.144801617,0.526433825,3.18E-05
575,2879,12.95158958,11.30399609,2.146397829,0.532419086,0.000110486
576,2880,12.9510107,11.30298996,2.159687757,0.516200304,0.000226804
576,2881,12.95042992,11.30197811,2.172043562,0.500447035,1.87E-05
576,2882,12.95984077,11.3084116,2.164112329,0.501228392,0.000260349
576,2883,12.96830273,11.31283951,2.145369768,0.516239524,0.000176424
576,2884,12.97270012,11.31893635,2.127411842,0.532884002,7.41E-06
577,2885,12.97345543,11.31769276,2.143655062,0.512555599,0.000342272
577,2886,12.97421837,11.31644058,2.159110546,0.492612392,1.53E-05
577,2887,12.97640038,11.31504059,2.157735109,0.492790461,0.000345112
577,2888,12.98485756,11.31774807,2.137084723,0.51209271,0.000319522
577,2889,12.99334812,11.32043552,2.116560698,0.530674815,1.40E-05
578,2890,12.9943819,11.32047653,2.132620335,0.510454059,0.000343201
578,2891,12.99248791,11.31694412,2.146747828,0.49479273,2.06E-05
578,2892,13.00134945,11.32990932,2.144507885,0.488865733,0.000129527
578,2893,13.01186943,11.34341526,2.125338793,0.503112674,0.00034546
578,2894,13.02264118,11.35660458,2.102142572,0.521847606,2.85E-05
579,2895,13.00552368,11.36128616,2.129235744,0.499167472,0.000440326
579,2896,12.98843575,11.3656826,2.14895463,0.485281557,7.57E-05
579,2897,12.93690014,11.33516598,2.168976307,0.500779033,0.0007133
579,2898,12.8891716,11.3033371,2.175953865,0.531198502,0.000216163
579,2899,12.8436718,11.27212524,2.189382076,0.552748024,8.69E-05
580,2900,12.86010933,11.26047897,2.203750372,0.525150597,0.000672185
580,2901,12.87666798,11.2487402,2.215509415,0.499945968,3.66E-05
580,2902,12.89445782,11.23766327,2.206953049,0.498634875,0.000539843
580,2903,12.91282082,11.24242783,2.178769827,0.519987524,0.00048985
580,2904,12.93135357,11.24697304,2.148843288,0.542821825,2.95E-05
581,2905,12.9327879,11.24745369,2.166988611,0.520203531,0.000483872
581,2906,12.93424892,11.24831486,2.184969664,0.497244596,1.76E-05
581,2907,12.93662167,11.24731159,2.186287165,0.494229376,0.000394125
581,2908,12.94048691,11.24674416,2.168508053,0.513745308,0.000495439
581,2909,12.95323753,11.24915314,2.13851881,0.5386343,0.000120905
582,2910,12.95533085,11.24919128,2.154753208,0.517926633,0.000421591
582,2911,12.955019,11.25044918,2.172257185,0.495387346,5.85E-05
582,2912,12.95575237,11.25209713,2.17389822,0.491445243,0.000356442
582,2913,12.95805645,11.25421333,2.156829357,0.509500921,0.00048721
582,2914,12.96039581,11.25652981,2.135232449,0.532404959,4.18E-05
583,2915,12.96123028,11.25671005,2.148449421,0.516018212,0.000275278
583,2916,12.96208096,11.25689125,2.162390232,0.498194665,1.81E-05
583,2917,12.96281528,11.25321198,2.164206505,0.495239437,0.000234475
583,2918,12.9652071,11.24913502,2.150749922,0.509572983,0.000310784
583,2919,12.96786308,11.24473953,2.133440971,0.527750075,3.21E-05
584,2920,12.96866131,11.24437714,2.143906355,0.514594972,0.000181045
584,2921,12.95896626,11.22618961,2.155971289,0.50776124,4.09E-05
584,2922,12.95375156,11.21082497,2.15988183,0.505926549,6.92E-05
584,2923,12.96049595,11.18966389,2.148284197,0.513173997,0.000136133
584,2924,12.96726704,11.1686058,2.135591507,0.521128058,1.64E-05
585,2925,12.96427345,11.16577816,2.144703388,0.511680841,0.000103965
585,2926,12.96072769,11.16259384,2.153747082,0.501407325,3.30E-05
585,2927,12.95750332,11.15951633,2.153274059,0.502015829,0.000127169
585,2928,12.95361042,11.15607452,2.144186258,0.513156474,0.000116611
585,2929,12.94969559,11.15261841,2.134571314,0.524368167,1.37E-05
586,2930,12.94944763,11.1576643,2.142766953,0.514031053,0.000109973
586,2931,12.94920731,11.16273308,2.151327848,0.502654791,1.57E-05
586,2932,12.94949341,11.1680727,2.151245356,0.50083375,9.97E-05
586,2933,12.91066742,11.1378088,2.162069798,0.515314221,0.000247274
586,2934,12.8729105,11.10799885,2.171009302,0.531376421,2.14E-05
587,2935,12.87314129,11.10846996,2.178471088,0.521766186,0.000102608
587,2936,12.87350559,11.10876369,2.184571743,0.512735426,2.93E-05
587,2937,12.87378502,11.1116972,2.183613539,0.511322558,7.58E-05
587,2938,12.87080193,11.12053967,2.180584192,0.514032781,2.29E-05
587,2939,12.86794281,11.12947845,2.171598434,0.52303189,5.74E-05
588,2940,12.86730003,11.12919426,2.172213316,0.521501064,3.79E-05
588,2941,12.86666775,11.12890911,2.173458815,0.518450975,2.34E-05
588,2942,12.86636257,11.12833595,2.172080755,0.517389178,2.95E-05
588,2943,12.86610508,11.12743568,2.168286562,0.518419266,2.51E-05
588,2944,12.86620903,11.1262579,2.164740801,0.518431902,1.37E-05
589,2945,12.86620712,11.1262989,2.164343596,0.518168628,1.95E-05
589,2946,12.86620712,11.12633991,2.163567543,0.517608404,1.96E-05
589,2947,12.86620712,11.12638092,2.162118435,0.517091036,1.95E-05
589,2948,12.87259102,11.12793159,2.150873899,0.520331681,9.83E-05
589,2949,12.8791275,11.12961006,2.143066168,0.518701077,3.47E-05
590,2950,12.87928677,11.12968349,2.146728754,0.513614893,3.43E-05
590,2951,12.87535572,11.12794113,2.151208162,0.510245919,8.98E-06
590,2952,12.86945534,11.12804317,2.15423584,0.50964123,1.14E-05
590,2953,12.8635006,11.12843418,2.152526379,0.514061511,3.57E-05
590,2954,12.85752296,11.1288271,2.149480343,0.51936847,1.75E-05
591,2955,12.85963249,11.12869453,2.15203023,0.514535546,2.55E-05
591,2956,12.86177731,11.12855721,2.15357399,0.510101259,1.82E-05
591,2957,12.86350632,11.12864304,2.15112257,0.510112882,2.92E-05
591,2958,12.86512089,11.1289835,2.14478755,0.514164507,2.74E-05
591,2959,12.86638069,11.12884998,2.13893795,0.516889572,2.35E-05
592,2960,12.86643887,11.12900543,2.142189503,0.512323201,2.85E-05
592,2961,12.86650372,11.12916851,2.144696951,0.507908225,1.55E-05
592,2962,12.86326218,11.12810993,2.144670248,0.508743107,2.37E-05
592,2963,12.85879135,11.12670326,2.141476631,0.513820946,2.18E-05
592,2964,12.85436153,11.12530518,2.138731718,0.517668903,1.47E-05
593,2965,12.85135746,11.11651611,2.146260738,0.510197997,6.30E-05
593,2966,12.84833527,11.10772896,2.150610447,0.505830586,2.18E-05
593,2967,12.8460989,11.09729576,2.146886349,0.510009766,6.53E-05
593,2968,12.84519577,11.08872318,2.138625622,0.517264426,3.36E-05
593,2969,12.84352016,11.07893562,2.134861946,0.518940985,3.75E-05
594,2970,12.85036373,11.08400631,2.134302378,0.514526606,1.26E-05
594,2971,12.85736561,11.08886242,2.136233807,0.506404459,2.14E-05
594,2972,12.86432362,11.09367466,2.133784533,0.502906978,2.65E-05
594,2973,12.87162781,11.09863949,2.124451876,0.506772399,4.71E-05
594,2974,12.87730312,11.10407352,2.115913153,0.50903672,3.25E-05
595,2975,12.87733841,11.10410595,2.117517948,0.506506383,1.35E-05
595,2976,12.87730122,11.10389042,2.119225502,0.503196299,1.22E-05
595,2977,12.87828541,11.10295677,2.117450237,0.502429426,1.98E-05
595,2978,12.87930012,11.10202122,2.111577034,0.505954862,2.08E-05
595,2979,12.88031864,11.10108089,2.1057024,0.508875489,9.34E-06
596,2980,12.87596416,11.07751942,2.118538857,0.497313946,9.45E-05
596,2981,12.87185669,11.05419731,2.122818232,0.495377064,6.41E-05
596,2982,12.82747364,11.06211472,2.134390116,0.512457907,0.000210601
596,2983,12.78584862,11.06950951,2.146369696,0.528053463,3.80E-06
596,2984,12.74560738,11.07692051,2.169999361,0.529104233,0.000137065
597,2985,12.74583244,11.07712746,2.177649021,0.518972754,7.84E-05
597,2986,12.74608612,11.07734585,2.182742596,0.510943353,2.58E-05
597,2987,12.74659729,11.07766914,2.177510738,0.514414608,9.75E-05
597,2988,12.75570965,11.08021069,2.171845913,0.511647642,2.17E-05
597,2989,12.76414871,11.08095646,2.159953833,0.516402423,4.82E-05
598,2990,12.76494026,11.08231258,2.16037035,0.514897943,7.72E-06
598,2991,12.76574326,11.08367157,2.158326626,0.515481114,2.10E-05
598,2992,12.76657009,11.08521461,2.155215979,0.516377568,1.96E-05
598,2993,12.76739597,11.08676434,2.151947498,0.516578734,1.80E-05
598,2994,12.76824665,11.0880928,2.149569273,0.514830887,1.89E-05
599,2995,12.76825237,11.08808994,2.149343729,0.514266849,1.62E-05
599,2996,12.76821327,11.08773136,2.148492098,0.514045,9.17E-06
599,2997,12.76821613,11.08738518,2.147321939,0.513468921,1.33E-05
599,2998,12.76823616,11.08702469,2.1456635,0.512739539,1.35E-05
599,2999,12.76825047,11.08671474,2.142839909,0.512577057,1.55E-05
600,3000,12.76825047,11.0867157,2.142591953,0.512628794,1.49E-05
600,3001,12.76825047,11.08671665,2.142119646,0.512702584,1.48E-05
600,3002,12.76985073,11.08743858,2.141364574,0.511811495,6.09E-06
600,3003,12.77146435,11.08817673,2.140225649,0.511108041,1.55E-05
600,3004,12.77312469,11.08900547,2.138557911,0.510689139,1.83E-05
601,3005,12.77312565,11.08900833,2.138064384,0.511039674,1.46E-05
601,3006,12.77312756,11.08899975,2.137180805,0.511615753,1.41E-05
601,3007,12.77302837,11.08831215,2.136546135,0.511635065,2.27E-05
601,3008,12.77286243,11.08751965,2.135810614,0.511435688,2.20E-05
601,3009,12.77269459,11.08672142,2.134968519,0.511111498,1.37E-05
602,3010,12.77269554,11.08672047,2.134723663,0.511118114,1.56E-05
602,3011,12.7726965,11.08672142,2.134346962,0.511036396,1.32E-05
602,3012,12.77377319,11.08599281,2.131902456,0.511725962,5.33E-05
602,3013,12.77487564,11.08526134,2.129700184,0.511866808,1.35E-05
602,3014,12.77600288,11.08450699,2.127942562,0.511210918,1.49E-05
603,3015,12.77600574,11.08450127,2.128329277,0.5105021,1.43E-05
603,3016,12.77600574,11.08447742,2.128886461,0.509344161,1.31E-05
603,3017,12.77572346,11.08341312,2.128949165,0.508977115,7.94E-06
603,3018,12.77563858,11.08203697,2.129081488,0.508305848,4.61E-06
603,3019,12.77558899,11.08063507,2.128600597,0.508078575,1.44E-05
604,3020,12.77558804,11.08063602,2.128010273,0.508552551,1.30E-05
604,3021,12.7755909,11.08063793,2.127005339,0.509276748,1.24E-05
604,3022,12.77559376,11.08063984,2.12587738,0.509904623,1.17E-05
604,3023,12.77559566,11.08063602,2.124904871,0.510095239,1.25E-05
604,3024,12.77560234,11.08063221,2.124208689,0.509700477,1.27E-05
605,3025,12.77547169,11.0784874,2.123540401,0.510627508,1.00E-05
605,3026,12.77532959,11.07633877,2.123430729,0.510638833,1.49E-05
605,3027,12.77569008,11.07376862,2.123711109,0.509717107,8.14E-06
605,3028,12.7760849,11.07125187,2.124158144,0.508345306,1.06E-05
605,3029,12.77648163,11.06872654,2.124408722,0.506960094,1.12E-05
606,3030,12.77628708,11.0685215,2.123750448,0.50776726,9.85E-06
606,3031,12.77609158,11.06832123,2.122750044,0.508740366,1.12E-05
606,3032,12.77589703,11.06812096,2.12177062,0.509438694,1.12E-05
606,3033,12.77572918,11.06792641,2.121083975,0.509525955,1.16E-05
606,3034,12.77513123,11.06777859,2.121152401,0.508600891,2.23E-05
607,3035,12.77514744,11.06780815,2.121184826,0.508322001,9.94E-06
607,3036,12.77516556,11.06783485,2.121238232,0.507766247,1.09E-05
607,3037,12.77517891,11.06780338,2.121263266,0.506979048,1.17E-05
607,3038,12.77017117,11.06569862,2.122647524,0.508509219,2.50E-05
607,3039,12.76491356,11.06337452,2.123814583,0.510469198,3.50E-06
608,3040,12.76494598,11.06356335,2.12417531,0.50976038,1.19E-05
608,3041,12.76496315,11.06377602,2.124782324,0.508490443,1.28E-05
608,3042,12.76496601,11.06394768,2.125295401,0.507035911,1.34E-05
608,3043,12.76446629,11.06413937,2.125424385,0.506364763,5.39E-06
608,3044,12.76403427,11.06437397,2.12453413,0.506569564,1.55E-05
609,3045,12.76402855,11.06437778,2.123693228,0.507331669,1.31E-05
609,3046,12.76403141,11.06438541,2.122323036,0.508450449,1.19E-05
609,3047,12.76401043,11.06436539,2.120981693,0.509251833,1.26E-05
609,3048,12.76405334,11.06434917,2.119928837,0.509422779,1.05E-05
609,3049,12.76404762,11.06419182,2.119505882,0.508585751,1.49E-05
610,3050,12.76410007,11.0641861,2.119703531,0.508079648,9.77E-06
610,3051,12.76272011,11.06311131,2.121452808,0.506069541,3.98E-05
610,3052,12.76133537,11.06203461,2.122420549,0.504738092,1.22E-05
610,3053,12.75993729,11.06095886,2.122056961,0.504762888,1.67E-05
610,3054,12.75852108,11.05986023,2.120384455,0.506123841,1.62E-05
611,3055,12.75531864,11.05477619,2.120602846,0.508748591,2.20E-05
611,3056,12.75199795,11.04968166,2.120799541,0.51148665,4.59E-07
611,3057,12.74898052,11.04473019,2.121925831,0.512672126,1.53E-05
611,3058,12.74591541,11.03973198,2.124639034,0.511709869,2.56E-05
611,3059,12.74288559,11.03469563,2.128304958,0.509294271,1.74E-05
612,3060,12.74288559,11.03469181,2.128087997,0.509251475,1.24E-05
612,3061,12.74288654,11.03468704,2.12759161,0.50923562,1.24E-05
612,3062,12.74327755,11.03436565,2.125863791,0.509731591,2.84E-05
612,3063,12.74382591,11.03410435,2.124123335,0.510108232,1.15E-07
612,3064,12.74500751,11.03379917,2.122555256,0.509733021,3.30E-06
613,3065,12.74517155,11.03367424,2.122983217,0.50887537,1.04E-05
613,3066,12.7451849,11.03348446,2.123577833,0.507496297,1.74E-05
613,3067,12.74519253,11.0333004,2.12368989,0.506417036,1.11E-05
613,3068,12.74519062,11.03312206,2.122891903,0.506157458,1.28E-05
613,3069,12.74580574,11.03168678,2.120236397,0.50728929,2.29E-05
614,3070,12.74580765,11.03168488,2.119936466,0.507350743,1.09E-05
614,3071,12.74581528,11.03166103,2.119498968,0.507294357,1.01E-05
614,3072,12.74582291,11.03163719,2.118843079,0.507208467,1.04E-05
614,3073,12.74583054,11.03161335,2.117995024,0.507060707,1.02E-05
614,3074,12.74583912,11.03158855,2.116980076,0.506819844,1.01E-05
615,3075,12.74583912,11.03159046,2.116792202,0.506757617,9.96E-06
615,3076,12.74575329,11.03158569,2.116343021,0.506926775,5.34E-06
615,3077,12.74166775,11.02908039,2.119325399,0.504696488,6.81E-05
615,3078,12.73746586,11.02656364,2.121160746,0.503706872,1.29E-05
615,3079,12.73329735,11.02395058,2.121162415,0.504640162,2.01E-05
616,3080,12.73330975,11.02396488,2.119719982,0.506084979,1.59E-05
616,3081,12.73332596,11.02397919,2.117539644,0.508119702,1.13E-05
616,3082,12.73334694,11.02399349,2.115646362,0.50950098,1.11E-05
616,3083,12.73333931,11.02408028,2.114786625,0.509337068,1.59E-05
616,3084,12.73305702,11.02399158,2.11529398,0.50736773,2.00E-05
617,3085,12.73301983,11.02386284,2.115024567,0.507541358,6.31E-06
617,3086,12.73298168,11.02373695,2.115068913,0.50703156,1.08E-05
617,3087,12.73298264,11.02355576,2.115244865,0.506061971,9.12E-06
617,3088,12.73306847,11.02294636,2.114644766,0.505653322,1.17E-05
617,3089,12.73315525,11.0223341,2.113613844,0.505457461,9.72E-06
618,3090,12.73315716,11.0223341,2.11320734,0.50564456,9.58E-06
618,3091,12.73315334,11.02233124,2.112477064,0.505948007,8.67E-06
618,3092,12.73330688,11.02170753,2.112051487,0.505555272,8.46E-06
618,3093,12.73346138,11.02108097,2.111386776,0.505157351,8.79E-06
618,3094,12.73361397,11.02045059,2.110391617,0.504862368,8.81E-06
619,3095,12.7336216,11.0204401,2.110040426,0.504925609,1.06E-05
619,3096,12.73362923,11.02042961,2.109410286,0.505023539,8.83E-06
619,3097,12.73363876,11.02041912,2.108588696,0.505062222,8.30E-06
619,3098,12.73336315,11.0199213,2.108461142,0.504050732,1.55E-05
619,3099,12.72977352,11.01823425,2.1113801,0.500714362,4.94E-05
620,3100,12.72986984,11.01857662,2.109158516,0.503004611,2.05E-05
620,3101,12.72997093,11.01892567,2.105900049,0.506249547,1.05E-05
620,3102,12.73007202,11.01907539,2.103506327,0.508154631,1.21E-05
620,3103,12.73029137,11.01942444,2.102770567,0.507676363,1.88E-05
620,3104,12.73053169,11.01983452,2.103743553,0.504824221,1.89E-05
621,3105,12.72997093,11.02002811,2.104837656,0.503435016,1.69E-05
621,3106,12.72941017,11.02021599,2.105536461,0.50221771,8.24E-06
621,3107,12.72870541,11.02044582,2.105192423,0.502130389,9.17E-06
621,3108,12.72775555,11.02122021,2.104108572,0.502883077,7.01E-06
621,3109,12.7267704,11.02207851,2.102532387,0.503979743,7.32E-06
622,3110,12.72648621,11.02207088,2.102133751,0.504568815,3.77E-06
622,3111,12.72620678,11.022048,2.102163553,0.50433743,8.83E-06
622,3112,12.72583103,11.02205086,2.102697134,0.50321728,1.03E-05
622,3113,12.72545338,11.02205372,2.102966309,0.502112925,7.66E-06
622,3114,12.724967,11.02225876,2.102504492,0.501713455,7.27E-06
623,3115,12.72478962,11.0221405,2.10248518,0.50131917,1.44E-05
623,3116,12.72461414,11.02203083,2.101325274,0.502002716,9.71E-06
623,3117,12.72443962,11.02192116,2.099468231,0.503225446,7.98E-06
623,3118,12.72422695,11.02091312,2.098430395,0.503196716,1.11E-05
623,3119,12.72400665,11.01990223,2.097623825,0.502580762,7.78E-06
624,3120,12.72357845,11.0194931,2.09872508,0.50114882,1.43E-05
624,3121,12.72313976,11.01910973,2.099030733,0.500391424,7.77E-06
624,3122,12.72270107,11.01873016,2.098114729,0.500815451,9.47E-06
624,3123,12.72226524,11.01834869,2.096284866,0.502040207,8.10E-06
624,3124,12.72181034,11.01798344,2.094419479,0.502991974,7.43E-06
625,3125,12.71726131,11.01681519,2.094644308,0.506425321,1.94E-05
625,3126,12.71141815,11.01996517,2.09725666,0.507275105,2.15E-05
625,3127,12.70559216,11.02314472,2.102294207,0.504882574,2.40E-05
625,3128,12.69980431,11.02632999,2.107882261,0.50146389,9.11E-06
625,3129,12.69403839,11.02951431,2.111704111,0.499884784,1.39E-05
