Epoc,Iter,M2,D2,V2,Pmech2,Loss
323,1617,15.0289278,12.73309898,2.420630217,0.562835038,8.33E-05
323,1618,15.03128624,12.7314167,2.43729496,0.540999651,0.00023012
323,1619,15.03447819,12.73000717,2.446067333,0.528294206,0.000863115
324,1620,15.04268932,12.72505093,2.432650089,0.539602995,0.001354493
324,1621,15.05010509,12.69377422,2.412518263,0.561304152,0.001036906
324,1622,15.05768108,12.66298485,2.38929534,0.586118817,0.000220443
324,1623,15.06537724,12.63362789,2.368299961,0.607593179,0.000200097
324,1624,15.07400703,12.60504341,2.354295731,0.620022297,0.000835244
325,1625,15.07737064,12.60185719,2.363026857,0.608108401,0.001343594
325,1626,15.08184338,12.59944916,2.378969431,0.586906135,0.000880891
325,1627,15.08682728,12.59776878,2.397111416,0.562434494,0.000200074
325,1628,15.09189892,12.59608459,2.412897825,0.540309966,0.000159746
325,1629,15.09773922,12.59483337,2.421791077,0.525872529,0.000674864
326,1630,15.10022449,12.5953989,2.41160059,0.536851943,0.00125875
326,1631,15.09800911,12.56006718,2.396464586,0.558789551,0.001185997
326,1632,15.0961132,12.52503586,2.378471136,0.583206892,0.000190424
326,1633,15.08857346,12.49753475,2.367605925,0.601051867,0.00062194
326,1634,15.07630253,12.47145557,2.367221355,0.608961403,0.001112574
327,1635,15.07750607,12.47199821,2.374453306,0.599857867,0.000873665
327,1636,15.07928848,12.472785,2.387115717,0.583866298,0.000549134
327,1637,15.08118248,12.47362709,2.401702404,0.565083623,0.000184927
327,1638,15.08318996,12.47445011,2.414242744,0.548071563,0.000150195
327,1639,15.07647991,12.46595287,2.423781633,0.540339291,0.000847537
328,1640,15.07332516,12.46413136,2.417517662,0.549784064,0.000911835
328,1641,15.06484127,12.45903969,2.407154322,0.567283034,0.000657871
328,1642,15.05635738,12.45393085,2.394783497,0.586411417,0.000146442
328,1643,15.04852962,12.44864178,2.383444309,0.603533089,0.000117152
328,1644,15.04130936,12.44353294,2.377899885,0.613455415,0.00060126
329,1645,15.04755783,12.4443922,2.378408194,0.609580517,0.00014428
329,1646,15.05690002,12.44749355,2.384083986,0.598074853,0.000611314
329,1647,15.06675911,12.45071793,2.394573212,0.580541372,0.000447927
329,1648,15.07670689,12.45373154,2.406108141,0.561296165,0.000142591
329,1649,15.08552551,12.4454565,2.414677858,0.546391726,0.000248072
330,1650,15.08237076,12.44427109,2.409312487,0.554318964,0.000657044
330,1651,15.07949448,12.44320393,2.399354458,0.566792846,0.000313684
330,1652,15.07672024,12.44224262,2.387765169,0.580355763,0.000138486
330,1653,15.07401848,12.44116688,2.377431631,0.591891885,0.000147301
330,1654,15.07305908,12.4386158,2.36920929,0.599922538,0.000181799
331,1655,15.07370472,12.44017601,2.375136614,0.592672944,0.000576114
331,1656,15.07468414,12.44173908,2.385463715,0.57994324,0.000375198
331,1657,15.07572937,12.4433403,2.397175789,0.565077722,0.000149201
331,1658,15.07682514,12.44455433,2.406861067,0.551912189,0.000139206
331,1659,15.07826328,12.44589329,2.411548615,0.543725431,0.000347477
332,1660,15.07893276,12.44612408,2.40469265,0.550786853,0.000568657
332,1661,15.07804871,12.42856216,2.393265009,0.564539433,0.000469222
332,1662,15.0772047,12.41105556,2.379848719,0.579867244,0.000135229
332,1663,15.07643223,12.3937149,2.368041039,0.592790842,0.000156697
332,1664,15.07676506,12.37597942,2.360266924,0.600372732,0.000343402
333,1665,15.07865238,12.37891197,2.365653038,0.593200207,0.000527038
333,1666,15.03045654,12.37184238,2.409514666,0.567475021,0.003641135
333,1667,14.98439884,12.36475563,2.44990778,0.543735623,0.000150615
333,1668,14.94098949,12.35806561,2.481558084,0.529046118,0.000882711
333,1669,14.91200829,12.30764294,2.497023821,0.528018415,0.001952583
334,1670,14.9147377,12.30873394,2.48399806,0.543062508,0.00218285
334,1671,14.88323879,12.29886436,2.478703976,0.569592178,0.001319635
334,1672,14.85216236,12.28982162,2.46882844,0.600528836,0.000372845
334,1673,14.8213768,12.2814436,2.460405588,0.628716469,0.000229336
334,1674,14.79199123,12.27338409,2.459060669,0.648056746,0.000883943
335,1675,14.79759216,12.26674843,2.468509912,0.635138929,0.001699786
335,1676,14.80399227,12.25398827,2.486329556,0.612608671,0.001079867
335,1677,14.81058979,12.24113083,2.506960392,0.58636713,0.000326517
335,1678,14.81688499,12.22765636,2.525097609,0.562712014,0.000207326
335,1679,14.82406998,12.21458721,2.535148621,0.547424793,0.000899776
336,1680,14.82591152,12.21560287,2.523727417,0.559467375,0.001657273
336,1681,14.82885075,12.21711636,2.503646851,0.580399573,0.001007518
336,1682,14.84706688,12.22653866,2.467711687,0.606809199,0.001396375
336,1683,14.86469078,12.23635864,2.43524313,0.62943846,0.000328448
336,1684,14.88358593,12.2467947,2.410950184,0.642384946,0.001119126
337,1685,14.88006783,12.24547672,2.425899982,0.62795198,0.002353532
337,1686,14.87715244,12.24476433,2.44915843,0.603744268,0.0011782
337,1687,14.87432575,12.24413681,2.474932194,0.576083362,0.000302915
337,1688,14.87156677,12.24356174,2.497401953,0.551633537,0.000259087
337,1689,14.86997318,12.24345303,2.511594296,0.53603214,0.001045793
338,1690,14.85368633,12.25318336,2.509546757,0.547616065,0.001499019
338,1691,14.83887005,12.26373577,2.497987986,0.569305301,0.001340143
338,1692,14.82432652,12.27500248,2.481181145,0.596066833,0.000497208
338,1693,14.80978394,12.28629303,2.464402676,0.621893346,0.000173681
338,1694,14.79555702,12.29815483,2.452972651,0.641189516,0.000645816
339,1695,14.79735851,12.29886818,2.462184191,0.630447865,0.001479328
339,1696,14.80390739,12.30538654,2.476559639,0.611663759,0.000845921
339,1697,14.81059265,12.31194401,2.493896723,0.589130044,0.000346452
339,1698,14.81733513,12.31854057,2.509479761,0.56794858,0.000195761
339,1699,14.82461739,12.32544899,2.519061565,0.552733004,0.000610965
340,1700,14.8407011,12.30609989,2.502156734,0.563277245,0.001788132
340,1701,14.86008167,12.28412819,2.477423668,0.580517471,0.000785499
340,1702,14.87957096,12.26256371,2.450400591,0.599821508,0.00022847
340,1703,14.89901733,12.2411871,2.425574064,0.616341531,0.0002442
340,1704,14.91906452,12.22073841,2.406590462,0.625910223,0.000721205
341,1705,14.92057133,12.22130394,2.414747238,0.616249144,0.001235756
341,1706,14.92298508,12.22231197,2.429072857,0.599157691,0.000789781
341,1707,14.92562771,12.22339439,2.446033001,0.578599393,0.000285364
341,1708,14.92831039,12.22449303,2.461488008,0.559179008,0.000159279
341,1709,14.93153191,12.22541523,2.471598625,0.545139372,0.000509957
342,1710,14.93274975,12.22584915,2.463437557,0.553635299,0.001038161
342,1711,14.93426132,12.22697735,2.449030638,0.568715274,0.000673738
342,1712,14.93548107,12.22769165,2.431523561,0.586966157,0.000251464
342,1713,14.93673134,12.2284193,2.414539099,0.604058504,0.000150396
342,1714,14.93803883,12.22914219,2.401906967,0.615939796,0.000468495
343,1715,14.92509747,12.2404871,2.416268349,0.605305016,0.001655856
343,1716,14.91275024,12.25212288,2.434740067,0.589445293,0.000453764
343,1717,14.90036869,12.26368904,2.453986168,0.572103381,0.000169813
343,1718,14.88866615,12.2751112,2.470095396,0.557244897,0.000256793
343,1719,14.88137054,12.28889179,2.47831893,0.548316717,0.000699274
344,1720,14.88271236,12.28911209,2.470314741,0.556595683,0.000988455
344,1721,14.88458443,12.29079151,2.456117392,0.571240067,0.000642822
344,1722,14.88672829,12.29254723,2.438731194,0.588767469,0.000257701
344,1723,14.88886929,12.29425716,2.421914577,0.605076611,0.000161445
344,1724,14.89173508,12.29602528,2.408911705,0.616470873,0.000415664
345,1725,14.89265823,12.29599094,2.415525198,0.608624995,0.000853486
345,1726,14.89613533,12.29639435,2.42586112,0.595318794,0.000440065
345,1727,14.89977264,12.29683399,2.438402414,0.579015851,0.000239672
345,1728,14.9034462,12.29732227,2.449835539,0.563370466,0.000147
345,1729,14.90742779,12.29796982,2.45702529,0.551862061,0.000352451
346,1730,14.9077177,12.29861927,2.450641632,0.558615148,0.000679271
346,1731,14.90864944,12.29975128,2.439005852,0.570487499,0.000457968
346,1732,14.90951538,12.3010807,2.424751043,0.584775448,0.000200009
346,1733,14.90519905,12.30105114,2.410662651,0.601241112,5.68E-05
346,1734,14.89717484,12.3127737,2.402434111,0.611896813,0.000586107
347,1735,14.8911562,12.30334663,2.412833452,0.602985442,0.001141721
347,1736,14.87829971,12.3052206,2.430964231,0.587374747,0.000766404
347,1737,14.86541367,12.30706882,2.44969511,0.57047379,0.000158678
347,1738,14.8526783,12.30899143,2.465301037,0.556404173,0.00024113
347,1739,14.82570839,12.33458042,2.48009491,0.549237132,0.000564231
348,1740,14.82691574,12.33521557,2.472011089,0.557661712,0.000973665
348,1741,14.83025074,12.33727074,2.456936121,0.572476566,0.000658418
348,1742,14.83358002,12.34008312,2.438866138,0.590093434,0.000237946
348,1743,14.83696842,12.34292889,2.421581745,0.606246233,0.000163173
348,1744,14.84088135,12.34597301,2.408618689,0.617017686,0.000462814
349,1745,14.84376907,12.3457098,2.414553165,0.609185517,0.000791313
349,1746,14.8514967,12.34984875,2.423089743,0.596218109,0.000344151
349,1747,14.85954285,12.35402489,2.434123993,0.579900265,0.000254791
349,1748,14.86761951,12.35822678,2.44435811,0.563911676,0.000137901
349,1749,14.87265491,12.34951496,2.451940775,0.552558661,0.000300526
350,1750,14.8599453,12.35963535,2.450134277,0.560177445,0.000666595
350,1751,14.85163021,12.36750603,2.441764832,0.572201371,0.000487112
350,1752,14.84331131,12.3763895,2.43082571,0.586419761,0.000195671
350,1753,14.83298206,12.37778568,2.42177248,0.598375618,0.000350631
350,1754,14.8232317,12.37767696,2.415610313,0.60649842,0.000288267
351,1755,14.82369328,12.37817192,2.420509815,0.600594342,0.00050622
351,1756,14.78355503,12.40111256,2.446155787,0.585163713,0.001952012
351,1757,14.74459457,12.42381382,2.471166849,0.569530964,0.000153082
351,1758,14.70393753,12.43115807,2.493928194,0.55806762,0.000237149
351,1759,14.71313477,12.45429993,2.480850697,0.558161795,0.002871919
352,1760,14.71401215,12.45470142,2.474028587,0.565190256,0.000690398
352,1761,14.71532249,12.45531845,2.461973906,0.577497005,0.000453963
352,1762,14.71548748,12.45778656,2.448213816,0.591863275,0.000135031
352,1763,14.71568203,12.46027279,2.435143709,0.604806781,0.000167872
352,1764,14.72486877,12.4701004,2.420412302,0.615093708,0.000118329
353,1765,14.7257328,12.47059536,2.426628828,0.60748291,0.000726475
353,1766,14.7270689,12.46808434,2.437553644,0.59405148,0.000486503
353,1767,14.72848511,12.46557426,2.450087786,0.578203022,0.000200707
353,1768,14.73131084,12.46550274,2.459440708,0.563228726,0.000470256
353,1769,14.73464775,12.46488285,2.463778257,0.553239167,0.000413773
354,1770,14.73543739,12.46518898,2.456752539,0.560554385,0.000700853
354,1771,14.73576927,12.47231102,2.444598675,0.573262274,0.000435995
354,1772,14.73372841,12.48909664,2.430937529,0.588182032,0.000115716
354,1773,14.73115921,12.50608349,2.418317318,0.601370871,0.000204667
354,1774,14.73158741,12.52571678,2.407984257,0.610385597,0.00024197
355,1775,14.73844337,12.54450703,2.40949893,0.605128407,0.000293325
355,1776,14.7450943,12.56107521,2.416580677,0.593437433,0.000549925
355,1777,14.75283337,12.57255459,2.42600584,0.578382492,0.000224011
355,1778,14.75881958,12.58812523,2.434925795,0.56261611,0.000426563
355,1779,14.76417065,12.60413265,2.440062761,0.550964952,0.000283994
356,1780,14.76579952,12.60385799,2.43309617,0.557628691,0.000594869
356,1781,14.76941204,12.60346127,2.420472383,0.569060802,0.000399133
356,1782,14.77265644,12.6026001,2.40560627,0.582713485,0.000152976
356,1783,14.77599812,12.60184765,2.391647816,0.594761431,0.000142519
356,1784,14.7797327,12.60223961,2.381517649,0.601954818,0.000343144
357,1785,14.77883625,12.61466885,2.387651205,0.594898641,0.000594391
357,1786,14.77853775,12.62716579,2.397860765,0.582685053,0.000360227
357,1787,14.77829933,12.63971519,2.409429312,0.568385005,0.000156801
357,1788,14.77652168,12.6526823,2.419201851,0.556474686,0.000119953
357,1789,14.77511883,12.66586399,2.424288511,0.549131274,0.000330356
358,1790,14.77593517,12.66630745,2.417850256,0.555588543,0.000525729
358,1791,14.77736187,12.6672287,2.406472445,0.566763878,0.000340063
358,1792,14.77681351,12.66519451,2.393058777,0.580930769,0.000138663
358,1793,14.7762661,12.6631937,2.38091588,0.593101859,0.000152979
358,1794,14.77613354,12.66132927,2.372977257,0.600050747,0.000362502
359,1795,14.77990437,12.66171741,2.376932144,0.593957722,0.000402899
359,1796,14.78419781,12.66221809,2.385540247,0.582160175,0.000399326
359,1797,14.78863716,12.66277122,2.396021605,0.567719758,0.000171027
359,1798,14.79259396,12.66495228,2.405003786,0.554656923,0.000107019
359,1799,14.79686069,12.66700459,2.409488201,0.54596591,0.000294717
360,1800,14.79765892,12.66744709,2.402961731,0.552493334,0.000506803
360,1801,14.80012512,12.66488552,2.391238451,0.563539863,0.000323429
360,1802,14.8026619,12.66236305,2.377382278,0.576330185,0.000138357
360,1803,14.80524063,12.65986061,2.364648104,0.587307394,0.000134655
360,1804,14.80743885,12.65774632,2.356431484,0.593014657,0.000357721
361,1805,14.80811214,12.65801334,2.362026215,0.58631891,0.000484169
361,1806,14.79890156,12.66076088,2.37795186,0.57146132,0.000800288
361,1807,14.78965473,12.66330147,2.394073963,0.555779517,0.000113346
361,1808,14.78056622,12.66600132,2.406368494,0.543735862,0.000229015
361,1809,14.77655983,12.6661787,2.410615921,0.537773728,0.000519001
362,1810,14.77793312,12.66539478,2.402216673,0.546420932,0.000763566
362,1811,14.78001404,12.6651144,2.38759923,0.561281204,0.000449179
362,1812,14.78235054,12.66435719,2.37055707,0.578120828,0.00014943
362,1813,14.78212833,12.65076733,2.358275652,0.590271294,0.000365282
362,1814,14.72189713,12.69700623,2.38111949,0.586554289,0.002718634
363,1815,14.72353172,12.69445801,2.383305073,0.583107173,0.000174424
363,1816,14.72532463,12.69193745,2.387755871,0.576512933,0.000187677
363,1817,14.72726059,12.68944073,2.392066479,0.569679379,5.82E-05
363,1818,14.72921181,12.68693733,2.395433187,0.563252509,0.000113861
363,1819,14.73161888,12.6860733,2.396775484,0.557869971,0.000178992
364,1820,14.7318449,12.68657494,2.393081188,0.561297178,0.000210621
364,1821,14.7322216,12.68675232,2.386545897,0.567227364,0.000162445
364,1822,14.73258972,12.68690872,2.379268646,0.573155403,0.000141584
364,1823,14.73299217,12.68722248,2.372299433,0.578108668,0.000109615
364,1824,14.73334312,12.68732548,2.367324591,0.580254853,0.000168128
365,1825,14.733531,12.68741512,2.369880438,0.57678622,0.000189393
365,1826,14.73378277,12.68756676,2.374170303,0.570767701,0.000148853
365,1827,14.73402786,12.6876936,2.378696442,0.563848317,0.000109489
365,1828,14.73422527,12.68776512,2.38160181,0.558156371,0.000110624
365,1829,14.73451996,12.68788719,2.3815341,0.555125654,0.00015887
366,1830,14.73468018,12.68790054,2.377868652,0.558573008,0.000192234
366,1831,14.7349062,12.68797112,2.371463776,0.564437151,0.000144904
366,1832,14.71486187,12.67381954,2.367026091,0.577942789,0.000428832
366,1833,14.69535255,12.65999413,2.364320278,0.588809609,0.000137297
366,1834,14.6792345,12.648592,2.362535238,0.597001791,7.26E-05
367,1835,14.67975044,12.64920998,2.369577885,0.588764966,0.000577005
367,1836,14.68072605,12.65003872,2.381156206,0.574890554,0.000321914
367,1837,14.6815691,12.65076256,2.393699646,0.559334695,0.000135488
367,1838,14.68232918,12.65236568,2.402839422,0.546974421,0.000180479
367,1839,14.68363667,12.65350151,2.405217648,0.541460752,0.00044737
368,1840,14.68397999,12.65499687,2.397176027,0.549929917,0.000609576
368,1841,14.6912756,12.63022995,2.38120842,0.563740134,0.000414645
368,1842,14.69825649,12.60375214,2.363196611,0.579549909,0.000111357
368,1843,14.70625782,12.57989407,2.346720934,0.592799962,0.000110958
368,1844,14.72083282,12.54371071,2.333203554,0.600300312,0.000267575
369,1845,14.72259712,12.53653526,2.342898607,0.589220226,0.000922062
369,1846,14.69876671,12.51929474,2.374498367,0.56433326,0.001632457
369,1847,14.67512226,12.50209045,2.404344797,0.540431738,0.000105963
369,1848,14.65260124,12.48539352,2.425909996,0.525089562,0.00063392
369,1849,14.63298607,12.47008705,2.434749603,0.523421645,0.00145114
370,1850,14.63613605,12.47055721,2.421131372,0.538169205,0.001649791
370,1851,14.60680103,12.42753506,2.411417961,0.565150321,0.001109287
370,1852,14.57882023,12.38696957,2.397871256,0.592196882,0.000591189
370,1853,14.55329037,12.34612846,2.387181997,0.614657998,0.000221949
370,1854,14.53857994,12.29344654,2.38227129,0.626902938,0.000812757
371,1855,14.5272646,12.2911911,2.401607037,0.611281157,0.001970426
371,1856,14.51713943,12.28935719,2.428599358,0.586521208,0.000750589
371,1857,14.50833893,12.28658199,2.455984116,0.560348809,8.58E-05
371,1858,14.49474144,12.27718544,2.48005414,0.53998518,0.00029733
371,1859,14.48556232,12.26951408,2.490836859,0.532603741,0.001473027
372,1860,14.4886713,12.2708931,2.476551771,0.547834218,0.001918484
372,1861,14.49341965,12.27290535,2.452150822,0.573515117,0.001026149
372,1862,14.49837208,12.27489758,2.424675226,0.60181576,0.000218523
372,1863,14.50406933,12.27705193,2.401582479,0.624556303,0.00035602
372,1864,14.51210117,12.27949524,2.388961792,0.635215402,0.001284997
373,1865,14.51797771,12.28268719,2.401550055,0.619965136,0.001941589
373,1866,14.52313709,12.28490829,2.424536943,0.593818247,0.001131659
373,1867,14.52937984,12.28704453,2.449600935,0.564661145,0.000202659
373,1868,14.53793907,12.28898144,2.468563795,0.54065299,0.000395964
373,1869,14.54011345,12.27581596,2.4810431,0.527202964,0.001023841
374,1870,14.54165268,12.2781477,2.46765089,0.54204613,0.002027767
374,1871,14.5451231,12.21455765,2.446098804,0.567553759,0.001112289
374,1872,14.5491724,12.15620232,2.420437336,0.596507192,0.000282482
374,1873,14.55363369,12.10159683,2.398110628,0.621151984,0.000275828
374,1874,14.56254482,12.05161381,2.384380817,0.635213375,0.001112804
375,1875,14.5616951,12.02917767,2.400427341,0.62014842,0.002201997
375,1876,14.59092426,12.01532555,2.413640976,0.597150207,0.00060519
375,1877,14.62013149,12.00157261,2.430491447,0.569957733,0.000311582
375,1878,14.64886093,11.98817158,2.444595098,0.545328557,0.00018082
375,1879,14.67068005,11.97364426,2.453515768,0.529022396,0.000729281
376,1880,14.6734972,11.97201633,2.441350698,0.541214883,0.001587456
376,1881,14.67780685,11.9710598,2.420087337,0.562297761,0.0009248
376,1882,14.67440796,11.97672749,2.397212267,0.587628186,0.000221179
376,1883,14.67140961,11.982337,2.374475718,0.612595379,3.13E-07
376,1884,14.68001938,11.99916744,2.354875088,0.630089879,0.00058354
377,1885,14.64416599,11.984622,2.386360168,0.611739874,0.00372085
377,1886,14.61050606,11.97050381,2.424534082,0.584993303,0.000878026
377,1887,14.57752323,11.95637512,2.462203979,0.557394385,0.000146275
377,1888,14.5642786,11.91755867,2.485595465,0.537196279,0.001044518
377,1889,14.55706024,11.88214302,2.496331453,0.528819084,0.001708927
378,1890,14.55881691,11.8208971,2.487388372,0.541442752,0.001791409
378,1891,14.56076717,11.76344299,2.469048023,0.56451875,0.001340337
378,1892,14.56105804,11.71577263,2.446028233,0.592440784,0.000425293
378,1893,14.56139374,11.6701355,2.424086332,0.618456125,0.000174717
378,1894,14.56052494,11.62633991,2.409754992,0.636497378,0.000864444
379,1895,14.5519495,11.64948559,2.424048901,0.623601794,0.002038047
379,1896,14.54649734,11.67307758,2.44563365,0.6019122,0.001006912
379,1897,14.54097939,11.6961832,2.469786167,0.576970339,0.000291445
379,1898,14.53409195,11.71908283,2.493788958,0.552648425,2.47E-06
379,1899,14.52868652,11.74254799,2.50939846,0.536743701,0.001005903
380,1900,14.5320816,11.74340153,2.497464895,0.54898721,0.001944705
380,1901,14.527565,11.73828793,2.481380939,0.568869948,0.000758508
380,1902,14.52114105,11.72926617,2.462278366,0.592443228,0.000274561
380,1903,14.51474476,11.72020149,2.443460703,0.61501956,0.000159931
380,1904,14.50926208,11.71128559,2.429820776,0.631516457,0.000586099
381,1905,14.51214027,11.71161461,2.438615799,0.621604323,0.001311478
381,1906,14.51637745,11.71233559,2.454085112,0.604147375,0.000830686
381,1907,14.5504837,11.70409298,2.465889692,0.581395805,0.000409863
381,1908,14.58334255,11.6959362,2.476355553,0.559958875,0.000129283
381,1909,14.61656189,11.68796062,2.48044157,0.544513464,0.000615151
382,1910,14.66347504,11.66850471,2.452849627,0.555727899,0.002374462
382,1911,14.71814442,11.64554119,2.415929556,0.572600782,0.000783303
382,1912,14.76974487,11.62272835,2.378709316,0.590310514,0.000134357
382,1913,14.81951332,11.59972668,2.345071077,0.604220033,0.000278456
382,1914,14.8682375,11.57701206,2.318445444,0.610124767,0.00090889
383,1915,14.87027931,11.57771778,2.327216864,0.599755764,0.001434467
383,1916,14.87660217,11.58022785,2.339978695,0.583027542,0.000561063
383,1917,14.88377285,11.58866596,2.355532885,0.562378705,0.000271131
383,1918,14.89097023,11.59713268,2.370557785,0.541961491,9.11E-05
383,1919,14.89873695,11.60589695,2.381193399,0.525971174,0.000356546
384,1920,14.90616035,11.60651493,2.372775316,0.531289399,0.000611922
384,1921,14.91310024,11.58554935,2.359683037,0.54324311,0.000636311
384,1922,14.92033863,11.56473064,2.342827082,0.558998466,0.000280609
384,1923,14.92760658,11.54400539,2.325446129,0.574923694,8.57E-05
384,1924,14.93512154,11.52343082,2.310810089,0.587362051,0.000235901
385,1925,14.9042635,11.51666832,2.316406488,0.595197499,0.000826743
385,1926,14.87453556,11.50976181,2.328859568,0.595160007,0.000865406
385,1927,14.84224796,11.50967979,2.35002923,0.586286783,0.001082819
385,1928,14.81157303,11.51068306,2.373938322,0.573275387,0.00028429
385,1929,14.77967262,11.5088644,2.39737463,0.561527133,3.55E-05
386,1930,14.77996063,11.50887108,2.395081997,0.563513339,0.000174188
386,1931,14.78055573,11.50865936,2.391538143,0.565917373,0.000196284
386,1932,14.78119755,11.50846958,2.386620522,0.569363534,0.000126671
386,1933,14.781847,11.50828171,2.381092787,0.572978497,0.000111041
386,1934,14.78255081,11.50810051,2.37565136,0.57597822,0.000103458
387,1935,14.78283787,11.50918007,2.376276731,0.574698269,9.54E-05
387,1936,14.78313446,11.51026344,2.377641439,0.572045267,0.000125832
387,1937,14.78345871,11.51134586,2.379173994,0.568676829,0.000106996
387,1938,14.78378391,11.51243305,2.380263805,0.565299809,0.000103195
387,1939,14.78142262,11.51175308,2.380177021,0.564566493,0.000105817
388,1940,14.7814312,11.51175594,2.378991365,0.565421164,0.000112603
388,1941,14.78144455,11.51176262,2.376805067,0.56690985,0.000108373
388,1942,14.7814579,11.51176834,2.373956919,0.568636835,0.000103194
388,1943,14.78146458,11.51176643,2.370906115,0.570053875,0.0001054
388,1944,14.78148079,11.51176548,2.367984056,0.57078445,0.000104741
389,1945,14.78157806,11.51173592,2.367891788,0.570440173,7.76E-05
389,1946,14.74151611,11.49464607,2.377338648,0.579497337,0.001052503
389,1947,14.70271301,11.47766018,2.388356209,0.586240292,0.000159677
389,1948,14.66510868,11.46073246,2.401678801,0.589774072,0.00021625
389,1949,14.6289053,11.44450474,2.417168379,0.590052485,0.000210639
390,1950,14.62800312,11.44427681,2.419377089,0.587162912,0.000259239
390,1951,14.62730312,11.44400692,2.422646999,0.582377195,0.000152075
390,1952,14.62667179,11.44368744,2.426005602,0.576884508,0.000122713
390,1953,14.62603664,11.44336987,2.428348303,0.571961462,0.000133777
390,1954,14.62653351,11.44275379,2.427974701,0.56841296,0.000276081
391,1955,14.62660789,11.44279194,2.425279856,0.570956111,0.000193446
391,1956,14.62670612,11.4428463,2.420466185,0.57537365,0.000162078
391,1957,14.62678719,11.44255352,2.414919853,0.58012712,0.000112092
391,1958,14.61493492,11.43990517,2.413323402,0.581604779,0.001143844
391,1959,14.60307884,11.43724442,2.41212368,0.581985414,0.000134724
392,1960,14.60309315,11.43720531,2.412656307,0.580729067,0.000138484
392,1961,14.60328388,11.43684483,2.413137913,0.578993082,9.14E-05
392,1962,14.60348225,11.43641853,2.413502932,0.576747,0.000126983
392,1963,14.60368156,11.43599033,2.413337946,0.574473083,0.000124133
392,1964,14.60388088,11.4355793,2.412194729,0.572697878,0.000125531
393,1965,14.6038866,11.43558598,2.41093111,0.573542416,0.000128886
393,1966,14.60069942,11.43697739,2.410020113,0.572905898,0.00053624
393,1967,14.59761333,11.43833542,2.407983065,0.572693825,0.000157784
393,1968,14.59072113,11.44356632,2.405393124,0.574967623,6.18E-05
393,1969,14.58371449,11.44901085,2.402081013,0.577603459,9.71E-05
394,1970,14.58377647,11.44904232,2.402222633,0.576806664,0.000113974
394,1971,14.58365726,11.44885349,2.402451992,0.575184286,0.000155984
394,1972,14.57423019,11.45329189,2.406741858,0.570120454,0.000734186
394,1973,14.56471729,11.45802307,2.40943265,0.56633091,0.000128486
394,1974,14.55524254,11.46276093,2.409651041,0.56477499,0.000161269
395,1975,14.55617905,11.4626255,2.406410456,0.567184091,0.000214502
395,1976,14.55713844,11.46255302,2.400969267,0.571524322,0.000146664
395,1977,14.5580368,11.46248913,2.394487143,0.576527297,0.000107077
395,1978,14.55891705,11.46247864,2.388367176,0.580435812,0.000125567
395,1979,14.55983257,11.4626627,2.383742332,0.581928492,0.000154311
396,1980,14.55993748,11.46270275,2.38579011,0.578876197,0.000175313
396,1981,14.56155491,11.46959591,2.388238192,0.574149072,3.35E-05
396,1982,14.56311512,11.47657585,2.3909657,0.568416595,0.000124596
396,1983,14.56469345,11.48358631,2.392511368,0.563390255,0.000115405
396,1984,14.56631374,11.49063015,2.391709328,0.560451984,0.000142483
397,1985,14.56484413,11.4939518,2.388850927,0.564079046,0.00016732
397,1986,14.56131935,11.49927425,2.384146929,0.57064867,0.000107689
397,1987,14.55778694,11.50462341,2.378996849,0.577122569,9.90E-05
397,1988,14.53975391,11.50179958,2.377052546,0.587481022,0.000219726
397,1989,14.52485371,11.50203896,2.374584198,0.596537888,2.78E-05
398,1990,14.50773811,11.50181293,2.390218973,0.585963666,0.001115177
398,1991,14.49079418,11.50160217,2.408513784,0.571538806,0.000210677
398,1992,14.47395611,11.50169086,2.425154924,0.55818516,0.000140647
398,1993,14.45554829,11.50462151,2.43742919,0.550408661,0.000304251
398,1994,14.43796349,11.50759506,2.442023039,0.550992906,0.000603303
399,1995,14.43970394,11.50681686,2.433599949,0.559648871,0.000645132
399,1996,14.4419241,11.50635147,2.419555187,0.574103773,0.000358534
399,1997,14.4431715,11.50937653,2.404116392,0.590143383,9.35E-05
399,1998,14.44455051,11.51241493,2.391601086,0.602043271,0.000233404
399,1999,14.44709778,11.51479149,2.385160923,0.605909646,0.000526913
400,2000,14.44758987,11.51596165,2.392999411,0.596211791,0.000713698
400,2001,14.45137596,11.51184845,2.404425383,0.580554366,0.000299006
400,2002,14.45516872,11.50770569,2.416631699,0.563308954,0.000138556
400,2003,14.45914841,11.50362587,2.425025463,0.54981184,0.000217601
400,2004,14.46370029,11.49977112,2.426144838,0.544169903,0.000528236
401,2005,14.46696568,11.48973942,2.416871071,0.553409934,0.000692464
401,2006,14.46943951,11.48517895,2.40170002,0.569347084,0.000397203
401,2007,14.47197723,11.4805212,2.38489151,0.586442113,0.00012894
401,2008,14.47460556,11.47378159,2.371299982,0.599205673,0.000236348
401,2009,14.47825527,11.46693611,2.364513636,0.603294253,0.000577482
402,2010,14.47865295,11.46732807,2.373265743,0.592816472,0.000789489
402,2011,14.48592091,11.47249126,2.383295536,0.57714951,0.000180295
402,2012,14.49324417,11.47766113,2.394526005,0.55945611,0.0001344
402,2013,14.50127029,11.48299789,2.401977301,0.545050085,0.0002011
402,2014,14.51590252,11.48918724,2.399163008,0.537894905,0.000566178
