Iteration,M2,D2,V2,Pmech2,Loss,Time,Gradient Norm
0,0.6199965476989746,0.5999872088432312,0.519882082939148,0.10000000149011612,0.6392370462417603,0.0693349838256836,2.3838915824890137
0,1.0341650247573853,1.0376410484313965,0.9388114809989929,0.1437825858592987,0.3902124762535095,0.13620805740356445,4.30070161819458
0,1.359498143196106,1.424206256866455,1.3158208131790161,0.18245628476142883,0.29758140444755554,0.20368027687072754,5.963479518890381
0,1.583406686782837,1.7658398151397705,1.6597486734390259,0.21702182292938232,0.20701803267002106,0.2698531150817871,7.339599132537842
0,1.7937026023864746,2.07169771194458,1.972385048866272,0.24855276942253113,0.1705498993396759,0.33711719512939453,8.583612442016602
0,1.9029405117034912,2.3520262241363525,2.2479617595672607,0.276664137840271,0.08338132500648499,0.40345096588134766,9.20738410949707
0,2.062248468399048,2.6096911430358887,2.502365827560425,0.30307260155677795,0.09565158188343048,0.47043609619140625,10.135296821594238
0,2.374037504196167,2.8624558448791504,2.7440433502197266,0.3286057412624359,0.18248125910758972,0.536491870880127,11.340368270874023
0,2.6528682708740234,3.0946953296661377,2.969703197479248,0.3524513244628906,0.04748887941241264,0.6029138565063477,11.989019393920898
0,2.9046406745910645,3.308420419692993,3.176758050918579,0.37399157881736755,0.04500793665647507,0.6681981086730957,11.940530776977539
0,3.128934144973755,3.507899284362793,3.3721625804901123,0.3943104147911072,0.013578823767602444,0.734982967376709,12.26542854309082
0,3.324270009994507,3.700584650039673,3.559108018875122,0.4137103259563446,0.021825194358825684,0.800692081451416,12.642416000366211
0,3.5053861141204834,3.8820793628692627,3.736208915710449,0.43205973505973816,0.003688020398840308,0.8664429187774658,12.790346145629883
0,3.674286365509033,4.054559707641602,3.9047658443450928,0.44950616359710693,0.002593217184767127,0.9338290691375732,12.911453247070312
0,3.8329098224639893,4.219212532043457,4.065007209777832,0.46608591079711914,0.001181570696644485,1.0006968975067139,12.940723419189453
0,3.9317092895507812,4.393244743347168,4.218583583831787,0.4820474088191986,0.04447316378355026,1.0675430297851562,13.08010482788086
0,4.024223804473877,4.559669017791748,4.364330291748047,0.49721816182136536,0.0040051438845694065,1.1337320804595947,12.981760025024414
0,4.1129150390625,4.718966484069824,4.502476215362549,0.5115930438041687,0.006494319532066584,1.205366849899292,12.77857494354248
0,4.1974406242370605,4.872134685516357,4.633339881896973,0.5251991748809814,0.010475929826498032,1.2724521160125732,12.506515502929688
0,4.299294948577881,5.023642063140869,4.757735252380371,0.537621259689331,0.11601213365793228,1.3391919136047363,11.728680610656738
1,4.2978596687316895,5.024453163146973,4.754142761230469,0.5372534990310669,0.019578324630856514,5.770003080368042,0.34552711248397827
1,4.326643943786621,5.0322651863098145,4.746281623840332,0.5360230207443237,0.11692719161510468,5.837803840637207,1.1505722999572754
1,4.352166652679443,5.041018009185791,4.734225273132324,0.534367561340332,0.0199937392026186,5.90540885925293,1.5410263538360596
1,4.375991344451904,5.051315784454346,4.717507362365723,0.5322064757347107,0.030107397586107254,5.973557233810425,2.0034613609313965
1,4.397462368011475,5.062658786773682,4.696447849273682,0.5296359062194824,0.018474996089935303,6.041603088378906,2.374316692352295
1,4.425498008728027,5.0753560066223145,4.670942783355713,0.5265132188796997,0.035013120621442795,6.108886957168579,2.875415563583374
1,4.451891899108887,5.088947296142578,4.641258716583252,0.5230389833450317,0.01406919490545988,6.176347970962524,3.190786123275757
1,4.455831050872803,5.109316349029541,4.606476306915283,0.5193164944648743,0.027162563055753708,6.244768857955933,3.411133050918579
1,4.4618682861328125,5.130551815032959,4.567343711853027,0.5152175426483154,0.015555919148027897,6.312492847442627,3.7498834133148193
1,4.467370986938477,5.15313720703125,4.523889541625977,0.5108115077018738,0.012456834316253662,6.380866050720215,4.026305198669434
1,4.474308013916016,5.17660665512085,4.4764790534973145,0.5061084032058716,0.010647031478583813,6.449038982391357,4.295228004455566
1,4.483307838439941,5.200671195983887,4.425509929656982,0.5011318922042847,0.008909803815186024,6.516232013702393,4.544719219207764
1,4.4941792488098145,5.225475788116455,4.371126174926758,0.495917946100235,0.007548010908067226,6.584102153778076,4.763672351837158
1,4.506276607513428,5.251101970672607,4.313642978668213,0.490509957075119,0.00606992281973362,6.651605129241943,4.94520378112793
1,4.520009517669678,5.277415752410889,4.253390789031982,0.484929621219635,0.005016206298023462,6.719807147979736,5.109136581420898
1,4.511204719543457,5.313438892364502,4.193151473999023,0.47937771677970886,0.05680194869637489,6.796195030212402,5.089097023010254
1,4.503004550933838,5.350078105926514,4.130940914154053,0.4737168550491333,0.0029802024364471436,6.865016937255859,5.196364879608154
1,4.494780540466309,5.38733434677124,4.067193984985352,0.4679798483848572,0.002244148636236787,6.932704210281372,5.274693012237549
1,4.486644744873047,5.425122261047363,4.002195835113525,0.462184339761734,0.0018034825334325433,7.002001047134399,5.337766647338867
1,4.477159023284912,5.463620185852051,3.936491012573242,0.45637741684913635,0.0014241250464692712,7.070389032363892,5.3577189445495605
2,4.497339248657227,5.469380855560303,3.9394826889038086,0.4567786455154419,0.04809224605560303,7.139036178588867,0.36834263801574707
2,4.516534805297852,5.475755214691162,3.941662073135376,0.4571700990200043,0.001313664484769106,7.206568002700806,0.3575918972492218
2,4.53530216217041,5.482276916503906,3.944106101989746,0.45759716629981995,0.0021045783068984747,7.274004220962524,0.38816824555397034
2,4.552609920501709,5.489468574523926,3.9458305835723877,0.4580226242542267,0.0012922878377139568,7.342027902603149,0.38479137420654297
2,4.5656585693359375,5.498148441314697,3.947371244430542,0.4585072696208954,0.0027655994053930044,7.4099280834198,0.43614646792411804
2,4.5770955085754395,5.507540702819824,3.9481496810913086,0.45898908376693726,0.0013540610671043396,7.477834224700928,0.43144741654396057
2,4.586277961730957,5.517766952514648,3.9483065605163574,0.45948177576065063,0.001459048013202846,7.545099973678589,0.4389842450618744
2,4.593828201293945,5.5287346839904785,3.9476044178009033,0.4599665105342865,0.0014387391274794936,7.6130211353302,0.4297477900981903
2,4.623115539550781,5.543666839599609,3.942858934402466,0.46006590127944946,0.03761429339647293,7.6805579662323,0.08766788244247437
2,4.65826416015625,5.560067176818848,3.9392218589782715,0.46034571528434753,0.013477279804646969,7.748461008071899,0.2455916404724121
2,4.688718318939209,5.578259468078613,3.935354709625244,0.46069270372390747,0.0034127370454370975,7.8160059452056885,0.3030354082584381
2,4.717081546783447,5.597192764282227,3.9308433532714844,0.46104371547698975,0.0013104515383020043,7.883318901062012,0.30503010749816895
2,4.742604732513428,5.617302894592285,3.9253175258636475,0.4613940119743347,0.0021576499566435814,7.951319932937622,0.3028980493545532
2,4.7400994300842285,5.6512651443481445,3.917062997817993,0.4619407653808594,0.033084310591220856,8.019077062606812,0.47041234374046326
2,4.67816162109375,5.717268943786621,3.9016547203063965,0.46279391646385193,0.08303935825824738,8.08731985092163,0.7304517030715942
2,4.614473819732666,5.783609867095947,3.885373592376709,0.463638037443161,0.0013019406469538808,8.154785871505737,0.7192088961601257
2,4.561544895172119,5.854687690734863,3.865659475326538,0.4641179144382477,0.03459669277071953,8.222559213638306,0.40683507919311523
2,4.507278919219971,5.925941467285156,3.8448069095611572,0.4645693898200989,0.0014125567395240068,8.290117979049683,0.38083937764167786
2,4.4515061378479,5.997358798980713,3.8229293823242188,0.46499955654144287,0.0012811642372980714,8.357645034790039,0.36108124256134033
2,4.394951820373535,6.068680286407471,3.8000972270965576,0.4653981328010559,0.0009604262304492295,8.425028085708618,0.332895427942276
3,4.39324951171875,6.069181442260742,3.799335241317749,0.46538451313972473,0.0011041638208553195,8.4930419921875,0.011328717693686485
3,4.388669967651367,6.070704460144043,3.797530174255371,0.46536365151405334,0.0020541385747492313,8.560127019882202,0.01725184917449951
3,4.3826069831848145,6.072742462158203,3.79477858543396,0.4653182625770569,0.0011847723508253694,8.627713918685913,0.037351809442043304
3,4.369863033294678,6.096193313598633,3.795931100845337,0.4658561944961548,0.08971809595823288,8.695061922073364,0.44036945700645447
3,4.355731010437012,6.120169639587402,3.7961907386779785,0.46637070178985596,0.001065900200046599,8.762778043746948,0.41909822821617126
3,4.3405070304870605,6.1446452140808105,3.7954134941101074,0.46685078740119934,0.0011259267339482903,8.82989501953125,0.38912561535835266
3,4.324000835418701,6.16965389251709,3.793619394302368,0.46729955077171326,0.0011321428464725614,8.896982908248901,0.36191287636756897
3,4.330442905426025,6.199360370635986,3.781973361968994,0.4674557149410248,0.03756124526262283,8.964510202407837,0.12531661987304688
3,4.336395740509033,6.229166507720947,3.769721746444702,0.46757498383522034,0.0009843048173934221,9.031520128250122,0.09522750228643417
3,4.341151237487793,6.25949239730835,3.756376028060913,0.46765851974487305,0.0011255538556724787,9.099025964736938,0.06637434661388397
3,4.345114707946777,6.290207386016846,3.74192476272583,0.46769770979881287,0.0010183628182858229,9.166383981704712,0.03096920996904373
3,4.347835540771484,6.3214240074157715,3.7263870239257812,0.4677009880542755,0.0010948039125651121,9.233747005462646,0.002589613199234009
3,4.348753452301025,6.353185176849365,3.7100512981414795,0.46769019961357117,0.0010094508761540055,9.301167011260986,0.008452333509922028
3,4.34806489944458,6.385517120361328,3.6926639080047607,0.4676506221294403,0.0011416147463023663,9.368875980377197,0.030809950083494186
3,4.346940040588379,6.418087959289551,3.6753010749816895,0.4676181972026825,0.0032584602013230324,9.436434984207153,0.025122418999671936
3,4.3443989753723145,6.4510931968688965,3.657029867172241,0.46755871176719666,0.0008965402957983315,9.503632068634033,0.04585038125514984
3,4.340292930603027,6.484600067138672,3.637782096862793,0.4674721956253052,0.000996299902908504,9.571232080459595,0.06634927541017532
3,4.33485746383667,6.518489837646484,3.617656946182251,0.4673579931259155,0.0008172383531928062,9.638218879699707,0.08715428411960602
3,4.327873229980469,6.552846908569336,3.5966036319732666,0.46721866726875305,0.0009148285607807338,9.705290079116821,0.10579603165388107
3,4.298552989959717,6.596750259399414,3.571537971496582,0.46717220544815063,0.024397050961852074,9.772387027740479,0.03510444611310959
4,4.296616554260254,6.597219944000244,3.5709187984466553,0.46717023849487305,0.0009014934184961021,9.840007066726685,0.001479442580603063
4,4.292647361755371,6.59818696975708,3.569727659225464,0.46717146039009094,0.0009255967452190816,9.90768814086914,0.0009130308171734214
4,4.286961555480957,6.599569797515869,3.567779541015625,0.4671579599380493,0.0008657323778606951,9.97532606124878,0.010040546767413616
4,4.297878742218018,6.601451873779297,3.561786651611328,0.46684253215789795,0.014542903751134872,10.042826175689697,0.23356038331985474
4,4.307253360748291,6.603734970092773,3.5549700260162354,0.4665069282054901,0.0008580234716646373,10.110283851623535,0.24726249277591705
4,4.314764022827148,6.6064863204956055,3.5476062297821045,0.46617570519447327,0.0008409377187490463,10.177578926086426,0.24282428622245789
4,4.323435306549072,6.60956335067749,3.54075288772583,0.4659266769886017,0.0038618305698037148,10.245301246643066,0.181654691696167
4,4.331946849822998,6.612685680389404,3.533001184463501,0.4656226933002472,0.0008427058928646147,10.312546968460083,0.22062280774116516
4,4.338764667510986,6.616248607635498,3.524508476257324,0.4653087854385376,0.0008245150675065815,10.38045620918274,0.22669927775859833
4,4.344414710998535,6.620039939880371,3.5154359340667725,0.4649815857410431,0.0005958204274065793,10.447914123535156,0.23512130975723267
4,4.348293781280518,6.62436056137085,3.5054070949554443,0.46463602781295776,0.0010752308880910277,10.515308856964111,0.24706056714057922
4,4.350949287414551,6.628930568695068,3.4949588775634766,0.46429207921028137,0.0005877958028577268,10.582943201065063,0.244686558842659
4,4.351816177368164,6.633985996246338,3.4838173389434814,0.463947057723999,0.0008135148091241717,10.650264978408813,0.24423198401927948
4,4.3522796630859375,6.639077663421631,3.472529172897339,0.46359947323799133,0.0011751595884561539,10.717725038528442,0.24482382833957672
4,4.35095739364624,6.6446661949157715,3.4606776237487793,0.4632628858089447,0.0007601987454108894,10.785608053207397,0.23587702214717865
4,4.3477253913879395,6.650814533233643,3.4482247829437256,0.4629395306110382,0.0008290910627692938,10.85325312614441,0.2254817634820938
4,4.342935562133789,6.657380104064941,3.4352834224700928,0.46262866258621216,0.0006471339147537947,10.920703887939453,0.21569658815860748
4,4.332893371582031,6.6766357421875,3.4189000129699707,0.4626639187335968,0.030754009261727333,10.988142013549805,0.024347975850105286
4,4.321559906005859,6.69633150100708,3.4022858142852783,0.4627349376678467,0.0006736736977472901,11.056257009506226,0.048779189586639404
4,4.3082475662231445,6.716695785522461,3.3850443363189697,0.46282684803009033,0.0008659904124215245,11.123783111572266,0.06281810998916626
5,4.307839870452881,6.7167067527771,3.384608745574951,0.46280479431152344,0.0006559620960615575,11.19175910949707,0.015000395476818085
5,4.305842399597168,6.717164039611816,3.383754253387451,0.4628046751022339,0.0006666671251878142,11.260189056396484,7.918663322925568e-05
5,4.312872409820557,6.719534397125244,3.3837761878967285,0.46306657791137695,0.01049862988293171,11.327887058258057,0.17633001506328583
5,4.318329334259033,6.722355842590332,3.3833160400390625,0.4633461833000183,0.0006685362313874066,11.395707130432129,0.18729229271411896
5,4.322091102600098,6.725685119628906,3.3823513984680176,0.4636462926864624,0.0007235739030875266,11.463081121444702,0.20003771781921387
5,4.324166774749756,6.729514122009277,3.380880117416382,0.46396636962890625,0.0007093291496858001,11.530256986618042,0.21227988600730896
5,4.396805286407471,6.737514019012451,3.3793680667877197,0.46489202976226807,0.06973867118358612,11.597779035568237,0.6109390258789062
5,4.467433452606201,6.746017932891846,3.377246618270874,0.4658322036266327,0.0007132588652893901,11.665824174880981,0.6175169944763184
5,4.535907745361328,6.7550883293151855,3.3741908073425293,0.4667655825614929,0.0009707489516586065,11.733354806900024,0.6100782155990601
5,4.602377891540527,6.764704704284668,3.370255947113037,0.46769681572914124,0.0008587538613937795,11.800426959991455,0.6057329177856445
5,4.667237758636475,6.774726867675781,3.365579843521118,0.46862664818763733,0.0006614625453948975,11.867992877960205,0.6018877029418945
5,4.730334281921387,6.785238265991211,3.3599658012390137,0.4695472717285156,0.0008032085024751723,11.935450077056885,0.5930337905883789
5,4.823978424072266,6.8006062507629395,3.346268653869629,0.47003573179244995,0.03139398247003555,12.002856016159058,0.31308889389038086
5,4.9173583984375,6.815971374511719,3.33127760887146,0.4703979790210724,0.002297235419973731,12.07013487815857,0.23104016482830048
5,5.008659839630127,6.8320417404174805,3.3151581287384033,0.47077295184135437,0.0011116106761619449,12.137805938720703,0.23795627057552338
5,5.08879280090332,6.8528876304626465,3.2934763431549072,0.4710056483745575,0.020319562405347824,12.205442905426025,0.14693200588226318
5,5.170114517211914,6.873804092407227,3.2701330184936523,0.4710567891597748,0.0042928229086101055,12.273138999938965,0.03213381767272949
5,5.249525547027588,6.895167350769043,3.245541572570801,0.4710749685764313,0.0008147983462549746,12.340618133544922,0.011368600651621819
5,5.327668190002441,6.9172773361206055,3.2204487323760986,0.4710429906845093,0.0059952870942652225,12.408456087112427,0.019897328689694405
5,5.404007911682129,6.939849376678467,3.194093704223633,0.4709813594818115,0.0008117072284221649,12.475791931152344,0.038148216903209686
6,5.402705669403076,6.940298080444336,3.193000316619873,0.4709721505641937,0.0008921690750867128,12.543626070022583,0.005672325845807791
6,5.420779228210449,6.944311618804932,3.1917757987976074,0.4703623056411743,0.055152785032987595,12.611231088638306,0.3736608624458313
6,5.437680721282959,6.9487152099609375,3.1893997192382812,0.46972376108169556,0.0007759440341033041,12.678672075271606,0.3893263339996338
6,5.454112529754639,6.953296184539795,3.1856398582458496,0.4689696133136749,0.001944863935932517,12.745919227600098,0.4575587213039398
6,5.475292205810547,6.958958625793457,3.1807548999786377,0.46785324811935425,0.019310835748910904,12.813707828521729,0.6740889549255371
6,5.499380111694336,6.965266227722168,3.1746134757995605,0.4664755165576935,0.010460564866662025,12.88093900680542,0.8280441164970398
6,5.5201616287231445,6.973196506500244,3.167206287384033,0.4651576578617096,0.0033132871612906456,12.94826602935791,0.7883672118186951
6,5.539792060852051,6.981618404388428,3.158832550048828,0.46384039521217346,0.0007830762770026922,13.015604019165039,0.784323513507843
6,5.558349132537842,6.9905290603637695,3.1495895385742188,0.4625336229801178,0.0007587221334688365,13.083200931549072,0.7744479775428772
6,5.575814247131348,6.999965190887451,3.139570951461792,0.46125057339668274,0.0008020912646315992,13.151066064834595,0.7568286061286926
6,5.592353820800781,7.009888648986816,3.128910541534424,0.460000604391098,0.000749304483179003,13.218735933303833,0.7338406443595886
6,5.607851505279541,7.02035665512085,3.1176676750183105,0.45879465341567993,0.0008366890251636505,13.286121129989624,0.7046669721603394
6,5.622688293457031,7.031229019165039,3.105957269668579,0.4576297700405121,0.0006566047668457031,13.353177070617676,0.677436351776123
6,5.6378068923950195,7.042426586151123,3.0957014560699463,0.45661088824272156,0.003036460606381297,13.42120099067688,0.589679479598999
6,5.6242876052856445,7.063845634460449,3.085214614868164,0.4558448791503906,0.026706377044320107,13.488510131835938,0.4411631226539612
6,5.608826637268066,7.086161136627197,3.0743651390075684,0.45516520738601685,0.001393493846990168,13.5557279586792,0.38950881361961365
