Iteration,M2,M3,D2,D3,Loss,Time,Gradient Norm
0,16.242969512939453,10.845338821411133,9.020371437072754,8.995199203491211,1.0551959803706268e-06,0.10103845596313477,1.0621407753319545e-08
0,16.274736404418945,10.878376960754395,9.037832260131836,8.990604400634766,2.321095537993756e-10,0.1890270709991455,1.0561956642618497e-08
0,16.306411743164062,10.915569305419922,9.049901008605957,8.984932899475098,5.213840950091253e-07,0.27603960037231445,1.3629599671105552e-08
0,16.33296012878418,10.945302963256836,9.061429023742676,8.979388236999512,5.009311854209386e-10,0.362001895904541,1.3790534936219956e-08
0,16.356327056884766,10.970839500427246,9.072467803955078,8.97399616241455,1.4162901407210882e-10,0.4480397701263428,1.3790685926551305e-08
0,16.402841567993164,11.019548416137695,9.11734676361084,8.951107025146484,1.0169579581997823e-05,0.5340383052825928,8.802976481092628e-08
0,16.436872482299805,11.05447769165039,9.150224685668945,8.931800842285156,1.185579412421589e-09,0.620999813079834,8.762271619389139e-08
0,16.465084075927734,11.083219528198242,9.177488327026367,8.914350509643555,1.7728920553850003e-08,0.7059986591339111,8.877977819565785e-08
0,16.48971939086914,11.10825252532959,9.201434135437012,8.899374961853027,1.7329725210402103e-08,0.7900378704071045,8.21170687004269e-08
0,16.511886596679688,11.130719184875488,9.223013877868652,8.885303497314453,9.834167334632493e-12,0.8750412464141846,8.211486601794604e-08
0,16.532302856445312,11.151305198669434,9.242867469787598,8.872589111328125,2.3608114574358297e-08,0.9589993953704834,7.783147992768136e-08
0,16.551288604736328,11.17042064666748,9.261334419250488,8.860343933105469,3.2612146316779445e-09,1.0460004806518555,7.823630454595332e-08
0,16.578723907470703,11.206252098083496,9.27588939666748,8.907443046569824,1.3767023119726218e-05,1.150001049041748,1.834097702158033e-06
0,16.60285186767578,11.235466003417969,9.28990650177002,8.941452980041504,1.7667617369099275e-11,1.2350006103515625,1.8341048644288094e-06
0,16.62961196899414,11.259537696838379,9.306661605834961,8.97685718536377,1.1833869848487666e-06,1.3200008869171143,2.734580675678444e-06
0,16.653770446777344,11.281261444091797,9.32229995727539,9.005626678466797,1.3158803824353527e-07,1.4040381908416748,2.719813664953108e-06
0,16.674396514892578,11.307459831237793,9.347612380981445,9.037934303283691,5.995465471642092e-06,1.4890382289886475,4.009112672065385e-06
0,16.693540573120117,11.330755233764648,9.370222091674805,9.065104484558105,1.5650977736036964e-10,1.576038122177124,4.009169970231596e-06
0,16.711496353149414,11.351962089538574,9.390884399414062,9.089048385620117,8.611456436824483e-09,1.6650006771087646,4.01229590352159e-06
0,16.72846794128418,11.371567726135254,9.410029411315918,9.11070728302002,2.440066725062362e-11,1.749000072479248,4.012271347164642e-06
1,16.77106475830078,11.36247444152832,9.41521167755127,9.102282524108887,2.1831918274983764e-05,14.50785756111145,1.5757432265672833e-06
1,16.803573608398438,11.353485107421875,9.420391082763672,9.0939359664917,1.3850649793756276e-11,14.596829652786255,1.5757598248455906e-06
1,16.83091926574707,11.34459400177002,9.425566673278809,9.085663795471191,2.8070162860771575e-10,14.684817790985107,1.5758333802295965e-06
1,16.85500144958496,11.335798263549805,9.430739402770996,9.07746410369873,1.8904222805204984e-12,14.780817031860352,1.5758312201796798e-06
