Iteration,M2,D2,Loss
0,14.399913787841797,11.99999713897705,1.2956530293095625e-10
0,14.300004959106445,12.099778175354004,0.00010421805200167
0,14.229084014892578,12.17056941986084,3.110676232154219e-07
0,14.171046257019043,12.22852611541748,3.882052457271357e-09
0,14.073873519897461,12.223560333251953,0.0009132634731940925
1,14.073861122131348,12.223576545715332,9.905219400252463e-08
1,14.073848724365234,12.223592758178711,3.953502858422553e-09
1,14.073836326599121,12.223608016967773,1.9549493135428975e-09
1,14.073822975158691,12.223624229431152,7.878458774257524e-09
1,14.073533058166504,12.224645614624023,1.6213721210078802e-06
2,14.073471069335938,12.2246675491333,5.562486080634699e-07
2,14.073409080505371,12.224689483642578,3.729517139561267e-09
2,14.055184364318848,12.229055404663086,0.0001671408099355176
2,14.037166595458984,12.233444213867188,1.1937046018317687e-08
2,14.019347190856934,12.2378511428833,1.966706131284468e-09
3,13.978775024414062,12.290327072143555,0.00035462804953567684
3,13.940996170043945,12.337002754211426,2.1012431261624442e-07
3,13.905496597290039,12.37946891784668,3.962870209761604e-08
3,13.807825088500977,12.478039741516113,0.0037660503294318914
3,13.737772941589355,12.548416137695312,1.9744089030382383e-08
4,13.737772941589355,12.548415184020996,3.566331940874079e-08
4,13.731897354125977,12.555935859680176,0.0002748951083049178
4,13.725992202758789,12.563477516174316,5.685860173798574e-07
4,13.719900131225586,12.570785522460938,1.3724290511163417e-05
4,13.713788032531738,12.578110694885254,6.763927729025454e-08
5,13.711653709411621,12.557931900024414,0.00039684868534095585
5,13.709508895874023,12.538055419921875,2.4867876646794684e-08
5,13.70728874206543,12.51846694946289,3.906586698576575e-06
5,13.704939842224121,12.49912166595459,7.515182915085461e-06
5,13.69265079498291,12.480515480041504,0.0005932984640821815
6,13.68942928314209,12.477269172668457,0.00023511855397373438
6,13.666268348693848,12.478169441223145,0.0011620760196819901
6,13.64359188079834,12.478880882263184,2.9029836241534213e-06
6,13.59912395477295,12.50253963470459,0.001302268821746111
6,13.55797290802002,12.52550983428955,3.2039104553405195e-05
7,13.515616416931152,12.560039520263672,0.002696972107514739
7,13.476228713989258,12.588367462158203,9.738683729665354e-05
7,13.43941879272461,12.61574935913086,2.0807672740374983e-07
7,13.404719352722168,12.642280578613281,3.316022798571794e-07
7,13.371789932250977,12.668045043945312,2.2354434747740015e-08
8,13.371784210205078,12.668055534362793,3.4487698030716274e-07
8,13.371777534484863,12.668066024780273,9.128429123705928e-10
8,13.371768951416016,12.668075561523438,1.9419290708810877e-07
8,13.371760368347168,12.668085098266602,1.078309552760004e-09
8,13.371661186218262,12.668098449707031,7.5064372140332125e-06
9,13.371661186218262,12.668098449707031,1.2341876853838585e-08
9,13.371660232543945,12.668098449707031,6.977475663916266e-08
9,13.349287033081055,12.675503730773926,0.001753169926814735
9,13.327348709106445,12.682926177978516,1.1932252519386566e-08
9,13.305816650390625,12.690364837646484,2.5373170231546283e-08
10,13.305816650390625,12.690364837646484,2.4322872604898294e-09
10,13.30578899383545,12.690165519714355,5.640162726194831e-06
10,13.305760383605957,12.68996524810791,1.6348677966959713e-09
10,13.30497932434082,12.690388679504395,5.069333565188572e-05
10,13.304062843322754,12.690923690795898,8.790367246547248e-06
11,13.288125991821289,12.659879684448242,0.0018311893800273538
11,13.272303581237793,12.630088806152344,7.012106379988836e-07
11,13.256595611572266,12.601408004760742,1.644153115876179e-07
11,13.241002082824707,12.573710441589355,5.556249349503162e-10
