Iteration,M2,M3,D2,D3,Loss,Time,Gradient Norm
0,26.999958038330078,17.999998092651367,14.99996566772461,14.999954223632812,1.190431225817079e-10,0.1078183650970459,9.218478411177067e-12
0,26.524925231933594,17.500585556030273,15.411750793457031,15.495596885681152,0.00034118586336262524,0.20129799842834473,1.1375164831406437e-05
0,26.183212280273438,17.146440505981445,15.719461441040039,15.8478422164917,3.5465810843682277e-10,0.2951352596282959,1.137516119342763e-05
0,25.79414176940918,16.811567306518555,16.11548614501953,16.17608070373535,7.547269342467189e-05,0.3867678642272949,1.4010285667609423e-05
0,25.30661964416504,16.442968368530273,15.64534854888916,16.499225616455078,0.0003207438567187637,0.48047304153442383,1.801131475076545e-05
0,24.956995010375977,16.14533042907715,15.303437232971191,16.77145004272461,3.3060526538619683e-10,0.5736618041992188,1.801130383682903e-05
0,24.669342041015625,15.888622283935547,15.020790100097656,17.01128578186035,2.5582704665794154e-07,0.6678545475006104,1.8002061551669613e-05
0,24.419145584106445,15.65935230255127,14.774178504943848,17.228361129760742,9.12715514278517e-10,0.765979528427124,1.800207610358484e-05
0,24.16094398498535,15.446207046508789,14.53782844543457,17.434383392333984,2.632011819514446e-05,0.8592014312744141,1.8661787180462852e-05
0,23.9306640625,15.249302864074707,14.323469161987305,17.625656127929688,6.160687932021958e-11,0.951340913772583,1.8661792637431063e-05
0,23.720666885375977,15.065298080444336,14.12575912475586,17.805063247680664,2.568075752051868e-10,1.046018123626709,1.8661812646314502e-05
0,23.52665138244629,14.890897750854492,13.948943138122559,17.974864959716797,1.057298277373775e-06,1.1572651863098145,1.8687038391362876e-05
0,23.344707489013672,14.725497245788574,13.781401634216309,18.136247634887695,2.426639582608914e-07,1.2487964630126953,1.8672893929760903e-05
0,23.17298698425293,14.567754745483398,13.62188720703125,18.290515899658203,1.0551525209123724e-09,1.3424901962280273,1.8672904843697324e-05
0,23.009859085083008,14.416595458984375,13.469015121459961,18.43848419189453,1.6816491665849753e-07,1.4351308345794678,1.8658001863514073e-05
0,22.853683471679688,14.271095275878906,13.322334289550781,18.58098602294922,5.223960783951043e-07,1.525754451751709,1.8653487131814472e-05
0,22.703933715820312,14.130742073059082,13.180974006652832,18.718660354614258,6.914380734635017e-10,1.611537218093872,1.8653503502719104e-05
0,22.559823989868164,13.99498176574707,13.044346809387207,18.852006912231445,1.2742402966114952e-10,1.6952199935913086,1.86535016837297e-05
0,22.42071533203125,13.863351821899414,12.91196346282959,18.981449127197266,3.7089312177052136e-10,1.7841737270355225,1.8653368897503242e-05
0,22.286075592041016,13.73546028137207,12.783417701721191,19.107345581054688,3.8775768707033365e-10,1.8708610534667969,1.8653481674846262e-05
1,22.286056518554688,13.735457420349121,12.783415794372559,19.107345581054688,1.3044089364200318e-08,12.08135461807251,1.6263379531977762e-13
1,22.285722732543945,13.73546028137207,12.783617973327637,19.107379913330078,1.1311226444377098e-07,12.168309688568115,4.950068799303153e-09
1,22.285297393798828,13.735445976257324,12.783782958984375,19.107410430908203,7.418129399638929e-08,12.2564377784729,4.516948592936387e-09
1,22.28486442565918,13.735430717468262,12.783946990966797,19.107440948486328,4.725707825059544e-09,12.34356164932251,4.475467108022713e-09
1,22.284427642822266,13.7354154586792,12.784110069274902,19.107471466064453,1.3727539105445885e-09,12.44618034362793,4.366766948038503e-09
1,22.2906551361084,13.727239608764648,12.761995315551758,19.09538459777832,1.8016569811152294e-05,12.545836925506592,1.7383672457071953e-06
1,22.296892166137695,13.719017028808594,12.739800453186035,19.083240509033203,1.74690555354573e-08,12.630693674087524,1.7381591987941647e-06
1,22.307687759399414,13.710061073303223,12.707971572875977,19.062442779541016,5.537305241887225e-06,12.717153787612915,2.9645857466675807e-06
1,22.318416595458984,13.701027870178223,12.676643371582031,19.04158592224121,4.691111499255385e-08,12.804173231124878,2.9606442240037723e-06
1,22.30644989013672,13.665447235107422,12.838177680969238,19.017114639282227,3.699204171425663e-05,12.891579627990723,3.460454991000006e-06
1,22.28973388671875,13.63029670715332,12.996505737304688,18.99266242980957,1.2300486105232267e-06,12.978736639022827,3.4447084544808604e-06
1,22.272804260253906,13.595097541809082,13.147896766662598,18.968050003051758,8.039269516757486e-08,13.08002495765686,3.4539452826720662e-06
1,22.25577163696289,13.559818267822266,13.293364524841309,18.94332504272461,2.211513816519073e-08,13.167731285095215,3.456669674051227e-06
1,22.238662719726562,13.524450302124023,13.433658599853516,18.918506622314453,2.6703673994266097e-12,13.254501104354858,3.456669674051227e-06
